item_code,cluster,mean_demand,std_demand,cv_demand,initial_inventory_boxes,qty_inv_items,num_compatible_slots,min_slot_type,total_boxes_assigned,total_items_assigned,total_weight_assigned,pods_used,slots_used,boxes_unplaced
32600042001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,2,20,32.6,1,1,0
12102108001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,18,216,27.864,1,1,0
14603013001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,18,180,29.52,1,1,0
10041036001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,2,48,26.6,1,1,0
11021051002,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,48,19.12,1,1,0
12103156001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,192,4.84,1,1,0
12023094001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,6,72,24.42,1,1,0
11110101001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,32,40.2,1,1,0
10022918001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,8,192,55.408,1,1,0
11021095001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,24,17.88,1,1,0
12103049001,0,0.238095238095238,1.091089451179962,4.582575694955841,1,0,1,0,320,320,9.6,1,1,0
14362033001,0,0.5714285714285714,2.618614682831909,4.582575694955841,1,0,1,0,2,24,9.972,1,1,0
12201099001,0,0.9523809523809524,4.364357804719848,4.582575694955841,1,0,1,0,1,60,10.636,1,1,0
12003003001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,4,144,24.48,1,1,0
11110031002,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,2,32,21.16,1,1,0
12010180001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,96,30.8,1,1,0
12010058001,0,0.4285714285714285,1.9639610121239313,4.58257569495584,1,0,1,0,4,288,34.08,1,1,0
11103388001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,6,36,15.876,1,1,0
11073032001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,96,24.0,1,1,0
12103019001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,42,42,14.952,1,1,0
11061024001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,120,6.36,1,1,0
35750013001,0,1.238095238095238,5.224028731781267,4.2194078218233315,1,0,1,0,6,72,49.872,1,1,0
12023103001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,72,216,52.56,1,1,0
12020184001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,24,288,40.32,2,2,0
11110100001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,32,40.2,1,1,0
10031006001,0,1.3333333333333333,6.110100926607787,4.582575694955841,1,0,1,0,2,48,28.0,1,1,0
12020404001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,18,108,18.648,1,1,0
12326121001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,8,24,5.04,1,1,0
12120065001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,6,216,13.799999999999999,1,1,0
12102021001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,4,192,31.56,1,1,0
11072033001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,24,29.0,1,1,0
12120080001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,6,48,8.100000000000001,1,1,0
12122017001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,4,72,6.864,1,1,0
12011006001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,48,34.88,1,1,0
12123106001,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,2,24,5.78,1,1,0
12000159001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,12,72,40.8,1,1,0
12001114001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,48,27.28,1,1,0
10002039001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,2,24,34.26,1,1,0
10014127001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,96,51.72,1,1,0
10016018001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,2,48,29.0,1,1,0
12120005001,0,0.3333333333333333,1.5275252316519468,4.582575694955841,1,0,1,0,2,48,7.0,1,1,0
12020021001,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,12,144,20.04,1,1,0
12120040001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,1,18,4.37,1,1,0
31215012001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,12,144,18.672,1,1,0
12011173001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,24,28.412,1,1,0
12013052001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,96,54.64,1,1,0
12344036001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,40,400,25.28,1,1,0
12100017001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,96,21.4,1,1,0
11061033001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,32,608,41.6,2,2,0
14602013001,0,0.8571428571428571,3.927922024247863,4.582575694955841,1,0,1,0,9,324,54.0,1,1,0
12006135001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,24,144,14.399999999999999,1,1,0
12022070001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,64,13.04,1,1,0
10023100001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,24,16.04,1,1,0
12023278001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,12,144,26.28,1,1,0
10040080001,0,0.9523809523809524,4.364357804719848,4.582575694955841,1,0,1,0,4,80,44.8,1,1,0
10010023001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,18,432,77.58,1,1,0
14505102001,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,4,80,11.92,1,1,0
14506012001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,10,200,78.5,1,1,0
14509021001,0,0.8095238095238095,3.709704134011871,4.582575694955841,1,0,1,0,6,72,5.88,1,1,0
14310053001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,4,24,24.0,1,1,0
12020212001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,12,72,16.799999999999997,1,1,0
14222009001,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,4,160,41.0,1,1,0
11072011001,0,0.7619047619047619,3.491486243775878,4.58257569495584,1,0,1,0,1,24,14.9,1,1,0
14111053001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,4,48,11.64,1,1,0
12022114001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,6,288,23.82,1,1,0
12233028001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,1,5,8.34,1,1,0
31226017001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,16,192,23.52,1,1,0
12016035001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,8,192,26.8,1,1,0
61063005002,0,0.238095238095238,1.091089451179962,4.582575694955841,1,0,1,0,12,144,9.600000000000001,1,1,0
42613021001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,24,24,16.224,1,1,0
12011098001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,24,28.2,1,1,0
14851032001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,6,6,42.0,1,1,0
11051016001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,3,36,32.7,1,1,0
12013050001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,96,54.64,1,1,0
14506006001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,24,9.44,1,1,0
12023273001,0,0.238095238095238,1.0910894511799618,4.58257569495584,1,0,1,0,48,480,18.72,1,1,0
12020210001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,8,96,19.12,1,1,0
12120087001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,6,144,10.2,1,1,0
14634023001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,16,192,89.28,1,1,0
12011093001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,12,27.2,1,1,0
14710017001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,3,36,4.800000000000001,1,1,0
11072004001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,6,72,17.94,1,1,0
10020006001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,10,240,70.6,1,1,0
12326002001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,24,2.96,1,1,0
31504001001,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,1,10,25.0,1,1,0
12020070001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,18,216,44.064,1,1,0
14501940001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,10,10,8.0,1,1,0
35302038001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,48,46.4,1,1,0
12005084001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,48,144,14.399999999999999,1,1,0
15022020001,0,1.4285714285714286,6.546536707079771,4.58257569495584,1,0,1,0,8,192,66.56,1,1,0
12103127001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,96,3.62,1,1,0
12022162001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,20,240,26.0,1,1,0
31533084001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,12,72,2.7600000000000002,1,1,0
14222036001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,120,22.68,1,1,0
12020224001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,8,96,18.4,1,1,0
12105036001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,6,72,40.26,1,1,0
14311189001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,48,17.8,1,1,0
35751001001,0,0.5714285714285714,2.618614682831909,4.582575694955841,1,0,1,0,2,24,22.916,1,1,0
14243131001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,40,30.76,1,1,0
14853069001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,3,60,25.5,1,1,0
11051057001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,96,53.12,1,1,0
34511006001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,2,8,27.52,1,1,0
11050050001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,8,96,54.0,1,1,0
10002911001,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,8,192,69.6,1,1,0
14616053001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,4,48,52.68,1,1,0
12122037001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,2,48,6.0,1,1,0
12020418001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,32,192,37.248,1,1,0
12012086001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,48,18.8,1,1,0
11110032001,0,0.1904761904761904,0.8728715609439694,4.58257569495584,1,0,1,0,1,6,12.4,1,1,0
14602086001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,16,96,27.2,1,1,0
10052046001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,48,38.0,1,1,0
10031909001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,4,96,51.24,1,1,0
14204022001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,1,20,5.5,1,1,0
11032225001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,12,240,17.4,1,1,0
10023087001,0,0.1904761904761904,0.8728715609439694,4.58257569495584,1,0,1,0,6,48,55.08,1,1,0
11050111001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,2,24,26.68,1,1,0
12005072003,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,6,72,16.799999999999997,1,1,0
12011322001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,2,24,20.892,1,1,0
30045079001,0,0.1904761904761904,0.8728715609439694,4.58257569495584,1,0,1,0,2,120,8.0,1,1,0
12020101001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,192,43.76,1,1,0
31531171001,0,0.4761904761904761,2.182178902359924,4.582575694955841,1,0,1,0,6,72,6.84,1,1,0
12234916001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,2,12,10.5,1,1,0
12000092001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,96,52.8,1,1,0
14852904001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,4,96,50.8,1,1,0
10040089001,0,0.9523809523809524,4.364357804719848,4.582575694955841,1,0,1,0,4,80,52.8,1,1,0
11111023001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,4,24,26.8,1,1,0
12103154001,0,0.3809523809523809,1.7457431218879391,4.582575694955841,1,0,1,0,4,192,4.36,1,1,0
12004046001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,18,216,44.64,1,1,0
11070040001,0,0.2857142857142857,1.3093073414159542,4.58257569495584,1,0,1,0,2,48,24.46,1,1,0
14311015001,0,0.1904761904761904,0.8728715609439697,4.582575694955841,1,0,1,0,2,40,17.92,1,1,0
14002006001,0,0.5714285714285714,2.618614682831909,4.582575694955841,1,0,1,0,2,24,12.58,1,1,0
12120090001,0,0.0952380952380952,0.4364357804719847,4.58257569495584,1,0,1,0,2,72,4.84,1,1,0
12103139001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,96,3.62,1,1,0
12103126001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,192,6.24,1,1,0
10041087001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,2,48,28.0,1,1,0
35307905001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,2,40,40.0,1,1,0
12014022001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,160,11.68,1,1,0
14510031001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,24,24,57.599999999999994,1,1,0
12005108006,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,4,48,13.2,1,1,0
12001010001,0,0.1428571428571428,0.6546536707079772,4.582575694955841,1,0,1,0,16,96,43.84,1,1,0
11074060002,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,12,120,8.399999999999999,1,1,0
12101001002,0,0.2857142857142857,1.3093073414159544,4.582575694955841,1,0,1,0,6,216,12.72,1,1,0
14720003001,0,0.2857142857142857,1.3093073414159542,4.58257569495584,1,0,1,0,4,80,49.868,1,1,0
10023004001,0,0.2857142857142857,1.3093073414159542,4.58257569495584,1,0,1,0,6,144,47.339999999999996,1,1,0
12120043001,0,0.1904761904761904,0.8728715609439694,4.58257569495584,1,0,1,0,60,60,6.6,1,1,0
10014043001,0,0.5714285714285714,2.618614682831909,4.582575694955841,1,0,1,0,6,72,79.80000000000001,1,1,0
15023036001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,6,144,57.599999999999994,1,1,0
12327018001,0,1.1428571428571428,5.237229365663818,4.582575694955841,1,0,1,0,6,144,43.584,1,1,0
12034063001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,9,108,22.05,1,1,0
12327063001,0,0.0952380952380952,0.4364357804719848,4.582575694955841,1,0,1,0,8,8,61.6,1,1,0
12003086001,0,0.4285714285714285,1.9639610121239317,4.582575694955841,1,0,1,0,64,192,34.56,1,1,0
12201898001,2,526.3809523809524,402.6202275334011,0.7648837324227811,2106,0,1,0,2175,2175,2175.0,29,29,0
12200006001,2,490.0,636.0660343077595,1.2980939475668565,1960,0,1,0,1968,1968,1968.0,164,164,0
10021008001,2,1354.2857142857142,981.4469492976756,0.724697114460309,226,0,1,0,228,5472,1500.2400000000002,19,19,0
10035035001,2,1086.0,533.4772722431575,0.491231374072889,181,0,1,0,192,4608,1261.44,16,16,0
10001009001,2,950.8571428571428,769.4040736644358,0.8091689476639199,159,0,1,0,160,3840,1083.1999999999998,16,16,0
10032006001,2,940.8571428571428,719.904041224543,0.7651576508611905,157,0,1,0,168,4032,1110.48,14,14,0
10031005001,2,878.8571428571429,409.9919859843953,0.466505835807992,147,0,1,0,156,3744,1026.48,13,13,0
10021006001,2,759.047619047619,313.79459463006623,0.4134056767397359,127,0,1,0,128,3072,2053.12,64,64,0
10040063001,2,733.7142857142857,717.4583711168992,0.9778443531577676,123,0,1,0,124,2976,1884.8,31,31,0
10002008001,2,728.0,769.5110135664077,1.0570206230307797,122,0,1,0,130,3120,884.0,13,13,0
10034019001,2,682.5714285714286,303.3170900936133,0.4443741378516728,114,0,1,0,120,2880,799.2,10,10,0
10021001001,2,666.2857142857143,419.8220030985921,0.6300930578237874,112,0,1,0,112,2688,725.76,14,14,0
10031013001,2,648.0,371.5594165136983,0.5733941612865715,108,0,1,0,108,2592,1060.56,12,12,0
14503003001,2,621.7142857142857,242.170630518472,0.389520775190557,104,0,1,0,105,2520,315.0,35,35,0
10033018001,2,607.8095238095239,521.8696790433047,0.8586072751417579,102,0,1,0,104,2496,1548.56,26,26,0
10032013001,2,581.4285714285714,269.4922209319912,0.4635001342810659,97,0,1,0,99,2376,970.2,11,11,0
10002102001,2,496.8571428571428,277.69448783047267,0.5589020744144073,83,0,1,0,88,2112,792.0,11,11,0
10033043001,2,469.5238095238095,248.38269244204977,0.529009791205177,79,0,1,0,80,1920,1144.0,40,40,0
15022026001,2,462.0,1343.8540099281618,2.9087749132644194,77,0,1,0,80,1920,416.0,5,5,0
10035021001,2,442.6666666666667,361.79404822817816,0.8173058318407639,74,0,1,0,74,1776,1029.34,37,37,0
10014090001,2,437.42857142857144,193.08354964330115,0.441405894024529,73,0,1,0,84,2016,555.24,7,7,0
10032008001,2,414.8571428571428,196.4419216242515,0.4735170287085952,70,0,1,0,72,1728,476.64,6,6,0
10034003001,2,405.1428571428572,211.18482088310364,0.5212601361712713,68,0,1,0,72,1728,478.0799999999999,6,6,0
14505013001,2,486.42857142857144,214.82052309511104,0.441628094468657,65,0,1,0,68,2040,224.39999999999998,17,17,0
15020010001,2,387.7142857142857,391.4809245489674,1.0097149859405938,65,0,1,0,72,1728,378.71999999999997,6,6,0
10033064001,2,381.7142857142857,212.93218236263465,0.5578313160697764,64,0,1,0,72,1728,707.04,8,8,0
14502081001,2,381.0,664.5483428615257,1.7442213723399624,51,0,1,0,52,1560,169.0,13,13,0
14505041001,2,452.1428571428572,200.5652725958025,0.4435882806226279,46,0,1,0,50,2000,104.0,10,10,0
14510039001,3,70.95238095238095,23.77703974525885,0.3351126407049905,284,0,1,0,288,288,864.0,12,12,0
10040039001,3,78.95238095238095,57.26995389423339,0.7253733605421601,158,0,1,0,159,318,1772.8500000000001,53,53,0
14014006001,3,208.71428571428572,105.2222138415377,0.5041447617322135,140,0,1,0,140,840,357.0,140,140,0
10040025001,3,48.42857142857143,24.3281142478644,0.502350441696315,97,0,1,0,99,198,1058.31,33,33,0
14502077001,3,223.71428571428572,229.09979110796735,1.024073140329356,75,0,1,0,76,912,136.8,19,19,0
10021026001,3,183.76190476190476,68.72256162418915,0.3739761062731205,62,0,1,0,62,744,1192.26,31,31,0
14500010001,3,183.57142857142856,213.442397716239,1.1627212326954652,62,0,1,0,62,744,155.0,31,31,0
14023056001,3,179.1904761904762,97.4318320917856,0.5437333175465048,60,0,1,0,60,720,291.6,30,30,0
10002006001,3,88.0,74.51577014297041,0.8467701152610274,59,0,1,0,60,360,802.1999999999999,30,30,0
10015007001,3,344.0,193.8411720971579,0.5634917793522033,58,0,1,0,64,1536,464.64,8,8,0
10000026001,3,344.3809523809524,162.8245915672679,0.4728037089204405,58,0,1,0,64,1536,423.68,8,8,0
14501013001,3,169.0,256.0765510545626,1.515245864228181,57,0,1,0,58,696,145.0,29,29,0
10030048001,3,318.85714285714283,113.68829566595046,0.35654931436454,54,0,1,0,56,1344,838.32,14,14,0
14503019001,3,159.71428571428572,132.217677659662,0.8278387688887603,54,0,1,0,54,648,113.94,27,27,0
14502004001,3,160.57142857142858,189.17731667104584,1.1781505486630963,54,0,1,0,54,648,173.33999999999997,18,18,0
10032019001,3,306.85714285714283,213.36969928138473,0.6953388710287213,52,0,1,0,60,1440,390.0,5,5,0
10030007001,3,310.4761904761905,87.89517566261476,0.2830979584225322,52,0,1,0,52,1248,773.76,13,13,0
14011052001,3,306.2857142857143,314.9541463224675,1.0283017837020862,52,0,1,0,52,1248,127.4,26,26,0
10031031001,3,277.0952380952381,205.5616464134068,0.7418447456060394,47,0,1,0,50,1200,333.0,5,5,0
10040049001,3,23.238095238095237,14.134725897253055,0.608256647217857,47,0,1,0,48,96,614.4000000000001,16,16,0
10040094001,3,21.714285714285715,14.230751410740254,0.6553635518104064,44,0,1,0,45,90,540.0,15,15,0
14503013001,3,123.42857142857144,122.5832661616468,0.9931514619577866,42,0,1,0,44,528,74.8,11,11,0
10002005001,3,242.57142857142856,112.72292199396334,0.4646999139916039,41,0,1,0,42,1008,401.52,7,7,0
10033015001,3,244.0,97.56228779605364,0.3998454417871051,41,0,1,0,44,1056,704.0,11,11,0
14501010001,3,240.57142857142856,199.10288079999532,0.8276248014251586,41,0,1,0,42,1008,126.0,21,21,0
10014023001,3,237.1428571428571,188.9630349338954,0.7968320750224505,40,0,1,0,40,960,265.59999999999997,4,4,0
10011001001,3,231.71428571428572,140.87197835522252,0.6079555169460897,39,0,1,0,48,1152,316.32,4,4,0
10033005001,3,230.8571428571429,100.69671579266412,0.4361862689038668,39,0,1,0,48,1152,313.92,4,4,0
10031033001,3,218.28571428571428,113.5434466876635,0.5201597688570972,37,0,1,0,40,960,598.0,10,10,0
10011016001,3,213.42857142857144,158.30873994463207,0.741741084077928,36,0,1,0,36,864,284.40000000000003,4,4,0
10013005001,3,200.57142857142856,113.80359020196656,0.567396817246272,34,0,1,0,36,864,241.56,3,3,0
12121064001,3,8.380952380952381,4.364357804719848,0.5207472380631637,34,0,1,0,40,40,40.0,1,1,0
14014015001,3,96.95238095238096,60.806641241295495,0.6271804843159162,33,0,1,0,33,396,162.35999999999999,33,33,0
10033070001,3,196.76190476190476,169.5623498191461,0.8617641205716525,33,0,1,0,34,816,525.64,17,17,0
10033074001,3,191.23809523809524,142.17521048407306,0.7434460707583501,32,0,1,0,32,768,456.0,16,16,0
14011029001,3,90.8095238095238,74.89700865029194,0.8247704151316889,31,0,1,0,31,372,136.4,31,31,0
14804012001,3,14.857142857142858,6.405354902624165,0.4311296569073957,30,0,1,0,30,60,328.49999999999994,5,5,0
14010011001,3,43.80952380952381,23.38294046440492,0.5337410323396775,30,0,1,0,30,180,60.3,30,30,0
14505138001,3,84.14285714285714,68.8464129162048,0.8182086424676293,29,0,1,0,32,384,52.48,8,8,0
10033030001,3,156.57142857142858,59.48156977465493,0.3799005368819201,27,0,1,0,28,672,427.84,14,14,0
14501012001,3,79.33333333333333,43.874062193206285,0.5530343973933566,27,0,1,0,28,336,84.0,7,7,0
10033010001,3,79.33333333333333,63.428962890254894,0.7995247423141374,27,0,1,0,28,336,455.56,14,14,0
14502015001,3,77.57142857142857,41.702004062840224,0.5375948958377192,26,0,1,0,26,312,65.0,13,13,0
14502041001,3,185.0,129.45076284054875,0.6997338531921554,25,0,1,0,28,840,95.75999999999999,7,7,0
10033054001,3,142.28571428571428,66.33938713701149,0.4662406726496791,24,0,1,0,24,576,366.71999999999997,12,12,0
14500026001,3,69.28571428571429,60.46250313801344,0.8726546844661732,24,0,1,0,24,288,31.200000000000003,6,6,0
14000057001,3,57.285714285714285,30.640076463910553,0.5348641776742491,23,0,1,0,23,230,101.43,23,23,0
10002944001,3,134.57142857142858,115.17142502746566,0.8558386148537787,23,0,1,0,24,576,211.68,4,4,0
14501016001,3,65.42857142857143,44.28043747364227,0.6767752452303404,22,0,1,0,24,288,66.72,4,4,0
10002007001,3,126.85714285714286,64.82459850572597,0.5110047179505426,22,0,1,0,24,576,213.36,3,3,0
14505917001,3,209.52380952380952,111.02820319523282,0.529907333431793,21,0,1,0,25,1000,50.5,5,5,0
14500056001,3,41.142857142857146,45.74525736542065,1.1118638942984185,21,0,1,0,21,168,33.60000000000001,7,7,0
14832018001,3,121.28571428571428,74.67874052040706,0.6157257757866306,21,0,1,0,24,576,173.04,3,3,0
14810016001,3,124.42857142857144,78.94401271063653,0.6344524557686059,21,0,1,0,24,576,256.79999999999995,6,6,0
14102250001,3,50.19047619047619,25.570723586983313,0.5094736198545062,21,0,1,0,22,220,99.88,11,11,0
14501004001,3,143.57142857142858,75.5834448993769,0.5264518550205356,20,0,1,0,20,600,60.279999999999994,5,5,0
14505031001,3,59.42857142857143,30.968647740208855,0.5211070533208221,20,0,1,0,20,240,50.0,10,10,0
14500037001,3,28.238095238095237,13.24728184158834,0.4691280247442752,19,0,1,0,19,114,129.77,19,19,0
14001047001,3,36.714285714285715,26.778989632065763,0.7293888226632698,19,0,1,0,20,160,67.2,10,10,0
14620014001,3,26.61904761904762,23.42749707176631,0.8801027522488238,18,0,1,0,20,120,244.20000000000002,5,5,0
14000197001,3,53.0,25.0019999200064,0.4717358475472906,18,0,1,0,18,216,62.28,9,9,0
14011059001,3,25.0,18.041618552668716,0.7216647421067486,17,0,1,0,18,108,41.75999999999999,6,6,0
14121020001,3,38.23809523809524,12.852644715795895,0.3361214682835788,16,0,1,0,18,180,31.139999999999997,3,3,0
14000006001,3,34.04761904761905,30.26132216291316,0.8887940775121347,16,0,1,0,16,144,76.32,16,16,0
14502010001,3,94.66666666666669,52.814139520902295,0.5578958400095313,16,0,1,0,16,384,49.6,4,4,0
14001045001,3,29.952380952380953,17.875894915992852,0.5968104820919712,15,0,1,0,16,128,52.32,8,8,0
14505099001,3,43.42857142857143,31.501700634364852,0.7253681067123485,15,0,1,0,16,192,27.68,4,4,0
14131047001,3,41.142857142857146,25.371806625239984,0.6166758554745829,14,0,1,0,14,168,70.56,7,7,0
14023029001,3,41.23809523809524,23.623938625692293,0.5728668719856098,14,0,1,0,14,168,51.66,14,14,0
14011031001,3,20.857142857142858,19.594095320493143,0.9394429263250138,14,0,1,0,15,90,36.0,5,5,0
14103009001,3,24.571428571428573,12.520269280536375,0.5095458428125269,13,0,1,0,14,112,68.88,7,7,0
14131027001,3,25.761904761904763,19.117805213739267,0.7420959509954244,13,0,1,0,14,112,55.02,7,7,0
14804010001,3,70.0,36.56227564033727,0.5223182234333895,12,0,1,0,16,384,161.28,2,2,0
