item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
203,14241036001,1,1,1,26.0,25.0,16.0,10400.0,1.708,30,346.7,0.057,PCS,[1],0.5,0.5
204,31707941001,1,1,6,27.0,21.0,21.0,11907.0,0.113,24,496.1,0.005,PCS,"[1, 3]",0.5,0.5
205,14851006001,1,1,2,40.0,56.0,13.0,29120.0,8.116,1,29120.0,8.116,PCS,[2],0.5,0.5
206,15022020001,1,1,35,36.0,24.0,14.0,12096.0,8.32,24,504.0,0.347,PCS,"[12, 18]",0.5,0.5
207,15023038001,1,1,24,37.0,25.0,17.0,15725.0,9.6,24,655.2,0.4,PCS,[24],0.5,0.5
208,30013004001,1,1,2,42.0,19.0,15.0,11970.0,13.026,30,399.0,0.434,PCS,[2],0.5,0.5
209,30073022001,1,1,1,40.0,25.0,28.0,28000.0,5.53,10,2800.0,0.553,PCS,[1],0.5,0.5
210,31215012001,1,1,3,32.0,12.0,19.0,7296.0,1.556,12,608.0,0.13,PCS,[3],0.5,0.5
211,31226017001,1,1,3,21.0,21.0,9.0,3969.0,1.47,12,330.8,0.122,PCS,[3],0.5,0.5
212,31530106001,1,1,1,40.0,33.0,6.0,7920.0,0.88,12,660.0,0.073,PCS,[1],0.5,0.5
213,31531171001,1,1,10,33.0,20.0,17.0,11220.0,1.14,12,935.0,0.095,PCS,[10],0.5,0.5
214,31533211001,1,1,1,53.0,32.0,17.0,28832.0,0.8,36,800.9,0.022,PCS,[1],0.5,0.5
215,31567060001,1,1,2,33.0,20.0,12.0,7920.0,3.1,12,660.0,0.258,PCS,[2],0.5,0.5
216,31602031001,1,1,1,19.0,18.0,26.0,8892.0,2.0,48,185.3,0.042,PCS,[1],0.5,0.5
217,31856016002,1,1,1,55.0,25.0,30.0,41250.0,14.19,8,5156.3,1.774,PCS,[1],0.5,0.5
218,14721916001,1,1,1,23.0,15.0,19.0,6555.0,0.62,10,655.5,0.062,PCS,[1],0.5,0.5
219,32440140001,1,1,1,4.0,37.0,1.0,148.0,0.4,6,24.7,0.067,PCS,[1],0.5,0.5
220,14510039001,2,535,7,35.0,24.0,5.0,4288.0,3.0,1,4287.5,3.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.5,0.5
221,10021006001,2,432,112,42.0,28.0,24.0,28224.0,16.04,24,1176.0,0.668,PCS,"[4, 8, 12, 16, 20, 24, 28, 36, 48, 52, 64, 72, 96, 108, 120, 124, 128]",0.5,0.5
222,10033057001,2,352,57,40.0,27.0,23.0,24840.0,17.18,24,1035.0,0.716,PCS,"[4, 8, 12, 16, 20, 24, 28, 40, 44, 48, 72]",0.5,0.5
223,10002992001,2,351,4,27.0,19.0,23.0,11799.0,6.27,1,11799.0,6.27,PCS,"[1, 2, 3, 4, 5, 7]",0.5,0.5
224,10033041001,2,324,55,39.0,26.0,24.0,24336.0,15.762,24,1014.0,0.657,PCS,"[6, 12, 18, 24, 36, 42, 48]",0.5,0.5
225,14370004001,2,316,12,42.0,34.0,19.0,27132.0,20.92,20,1356.6,1.046,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 30]",0.5,0.5
226,14833010001,2,290,29,35.0,27.0,10.0,9450.0,5.5,24,393.8,0.229,PCS,"[3, 6, 9, 12, 24, 30, 48, 150]",0.5,0.5
227,14110106001,2,289,7,50.0,33.0,20.0,33000.0,5.89,10,3300.0,0.589,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.5,0.5
228,14504055001,2,284,15,41.0,33.0,15.0,20295.0,3.13,30,676.5,0.104,PCS,"[5, 10, 35]",0.5,0.5
229,10021016001,2,280,63,43.0,29.0,24.0,29928.0,16.27,24,1247.0,0.678,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 64, 72]",0.5,0.5
230,14510258001,2,264,9,35.0,24.0,5.0,4288.0,3.0,1,4287.5,3.0,PCS,"[1, 2, 3, 4, 5, 6, 13, 22, 24]",0.5,0.5
231,15021001001,2,262,88,32.0,16.0,13.0,6656.0,5.27,24,277.3,0.22,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 60, 66, 72, 96, 108, 168]",0.5,0.5
232,10030003001,2,260,44,42.0,29.0,24.0,29232.0,15.358,24,1218.0,0.64,PCS,"[4, 8, 12, 16, 20, 24, 32, 48]",0.5,0.5
233,12220002001,2,255,5,31.0,21.0,22.0,14322.0,1.0,1,14322.0,1.0,PCS,"[1, 2, 8]",0.5,0.5
234,10034999001,2,253,63,34.0,20.0,11.0,7480.0,6.58,24,311.7,0.274,PCS,"[6, 12, 18, 24, 48, 54, 72, 96]",0.5,0.5
235,14620907001,2,251,9,33.0,23.0,28.0,21252.0,12.22,6,3542.0,2.037,PCS,"[1, 2, 3, 4, 5, 6, 12, 30]",0.5,0.5
236,10011003001,2,246,36,33.0,16.0,13.0,6864.0,5.44,24,286.0,0.227,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96]",0.5,0.5
237,14850001001,2,245,6,80.0,40.0,12.0,38400.0,15.0,1,38400.0,15.0,PCS,"[1, 2, 3, 4, 5, 7]",0.5,0.5
238,10040005001,2,236,82,41.0,27.0,24.0,26568.0,15.68,24,1107.0,0.653,PCS,"[6, 12, 18, 24, 42, 48, 60, 72]",0.5,0.5
239,10014028001,2,236,64,34.0,20.0,11.0,7480.0,6.63,24,311.7,0.276,PCS,"[6, 12, 18, 24, 36, 42, 48, 60]",0.5,0.5
240,14505115001,2,236,53,38.0,33.0,14.0,17556.0,3.75,24,731.5,0.156,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 72, 96]",0.5,0.5
241,14620014001,2,234,11,33.0,23.0,28.0,21252.0,12.21,6,3542.0,2.035,PCS,"[1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 16, 18, 22, 23, 27]",0.5,0.5
242,10015007001,2,225,68,33.0,22.0,14.0,10164.0,7.26,24,423.5,0.302,PCS,"[24, 48, 72, 96]",0.5,0.5
243,15023012001,2,224,51,34.0,20.0,11.0,7480.0,6.75,24,311.7,0.281,PCS,"[1, 5, 6, 7, 12, 17, 18, 23, 24, 30, 36, 48, 49, 72, 96]",0.5,0.5
244,14001052001,2,219,7,47.0,32.0,22.0,33088.0,3.95,12,2757.3,0.329,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12]",0.5,0.5
245,14612018002,2,218,6,33.0,24.0,28.0,22176.0,17.58,12,1848.0,1.465,PCS,"[1, 2, 3, 4, 5, 6, 8, 12]",0.5,0.5
246,14831002001,2,217,15,32.0,23.0,18.0,13248.0,8.13,48,276.0,0.169,PCS,"[3, 6, 9, 12, 18, 48]",0.5,0.5
247,12200001001,2,217,119,21.0,9.0,31.0,5859.0,1.0,1,5859.0,1.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 66, 72, 78, 84, 108, 144]",0.5,0.5
248,14503005001,2,216,16,32.0,32.0,14.0,14336.0,3.17,24,597.3,0.132,PCS,"[4, 8, 12, 16, 20, 24]",0.5,0.5
249,12201043001,2,212,142,20.0,10.0,8.0,1615.0,1.0,1,1615.0,1.0,PCS,"[2, 8, 10, 12, 18, 20, 28, 30, 40, 50, 52, 58, 60, 62, 70, 140, 160]",0.5,0.5
250,10034014001,2,212,56,35.0,20.0,13.0,9100.0,7.87,24,379.2,0.328,PCS,"[6, 12, 18, 24, 30, 48]",0.5,0.5
251,10011016001,2,207,38,35.0,20.0,13.0,9100.0,7.9,24,379.2,0.329,PCS,"[6, 12, 18, 24, 30, 48, 72]",0.5,0.5
252,14833024001,2,200,14,31.0,24.0,11.0,8184.0,5.08,24,341.0,0.212,PCS,"[3, 6, 9, 12, 18, 24, 30, 39, 48]",0.5,0.5
253,12201024001,2,198,39,21.0,9.0,31.0,5859.0,1.0,1,5859.0,1.0,PCS,"[20, 40]",0.5,0.5
254,15022004001,2,197,66,32.0,15.0,13.0,6240.0,5.25,24,260.0,0.219,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 66, 72, 84, 96, 120, 174, 186]",0.5,0.5
255,15020010001,2,196,77,32.0,16.0,13.0,6656.0,5.26,24,277.3,0.219,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 53, 67, 72, 78, 90, 96, 114, 120, 144, 168, 234]",0.5,0.5
256,14000075001,2,184,3,60.0,33.0,20.0,39600.0,2.62,11,3600.0,0.238,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 11]",0.5,0.5
257,10032049001,2,183,29,35.0,21.0,12.0,8820.0,6.69,24,367.5,0.279,PCS,"[6, 12, 18, 24, 36, 48]",0.5,0.5
258,14010060001,2,182,5,52.0,33.0,25.0,42900.0,1.83,12,3575.0,0.152,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 15, 27]",0.5,0.5
259,14620006001,2,182,4,34.0,22.0,28.0,20944.0,11.95,6,3490.7,1.992,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 12, 14]",0.5,0.5
260,14831021001,2,181,8,33.0,23.0,9.0,6831.0,3.82,24,284.6,0.159,PCS,"[3, 6, 9, 12]",0.5,0.5
261,14804004001,2,175,19,41.0,28.0,13.0,14924.0,9.8,24,621.8,0.408,PCS,"[6, 12, 18, 24, 48, 60]",0.5,0.5
262,14000014001,2,175,3,41.0,34.0,23.0,32062.0,2.92,5,6412.4,0.584,PCS,"[1, 2, 3, 4, 5, 7]",0.5,0.5
263,14504027001,2,172,20,40.0,31.0,13.0,16120.0,2.95,30,537.3,0.098,PCS,"[5, 10, 15, 20, 30, 35, 45, 55, 60]",0.5,0.5
264,14500014001,2,171,7,31.0,17.0,14.0,7378.0,1.25,1,7378.0,1.25,PCS,"[1, 2, 6, 8, 10, 12, 15, 16, 47]",0.5,0.5
265,14121136001,2,171,3,50.0,21.0,23.0,24150.0,3.68,12,2012.5,0.307,PCS,"[1, 2, 3, 4, 5, 6, 7, 8]",0.5,0.5
266,10002003001,2,171,25,43.0,28.0,24.0,28896.0,16.03,24,1204.0,0.668,PCS,"[4, 8, 12, 16, 24, 28, 32, 48]",0.5,0.5
267,14505021001,2,167,18,40.0,33.0,14.0,18480.0,3.79,30,616.0,0.126,PCS,"[1, 4, 5, 9, 10, 15, 20, 30, 60]",0.5,0.5
268,12221012001,2,165,7,21.0,9.0,20.0,3780.0,1.0,1,3780.0,1.0,PCS,"[1, 2, 3, 4, 7, 8, 10, 12]",0.5,0.5
269,10014033001,2,165,37,35.0,20.0,13.0,9100.0,7.93,24,379.2,0.33,PCS,"[6, 12, 18, 24, 48]",0.5,0.5
270,14130010001,2,162,2,29.0,13.0,24.0,9048.0,0.8,1,9048.0,0.8,PCS,"[1, 2, 3, 4]",0.5,0.5
271,14831011001,2,162,7,32.0,23.0,17.0,12512.0,7.71,48,260.7,0.161,PCS,"[3, 6, 9, 12, 21]",0.5,0.5
272,14130009001,2,160,3,56.0,26.0,23.0,33488.0,4.8,8,4186.0,0.6,PCS,"[1, 2, 3, 4, 5, 6, 7]",0.5,0.5
273,14833009001,2,160,8,35.0,26.0,9.0,8190.0,5.5,24,341.3,0.229,PCS,"[3, 6, 9, 12, 24, 30]",0.5,0.5
274,12201898001,2,158,110,19.0,10.0,8.0,1550.0,1.0,1,1550.4,1.0,PCS,"[14, 24, 48, 72, 96, 120, 144]",0.5,0.5
275,10001001001,2,158,15,34.0,24.0,31.0,25296.0,13.34,6,4216.0,2.223,PCS,"[1, 2, 3, 6, 12, 18, 21, 30, 48, 51]",0.5,0.5
276,14020006001,2,156,3,59.0,36.0,21.0,44604.0,2.55,6,7434.0,0.425,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.5
277,14121115001,2,152,4,35.0,29.0,24.0,24360.0,3.1,10,2436.0,0.31,PCS,"[1, 2, 4, 5, 6, 8, 10]",0.5,0.5
278,12220003001,2,152,5,31.0,21.0,22.0,14322.0,1.0,1,14322.0,1.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 16]",0.5,0.5
279,14001046001,2,148,7,37.0,24.0,23.0,20424.0,2.52,12,1702.0,0.21,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 31]",0.5,0.5
280,10002014001,2,144,33,41.0,27.0,13.0,14391.0,9.53,24,599.6,0.397,PCS,"[6, 12, 18, 24, 30, 42, 48, 96]",0.5,0.5
281,10020041001,2,144,35,33.0,27.0,11.0,9801.0,6.17,30,326.7,0.206,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 54, 60]",0.5,0.5
282,10002046001,2,144,29,43.0,29.0,12.0,14964.0,8.82,24,623.5,0.368,PCS,"[6, 12, 18, 24, 36, 48, 72]",0.5,0.5
283,10012011001,2,141,44,35.0,20.0,13.0,9100.0,7.88,24,379.2,0.328,PCS,"[6, 12, 18, 24, 36, 48, 72]",0.5,0.5
284,10035017001,2,141,23,42.0,28.0,24.0,28224.0,14.6,24,1176.0,0.608,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 56]",0.5,0.5
285,14111039001,2,137,3,29.0,21.0,8.0,4872.0,1.0,1,4872.0,1.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.5
286,10034027001,2,136,32,35.0,20.0,13.0,9100.0,8.0,24,379.2,0.333,PCS,"[6, 12, 18, 24, 30, 48]",0.5,0.5
287,10001022001,2,128,20,42.0,28.0,23.0,27048.0,13.81,24,1127.0,0.575,PCS,"[4, 8, 12, 16, 24, 36, 48]",0.5,0.5
288,14833018001,2,127,4,37.0,29.0,21.0,22533.0,4.89,12,1877.8,0.408,PCS,"[1, 2, 3, 4, 5, 10, 14]",0.5,0.5
289,12201037001,2,125,70,19.0,10.0,8.0,1550.0,0.2,1,1550.4,0.2,PCS,"[24, 48, 72, 120, 144, 168]",0.5,0.5
290,10014009001,2,124,32,40.0,27.0,17.0,18360.0,12.08,24,765.0,0.503,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96]",0.5,0.5
291,14504052001,2,123,5,50.0,35.0,15.0,26250.0,2.29,12,2187.5,0.191,PCS,"[1, 2, 3, 4, 6, 8, 12, 19]",0.5,0.5
292,10031004001,2,123,30,42.0,28.0,24.0,28224.0,14.85,24,1176.0,0.619,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 40, 48]",0.5,0.5
293,10033044001,2,121,11,35.0,23.0,31.0,24955.0,17.67,8,3119.4,2.209,PCS,"[1, 2, 3, 4, 6, 7, 8, 16, 24, 30]",0.5,0.5
294,10035002001,2,121,14,36.0,24.0,31.0,26784.0,17.3,8,3348.0,2.162,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 16, 20, 22, 24]",0.5,0.5
295,14010094001,2,120,3,34.0,29.0,16.0,15776.0,2.57,6,2629.3,0.428,PCS,"[1, 2, 3, 4, 6]",0.5,0.5
296,14504002001,2,118,21,41.0,31.0,13.0,16523.0,4.05,30,550.8,0.135,PCS,"[5, 10, 15, 20, 25, 30, 40, 45, 60]",0.5,0.5
297,12201065001,2,118,79,19.0,10.0,8.0,1550.0,0.2,1,1550.4,0.2,PCS,"[12, 24, 36, 60, 72, 84, 96, 144, 168]",0.5,0.5
298,14223045001,2,118,4,40.0,28.0,19.0,21280.0,5.1,12,1773.3,0.425,PCS,"[2, 4, 6, 8, 10]",0.5,0.5
299,14500064001,2,117,9,39.0,33.0,14.0,18018.0,3.98,30,600.6,0.133,PCS,"[5, 10]",0.5,0.5
300,14840018001,2,114,7,46.0,31.0,12.0,17112.0,11.8,48,356.5,0.246,PCS,"[3, 6, 9, 12]",0.5,0.5
301,10032020001,2,113,17,41.0,28.0,21.0,24108.0,12.47,24,1004.5,0.52,PCS,"[4, 8, 12, 16, 20, 24, 28]",0.5,0.5
302,14502054001,2,113,9,36.0,33.0,15.0,17820.0,2.39,8,2227.5,0.299,PCS,"[2, 4, 6, 8, 12, 16]",0.5,0.5
303,14105130001,2,112,3,36.0,34.0,18.0,22032.0,2.29,9,2448.0,0.254,PCS,"[1, 2, 3, 4, 7]",0.5,0.5
304,14503002001,2,112,8,38.0,32.0,14.0,17024.0,3.13,30,567.5,0.104,PCS,"[5, 10]",0.5,0.5
305,14001034001,2,111,4,34.0,25.0,25.0,21250.0,3.08,10,2125.0,0.308,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.5
306,14112021001,2,111,2,58.0,26.0,24.0,36192.0,3.03,10,3619.2,0.303,PCS,"[1, 2, 3, 6]",0.5,0.5
307,14121094001,2,111,3,52.0,43.0,24.0,53664.0,6.282,8,6708.0,0.785,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.5
308,15020046001,2,111,63,32.0,17.0,12.0,6528.0,5.23,24,272.0,0.218,PCS,"[6, 11, 12, 13, 18, 23, 24, 30, 36, 42, 48, 66, 72, 78, 96]",0.5,0.5
309,14110086001,2,110,3,74.0,29.0,24.0,51504.0,8.0,15,3433.6,0.533,PCS,"[1, 2, 3, 4, 5, 7]",0.5,0.5
310,10034039001,2,110,32,35.0,20.0,13.0,9100.0,7.9,24,379.2,0.329,PCS,"[6, 12, 18, 24, 30, 36, 48, 66]",0.5,0.5
311,14020014001,2,109,3,48.0,28.0,23.0,30912.0,1.19,10,3091.2,0.119,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.5
312,14131056001,2,109,3,50.0,29.0,23.0,33350.0,4.18,8,4168.8,0.522,PCS,"[1, 2, 3, 5, 6, 7]",0.5,0.5
313,10015011001,2,107,36,34.0,20.0,11.0,7480.0,6.65,24,311.7,0.277,PCS,"[6, 12, 24, 36, 48]",0.5,0.5
314,14502023001,2,106,8,34.0,30.0,13.0,13260.0,3.14,12,1105.0,0.262,PCS,"[3, 6, 9, 12, 15, 24]",0.5,0.5
315,10021026001,3,2604,22,39.0,28.0,32.0,34944.0,19.23,12,2912.0,1.602,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 24, 25, 48]",0.5,0.5
316,14503003001,3,2477,42,46.0,33.0,20.0,30360.0,3.0,24,1265.0,0.125,PCS,"[1, 2, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 39, 48, 54]",0.5,0.5
317,14023056001,3,1917,21,52.0,40.0,23.0,47840.0,4.86,12,3986.7,0.405,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 22, 24, 30, 38, 41, 52]",0.5,0.5
318,10021025001,3,1668,240,35.0,20.0,13.0,9100.0,7.77,24,379.2,0.324,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 54, 66, 72, 84, 96, 120, 144, 288, 510, 810]",0.5,0.5
319,14014006001,3,1495,35,60.0,41.0,29.0,71340.0,2.55,6,11890.0,0.425,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 19, 20, 22, 25, 30, 42, 46, 48, 54, 144]",0.5,0.5
320,14805012001,3,1446,191,41.0,27.0,13.0,14391.0,10.01,24,599.6,0.417,PCS,"[2, 4, 6, 8, 10, 12, 14, 18, 24, 30, 36, 42, 48, 60, 72, 180, 240, 288, 324, 840]",0.5,0.5
321,14014014001,3,1380,24,61.0,40.0,40.0,97600.0,3.4,10,9760.0,0.34,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 30, 54, 73]",0.5,0.5
322,14804007001,3,1283,104,41.0,28.0,13.0,14924.0,10.8,24,621.8,0.45,PCS,"[2, 4, 6, 8, 12, 18, 22, 24, 30, 36, 42, 48, 54, 60, 72, 144, 192]",0.5,0.5
323,14010040001,3,1258,16,38.0,33.0,21.0,26334.0,3.81,10,2633.4,0.381,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16]",0.5,0.5
324,14502009001,3,1210,103,37.0,37.0,14.0,19166.0,2.99,30,638.9,0.1,PCS,"[1, 5, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 65, 70, 75]",0.5,0.5
325,14500000001,3,1184,92,41.0,32.0,13.0,17056.0,3.55,30,568.5,0.118,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 55, 60, 70, 120]",0.5,0.5
326,10000011001,3,1119,502,40.0,27.0,10.0,10800.0,6.76,24,450.0,0.282,PCS,"[24, 48, 72, 96, 120, 144, 192, 240, 288, 480]",0.5,0.5
327,14010142001,3,1104,24,61.0,39.0,29.0,68991.0,2.45,8,8623.9,0.306,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 27, 30, 32, 44, 48]",0.5,0.5
328,10033043001,3,1052,88,41.0,27.0,24.0,26568.0,14.3,24,1107.0,0.596,PCS,"[2, 4, 8, 12, 16, 18, 20, 22, 24, 28, 32, 48, 52, 64, 72, 96]",0.5,0.5
329,14014015001,3,1050,20,60.0,40.0,35.0,84000.0,4.92,12,7000.0,0.41,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 55]",0.5,0.5
330,14011029001,3,965,15,59.0,39.0,40.0,92040.0,4.4,12,7670.0,0.367,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5,0.5
331,14023028001,3,899,16,57.0,39.0,41.0,91143.0,3.61,12,7595.3,0.301,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15]",0.5,0.5
332,14020026001,3,881,15,42.0,22.0,13.0,12012.0,2.11,12,1001.0,0.176,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 15]",0.5,0.5
333,14112013001,3,870,15,40.0,28.0,31.0,34720.0,3.33,10,3472.0,0.333,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 30]",0.5,0.5
334,14023104001,3,847,14,59.0,39.0,38.0,87438.0,3.36,12,7286.5,0.28,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17]",0.5,0.5
335,10002018001,3,817,106,41.0,27.0,12.0,13284.0,9.27,24,553.5,0.386,PCS,"[1, 5, 6, 12, 18, 23, 24, 30, 36, 48, 54, 60, 72, 120]",0.5,0.5
336,14831007001,3,810,109,32.0,23.0,17.0,12512.0,7.92,48,260.7,0.165,PCS,"[3, 6, 9, 12, 15, 21, 24, 27, 30, 36, 39, 48, 57, 60, 87, 96, 108, 144]",0.5,0.5
337,14502014001,3,799,15,46.0,33.0,20.0,30360.0,3.0,24,1265.0,0.125,PCS,"[3, 6, 12, 18]",0.5,0.5
338,14505013001,3,797,96,35.0,32.0,14.0,15680.0,3.3,30,522.7,0.11,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 70]",0.5,0.5
339,14000057001,3,794,10,52.0,32.0,28.0,46592.0,4.41,10,4659.2,0.441,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.5
340,14102249001,3,767,12,51.0,21.0,34.0,36414.0,4.54,10,3641.4,0.454,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 21]",0.5,0.5
341,10021008001,3,756,272,35.0,20.0,11.0,7700.0,6.58,24,320.8,0.274,PCS,"[6, 12, 18, 24, 30, 48, 72, 96, 144, 624, 720]",0.5,0.5
342,14821003001,3,753,29,36.0,24.0,19.0,16416.0,12.8,48,342.0,0.267,PCS,"[3, 6, 9, 12, 30, 33, 36, 39]",0.5,0.5
343,14014005001,3,745,13,59.0,39.0,33.0,75933.0,4.64,12,6327.8,0.387,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.5
344,10035035001,3,743,169,35.0,20.0,11.0,7700.0,6.57,24,320.8,0.274,PCS,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 30, 34, 36, 42, 48, 54, 72, 78, 96, 240]",0.5,0.5
345,14011003001,3,743,10,43.0,33.0,20.0,28380.0,2.32,6,4730.0,0.387,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5,0.5
346,14502011001,3,720,87,45.0,33.0,20.0,29700.0,3.0,24,1237.5,0.125,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36, 39, 48, 54, 72, 168]",0.5,0.5
347,14501010001,3,720,64,45.0,34.0,21.0,32130.0,3.0,24,1338.8,0.125,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 39, 48]",0.5,0.5
348,10031013001,3,713,111,40.0,20.0,14.0,11200.0,9.82,24,466.7,0.409,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 60, 72, 84, 96]",0.5,0.5
349,14840003001,3,713,88,31.0,23.0,23.0,16399.0,11.19,48,341.6,0.233,PCS,"[1, 2, 3, 4, 6, 8, 9, 10, 12, 13, 15, 18, 21, 22, 24, 26, 30, 33, 36, 39, 41, 42, 44, 48, 57, 59, 65, 84, 96, 108]",0.5,0.5
350,14840006001,3,708,55,42.0,29.0,20.0,24360.0,17.32,48,507.5,0.361,PCS,"[3, 6, 9, 12, 15, 21, 120, 150]",0.5,0.5
351,14611010001,3,705,13,42.0,29.0,33.0,40194.0,20.78,6,6699.0,3.463,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]",0.5,0.5
352,10034042001,3,700,125,34.0,20.0,11.0,7480.0,6.64,24,311.7,0.277,PCS,"[6, 12, 18, 24, 30, 48, 96]",0.5,0.5
353,10032006001,3,694,156,34.0,20.0,11.0,7480.0,6.61,24,311.7,0.275,PCS,"[6, 12, 18, 24, 30, 36, 48, 54, 60, 66, 72, 84, 96]",0.5,0.5
354,10010002001,3,693,142,35.0,20.0,11.0,7700.0,6.63,24,320.8,0.276,PCS,"[6, 12, 18, 24, 30, 36, 48, 54, 72, 96]",0.5,0.5
355,10000002001,3,686,107,34.0,23.0,31.0,24242.0,13.31,6,4040.3,2.218,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 21, 22, 23, 24, 30, 36, 37, 39, 42, 48, 50, 54, 60]",0.5,0.5
356,14203017001,3,683,13,53.0,34.0,33.0,59466.0,6.06,40,1486.7,0.152,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 16, 20]",0.5,0.5
357,14102250001,3,681,11,51.0,21.0,34.0,36414.0,4.54,10,3641.4,0.454,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]",0.5,0.5
358,14832021001,3,681,41,35.0,27.0,12.0,11340.0,7.2,24,472.5,0.3,PCS,"[1, 2, 3, 4, 6, 8, 9, 12, 18, 21, 24, 30, 33, 40, 48]",0.5,0.5
359,10033018001,3,666,140,37.0,25.0,24.0,22200.0,14.89,24,925.0,0.62,PCS,"[1, 3, 4, 5, 7, 8, 9, 12, 15, 16, 19, 20, 24, 28, 36, 44, 48, 52, 64, 72, 96, 120]",0.5,0.5
360,14505016001,3,660,51,46.0,33.0,20.0,30360.0,3.0,24,1265.0,0.125,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 45, 48]",0.5,0.5
361,14131033001,3,658,7,53.0,31.0,25.0,41075.0,5.6,15,2738.3,0.373,PCS,"[1, 2, 3, 4, 5, 11]",0.5,0.5
362,10031001001,3,654,143,35.0,20.0,11.0,7700.0,6.6,24,320.8,0.275,PCS,"[2, 4, 6, 12, 14, 18, 20, 22, 24, 30, 34, 48, 60, 72, 96]",0.5,0.5
