item_code,box_volume,item_volume,number_of_item_in_a_box,slot_type,slot_volume,max_box_in_slot,max_item_in_slot
11050031002,26730.0,2227.5,12.0,0,120000,4,48.0
11050032001,24518.0,2043.2,12.0,0,120000,4,48.0
11050033001,25760.0,6440.0,4.0,0,120000,4,16.0
11050035001,37884.0,9471.0,4.0,0,120000,3,12.0
11050036001,44460.0,4446.0,10.0,0,120000,2,20.0
11050037001,27968.0,6992.0,4.0,0,120000,4,16.0
11050038001,29406.0,2450.5,12.0,0,120000,4,48.0
11050039001,29184.0,7296.0,4.0,0,120000,4,16.0
11050040001,32400.0,5400.0,6.0,0,120000,3,18.0
11050040002,32400.0,5400.0,6.0,0,120000,3,18.0
11050045001,28083.0,7020.8,4.0,0,120000,4,16.0
11050046001,36550.0,9137.5,4.0,0,120000,3,12.0
11050047001,19200.0,2400.0,8.0,0,120000,6,48.0
11050049001,13068.0,1089.0,12.0,0,120000,9,108.0
11050050001,11400.0,950.0,12.0,0,120000,10,120.0
11050052001,28566.0,2380.5,12.0,0,120000,4,48.0
11050053001,26880.0,2240.0,12.0,0,120000,4,48.0
11050055001,30537.0,2544.8,12.0,0,120000,3,36.0
11050057001,23400.0,1671.4,14.0,0,120000,5,70.0
11050059001,31500.0,2625.0,12.0,0,120000,3,36.0
11050060001,36960.0,9240.0,4.0,0,120000,3,12.0
11050061001,26703.0,2225.3,12.0,0,120000,4,48.0
11050062001,25714.0,2142.8,12.0,0,120000,4,48.0
11050063001,32712.0,2726.0,12.0,0,120000,3,36.0
11050064001,25344.0,6336.0,4.0,0,120000,4,16.0
11050065001,28420.0,2368.3,12.0,0,120000,4,48.0
11050065002,28420.0,2368.3,12.0,0,120000,4,48.0
11050065003,31080.0,2590.0,12.0,0,120000,3,36.0
11050068001,23000.0,3833.3,6.0,0,120000,5,30.0
11050069001,24960.0,2080.0,12.0,0,120000,4,48.0
11050073001,25584.0,2132.0,12.0,0,120000,4,48.0
11050073002,23100.0,1925.0,12.0,0,120000,5,60.0
11050074001,31465.0,2622.1,12.0,0,120000,3,36.0
11050076001,27232.0,6808.0,4.0,0,120000,4,16.0
11050077001,33696.0,8424.0,4.0,0,120000,3,12.0
11050078001,20900.0,2090.0,10.0,0,120000,5,50.0
11050078002,28272.0,2827.2,10.0,0,120000,4,40.0
11050081001,943.0,943.0,1.0,0,120000,127,127.0
11050087001,18360.0,1530.0,12.0,0,120000,6,72.0
11050088001,943.0,943.0,1.0,0,120000,127,127.0
11050091001,20216.0,1684.7,12.0,0,120000,5,60.0
11050093001,943.0,943.0,1.0,0,120000,127,127.0
11050094001,1891.0,1891.44,1.0,0,120000,63,63.0
11050095001,15750.0,1312.5,12.0,0,120000,7,84.0
11050097001,30720.0,7680.0,4.0,0,120000,3,12.0
11050098001,23040.0,1920.0,12.0,0,120000,5,60.0
11050101001,18278.0,1523.2,12.0,0,120000,6,72.0
11050102001,26656.0,2221.3,12.0,0,120000,4,48.0
11050103001,25704.0,2142.0,12.0,0,120000,4,48.0
11050104001,21390.0,1782.5,12.0,0,120000,5,60.0
11050105001,13552.0,2258.7,6.0,0,120000,8,48.0
11050108001,28000.0,2333.3,12.0,0,120000,4,48.0
11050110001,21120.0,1760.0,12.0,0,120000,5,60.0
11050110002,21120.0,1760.0,12.0,0,120000,5,60.0
11050111001,25116.0,2093.0,12.0,0,120000,4,48.0
11050113001,23400.0,1671.4,14.0,0,120000,5,70.0
11050123001,30690.0,10230.0,3.0,0,120000,3,9.0
11050129001,23400.0,1950.0,12.0,0,120000,5,60.0
11050129002,23400.0,1950.0,12.0,0,120000,5,60.0
11050131001,30160.0,2513.3,12.0,0,120000,3,36.0
11050134001,16740.0,2092.5,8.0,0,120000,7,56.0
11050137001,14421.0,1201.8,12.0,0,120000,8,96.0
11050140002,7040.0,586.7,12.0,0,120000,17,204.0
11050141002,20400.0,1700.0,12.0,0,120000,5,60.0
11050142001,14421.0,1201.8,12.0,0,120000,8,96.0
11050895001,24750.0,2062.5,12.0,0,120000,4,48.0
11051001001,56160.0,4680.0,12.0,0,120000,2,24.0
11051002001,19350.0,1612.5,12.0,0,120000,6,72.0
11051003001,6750.0,562.5,12.0,0,120000,17,204.0
11051004001,26752.0,2229.3,12.0,0,120000,4,48.0
11051006001,30600.0,2550.0,12.0,0,120000,3,36.0
11051007001,20425.0,1702.1,12.0,0,120000,5,60.0
11051009001,5746.0,478.8,12.0,0,120000,20,240.0
11051011001,8976.0,748.0,12.0,0,120000,13,156.0
11051012001,12240.0,1020.0,12.0,0,120000,9,108.0
11051013001,23712.0,1976.0,12.0,0,120000,5,60.0
11051016001,26316.0,2193.0,12.0,0,120000,4,48.0
11051018001,24696.0,1234.8,20.0,0,120000,4,80.0
11051019001,26250.0,2187.5,12.0,0,120000,4,48.0
11051022001,6188.0,515.7,12.0,0,120000,19,228.0
11051023001,640.0,640.0,1.0,0,120000,187,187.0
11051025001,10584.0,882.0,12.0,0,120000,11,132.0
11051027001,36432.0,3036.0,12.0,0,120000,3,36.0
11051030001,39442.0,3286.8,12.0,0,120000,3,36.0
11051031001,23715.0,1976.3,12.0,0,120000,5,60.0
11051032001,27048.0,4508.0,6.0,0,120000,4,24.0
11051037001,7656.0,638.0,12.0,0,120000,15,180.0
11051039001,20328.0,1694.0,12.0,0,120000,5,60.0
11051044001,37120.0,9280.0,4.0,0,120000,3,12.0
11051049001,27000.0,2250.0,12.0,0,120000,4,48.0
11051056001,12375.0,1031.3,12.0,0,120000,9,108.0
11051057001,12375.0,1031.3,12.0,0,120000,9,108.0
11051899001,20976.0,1748.0,12.0,0,120000,5,60.0
11051999001,7182.0,598.5,12.0,0,120000,16,192.0
11061001001,49140.0,1638.0,30.0,0,120000,2,60.0
11061001002,49140.0,1638.0,30.0,0,120000,2,60.0
11061002001,42159.0,1405.3,30.0,0,120000,2,60.0
11061003001,34632.0,1731.6,20.0,0,120000,3,60.0
11061005001,18240.0,701.5,26.0,0,120000,6,156.0
11061008001,10296.0,686.4,15.0,0,120000,11,165.0
11061009001,14229.0,474.3,30.0,0,120000,8,240.0
11061011001,51300.0,1710.0,30.0,0,120000,2,60.0
11061015001,11040.0,690.0,16.0,0,120000,10,160.0
11061016001,19926.0,664.2,30.0,0,120000,6,180.0
11061023001,51300.0,1710.0,30.0,0,120000,2,60.0
11061024001,19926.0,664.2,30.0,0,120000,6,180.0
11061027001,14256.0,792.0,18.0,0,120000,8,144.0
11061028001,7680.0,480.0,16.0,0,120000,15,240.0
11061030001,19516.0,650.5,30.0,0,120000,6,180.0
11061031001,26448.0,944.6,28.0,0,120000,4,112.0
11061032001,18819.0,627.3,30.0,0,120000,6,180.0
11061033001,7200.0,378.9,19.0,0,120000,16,304.0
11061035001,41184.0,1372.8,30.0,0,120000,2,60.0
11061049001,32928.0,1372.0,24.0,0,120000,3,72.0
11061050001,46740.0,1558.0,30.0,0,120000,2,60.0
11061051001,46740.0,1558.0,30.0,0,120000,2,60.0
11061052001,47880.0,2394.0,20.0,0,120000,2,40.0
11061053001,47880.0,2394.0,20.0,0,120000,2,40.0
11061054001,20160.0,840.0,24.0,0,120000,5,120.0
11061054002,20160.0,840.0,24.0,0,120000,5,120.0
11061055001,47880.0,1995.0,24.0,0,120000,2,48.0
11061055002,49140.0,2047.5,24.0,0,120000,2,48.0
11061068001,49140.0,2457.0,20.0,0,120000,2,40.0
11061070001,49140.0,2457.0,20.0,0,120000,2,40.0
11061071001,49140.0,2457.0,20.0,0,120000,2,40.0
11062002001,48195.0,1606.5,30.0,0,120000,2,60.0
11062006001,40986.0,2277.0,18.0,0,120000,2,36.0
11062008001,47736.0,1193.4,40.0,0,120000,2,80.0
11062011001,23940.0,598.5,40.0,0,120000,5,200.0
11062013001,26208.0,873.6,30.0,0,120000,4,120.0
11062015001,25000.0,833.3,30.0,0,120000,4,120.0
11062017001,35964.0,999.0,36.0,0,120000,3,108.0
11062019001,38556.0,1071.0,36.0,0,120000,3,108.0
11062023001,44460.0,2223.0,20.0,0,120000,2,40.0
11062025001,53664.0,2683.2,20.0,0,120000,2,40.0
11062026001,53664.0,2683.2,20.0,0,120000,2,40.0
11070001001,30996.0,1291.5,24.0,0,120000,3,72.0
11070002001,28782.0,1199.3,24.0,0,120000,4,96.0
11070003001,15288.0,1274.0,12.0,0,120000,7,84.0
11070004001,36960.0,1540.0,24.0,0,120000,3,72.0
11070005001,12558.0,1046.5,12.0,0,120000,9,108.0
11070006001,19845.0,826.9,24.0,0,120000,6,144.0
11070007001,29889.0,1245.4,24.0,0,120000,4,96.0
11070011001,14175.0,1181.3,12.0,0,120000,8,96.0
11070012001,35728.0,1488.7,24.0,0,120000,3,72.0
11070013001,34452.0,1435.5,24.0,0,120000,3,72.0
11070014001,34830.0,1451.3,24.0,0,120000,3,72.0
11070015001,33669.0,1402.9,24.0,0,120000,3,72.0
11070016001,55404.0,2308.5,24.0,0,120000,2,48.0
11070018001,55404.0,2308.5,24.0,0,120000,2,48.0
11070019001,14742.0,1228.5,12.0,0,120000,8,96.0
11070022001,28782.0,1199.3,24.0,0,120000,4,96.0
11070024001,15288.0,1274.0,12.0,0,120000,7,84.0
11070027001,34452.0,1435.5,24.0,0,120000,3,72.0
11070029001,28782.0,1199.3,24.0,0,120000,4,96.0
11070030001,11492.0,957.7,12.0,0,120000,10,120.0
11070034001,28080.0,1170.0,24.0,0,120000,4,96.0
11070037001,20280.0,845.0,24.0,0,120000,5,120.0
11070040001,43602.0,1816.8,24.0,0,120000,2,48.0
11070042001,43602.0,1816.8,24.0,0,120000,2,48.0
11070045001,34916.0,1454.8,24.0,0,120000,3,72.0
11070046001,22176.0,924.0,24.0,0,120000,5,120.0
11070050001,22386.0,1119.3,20.0,0,120000,5,100.0
11070051001,38775.0,1615.6,24.0,0,120000,3,72.0
11070054001,34452.0,1435.5,24.0,0,120000,3,72.0
11070062001,33712.0,1404.7,24.0,0,120000,3,72.0
11070063001,33712.0,1404.7,24.0,0,120000,3,72.0
11071001001,19760.0,1646.7,12.0,0,120000,6,72.0
11071002001,11592.0,966.0,12.0,0,120000,10,120.0
11071004001,12480.0,1040.0,12.0,0,120000,9,108.0
11071005001,3520.0,58.7,60.0,0,120000,34,2040.0
11071008001,22464.0,234.0,96.0,0,120000,5,480.0
11071009001,23920.0,1993.3,12.0,0,120000,5,60.0
11071011001,40664.0,1694.3,24.0,0,120000,2,48.0
11071012001,5600.0,466.7,12.0,0,120000,21,252.0
11071013001,15400.0,641.7,24.0,0,120000,7,168.0
11071014001,10626.0,354.2,30.0,0,120000,11,330.0
11071016001,12960.0,1080.0,12.0,0,120000,9,108.0
11071018001,17010.0,1417.5,12.0,0,120000,7,84.0
11071021001,20592.0,858.0,24.0,0,120000,5,120.0
11071030001,23100.0,320.8,72.0,0,120000,5,360.0
11071032001,13520.0,1126.7,12.0,0,120000,8,96.0
11071033001,39900.0,1662.5,24.0,0,120000,3,72.0
11071034001,38720.0,1613.3,24.0,0,120000,3,72.0
11071035001,50085.0,2086.9,24.0,0,120000,2,48.0
11071898001,23920.0,1993.3,12.0,0,120000,5,60.0
11071899001,43470.0,1811.3,24.0,0,120000,2,48.0
11071902001,18060.0,1505.0,12.0,0,120000,6,72.0
11071909001,7200.0,600.0,12.0,0,120000,16,192.0
11071911001,23760.0,990.0,24.0,0,120000,5,120.0
11071912001,8840.0,736.7,12.0,0,120000,13,156.0
11071916001,2295.0,191.3,12.0,0,120000,52,624.0
11072001001,29835.0,2486.3,12.0,0,120000,4,48.0
11072003001,30192.0,2516.0,12.0,0,120000,3,36.0
11072004001,15360.0,1280.0,12.0,0,120000,7,84.0
11072005001,34992.0,2916.0,12.0,0,120000,3,36.0
11072008001,16928.0,1410.7,12.0,0,120000,7,84.0
11072010001,15400.0,1283.3,12.0,0,120000,7,84.0
11072011001,59708.0,2487.8,24.0,0,120000,2,48.0
11072012002,32300.0,1345.8,24.0,0,120000,3,72.0
11072013001,25760.0,1073.3,24.0,0,120000,4,96.0
11072017001,30996.0,2583.0,12.0,0,120000,3,36.0
11072019001,27972.0,2331.0,12.0,0,120000,4,48.0
11072030001,28500.0,2375.0,12.0,0,120000,4,48.0
11072033001,45144.0,3762.0,12.0,0,120000,2,24.0
11072034001,45144.0,3762.0,12.0,0,120000,2,24.0
11072036001,14280.0,1190.0,12.0,0,120000,8,96.0
11072897001,21384.0,1782.0,12.0,0,120000,5,60.0
11072902001,31680.0,1320.0,24.0,0,120000,3,72.0
11072903001,27195.0,2266.3,12.0,0,120000,4,48.0
11072905001,21600.0,1800.0,12.0,0,120000,5,60.0
11072906001,45936.0,1914.0,24.0,0,120000,2,48.0
11073001001,16974.0,1414.5,12.0,0,120000,7,84.0
11073002001,26703.0,2225.3,12.0,0,120000,4,48.0
11073002002,26703.0,2225.3,12.0,0,120000,4,48.0
11073006001,9750.0,406.3,24.0,0,120000,12,288.0
11073009001,15960.0,332.5,48.0,0,120000,7,336.0
11073012001,9500.0,395.8,24.0,0,120000,12,288.0
11073025001,7200.0,600.0,12.0,0,120000,16,192.0
11073032001,15990.0,666.3,24.0,0,120000,7,168.0
11073039001,7200.0,600.0,12.0,0,120000,16,192.0
11073898001,15960.0,665.0,24.0,0,120000,7,168.0
11073899001,25920.0,1080.0,24.0,0,120000,4,96.0
11073900001,5800.0,483.3,12.0,0,120000,20,240.0
11073901001,21546.0,1795.5,12.0,0,120000,5,60.0
11073902001,14105.0,1175.4,12.0,0,120000,8,96.0
11073902002,14105.0,1175.4,12.0,0,120000,8,96.0
11073905001,23088.0,962.0,24.0,0,120000,5,120.0
11073907001,8112.0,676.0,12.0,0,120000,14,168.0
11074001001,5808.0,580.8,10.0,0,120000,20,200.0
11074003001,18900.0,787.5,24.0,0,120000,6,144.0
11074004001,16320.0,680.0,24.0,0,120000,7,168.0
11074005001,17595.0,1466.3,12.0,0,120000,6,72.0
11074007001,19968.0,1664.0,12.0,0,120000,6,72.0
11074009001,17094.0,1424.5,12.0,0,120000,7,84.0
11074010001,16456.0,1371.3,12.0,0,120000,7,84.0
11074012001,18720.0,1560.0,12.0,0,120000,6,72.0
11074014001,7752.0,775.2,10.0,0,120000,15,150.0
11074015001,17280.0,720.0,24.0,0,120000,6,144.0
11074015002,18900.0,787.5,24.0,0,120000,6,144.0
11074016001,7752.0,775.2,10.0,0,120000,15,150.0
11074018001,17595.0,1466.3,12.0,0,120000,6,72.0
11074019001,5808.0,580.8,10.0,0,120000,20,200.0
11074020001,18538.0,1544.8,12.0,0,120000,6,72.0
11074021001,50616.0,1012.3,50.0,0,120000,2,100.0
11074022001,16399.0,1366.6,12.0,0,120000,7,84.0
11074027001,18720.0,1560.0,12.0,0,120000,6,72.0
11074031001,16399.0,1366.6,12.0,0,120000,7,84.0
11074033001,29988.0,749.7,40.0,0,120000,4,160.0
11074040001,14534.0,1211.2,12.0,0,120000,8,96.0
11074041001,14904.0,1242.0,12.0,0,120000,8,96.0
11074043001,19950.0,831.3,24.0,0,120000,6,144.0
11074045002,6072.0,607.2,10.0,0,120000,19,190.0
11074046001,5808.0,580.8,10.0,0,120000,20,200.0
11074047001,5808.0,580.8,10.0,0,120000,20,200.0
11074048001,5808.0,580.8,10.0,0,120000,20,200.0
11074052001,37076.0,3089.7,12.0,0,120000,3,36.0
11074059001,16320.0,680.0,24.0,0,120000,7,168.0
11074059002,16320.0,680.0,24.0,0,120000,7,168.0
11074060002,5808.0,580.8,10.0,0,120000,20,200.0
11074060003,5808.0,580.8,10.0,0,120000,20,200.0
11074060004,5808.0,580.8,10.0,0,120000,20,200.0
11074060005,5808.0,580.8,10.0,0,120000,20,200.0
11075001001,15444.0,1287.0,12.0,0,120000,7,84.0
11075002001,36504.0,1521.0,24.0,0,120000,3,72.0
11075003001,41877.0,1744.9,24.0,0,120000,2,48.0
11075004001,35280.0,980.0,36.0,0,120000,3,108.0
11075006001,20976.0,874.0,24.0,0,120000,5,120.0
11075012001,12096.0,1008.0,12.0,0,120000,9,108.0
11075013001,16767.0,558.9,30.0,0,120000,7,210.0
11075039001,56576.0,2357.3,24.0,0,120000,2,48.0
11076004001,30912.0,1288.0,24.0,0,120000,3,72.0
11076883001,4845.0,403.8,12.0,0,120000,24,288.0
11076886001,4256.0,354.7,12.0,0,120000,28,336.0
11076890001,3536.0,294.7,12.0,0,120000,33,396.0
11076892001,7650.0,318.8,24.0,0,120000,15,360.0
11076896001,4446.0,370.5,12.0,0,120000,26,312.0
11076926001,18720.0,390.0,48.0,0,120000,6,288.0
11076928001,4256.0,354.7,12.0,0,120000,28,336.0
11076938001,2925.0,243.8,12.0,0,120000,41,492.0
11100001001,35520.0,8880.0,4.0,0,120000,3,12.0
11100003001,31080.0,7770.0,4.0,0,120000,3,12.0
11100004001,32984.0,8246.0,4.0,0,120000,3,12.0
11100005001,20064.0,20064.0,1.0,0,120000,5,5.0
11100007001,37400.0,6233.3,6.0,0,120000,3,18.0
11100008001,32984.0,8246.0,4.0,0,120000,3,12.0
11100010001,32984.0,8246.0,4.0,0,120000,3,12.0
11100011001,32984.0,8246.0,4.0,0,120000,3,12.0
11100012001,32448.0,8112.0,4.0,0,120000,3,12.0
11100014001,37851.0,9462.8,4.0,0,120000,3,12.0
11100015001,31080.0,7770.0,4.0,0,120000,3,12.0
11100016001,32448.0,8112.0,4.0,0,120000,3,12.0
11100017001,32984.0,8246.0,4.0,0,120000,3,12.0
11100018001,33462.0,8365.5,4.0,0,120000,3,12.0
11100019001,33462.0,8365.5,4.0,0,120000,3,12.0
11100021001,32984.0,8246.0,4.0,0,120000,3,12.0
11100103001,46002.0,11500.5,4.0,0,120000,2,8.0
11100107001,32643.0,8160.8,4.0,0,120000,3,12.0
11100108001,34944.0,8736.0,4.0,0,120000,3,12.0
11100110001,34560.0,8640.0,4.0,0,120000,3,12.0
11100111001,17850.0,1983.3,9.0,0,120000,6,54.0
11100112001,19360.0,19360.0,1.0,0,120000,6,6.0
11101002001,30000.0,3333.3,9.0,0,120000,4,36.0
11101009001,46904.0,3908.7,12.0,0,120000,2,24.0
11101013001,23994.0,3999.0,6.0,0,120000,5,30.0
11101014001,23760.0,3960.0,6.0,0,120000,5,30.0
11101015001,1760.0,1760.0,1.0,0,120000,68,68.0
11101018001,23760.0,3960.0,6.0,0,120000,5,30.0
11101021001,22015.0,3669.2,6.0,0,120000,5,30.0
11101023001,24024.0,4004.0,6.0,0,120000,4,24.0
11101028001,20700.0,3450.0,6.0,0,120000,5,30.0
11101029001,20700.0,3450.0,6.0,0,120000,5,30.0
11101034001,26400.0,4400.0,6.0,0,120000,4,24.0
11101034002,27280.0,4546.7,6.0,0,120000,4,24.0
11101036001,21420.0,3570.0,6.0,0,120000,5,30.0
11101038001,22015.0,3669.2,6.0,0,120000,5,30.0
11101039001,23310.0,3885.0,6.0,0,120000,5,30.0
11101044001,1100.0,1100.0,1.0,0,120000,109,109.0
11101055001,20700.0,3450.0,6.0,0,120000,5,30.0
11102002001,20181.0,1009.1,20.0,0,120000,5,100.0
11102003001,20026.0,1001.3,20.0,0,120000,5,100.0
11102004001,19200.0,960.0,20.0,0,120000,6,120.0
11102007001,15048.0,1254.0,12.0,0,120000,7,84.0
11102009001,25234.0,2803.8,9.0,0,120000,4,36.0
11102010001,12274.0,681.9,18.0,0,120000,9,162.0
11102012001,30096.0,5016.0,6.0,0,120000,3,18.0
11102013001,20424.0,851.0,24.0,0,120000,5,120.0
11102014001,18879.0,944.0,20.0,0,120000,6,120.0
11102017001,21080.0,1054.0,20.0,0,120000,5,100.0
11102023001,8925.0,495.8,18.0,0,120000,13,234.0
11102043001,29568.0,4928.0,6.0,0,120000,4,24.0
11103001001,29348.0,7337.0,4.0,0,120000,4,16.0
11103001002,31050.0,7762.5,4.0,0,120000,3,12.0
11103002001,23256.0,5814.0,4.0,0,120000,5,20.0
11103005001,27550.0,4591.7,6.0,0,120000,4,24.0
11103007001,38688.0,6448.0,6.0,0,120000,3,18.0
11103008001,36720.0,9180.0,4.0,0,120000,3,12.0
11103011001,25440.0,4240.0,6.0,0,120000,4,24.0
11103011003,25440.0,4240.0,6.0,0,120000,4,24.0
11103011004,25440.0,4240.0,6.0,0,120000,4,24.0
11103014001,29233.0,7308.3,4.0,0,120000,4,16.0
11103015001,28210.0,4701.7,6.0,0,120000,4,24.0
11103018001,39168.0,6528.0,6.0,0,120000,3,18.0
11103018002,40392.0,6732.0,6.0,0,120000,2,12.0
11103019001,36608.0,9152.0,4.0,0,120000,3,12.0
11103021001,21840.0,3640.0,6.0,0,120000,5,30.0
11103022001,38048.0,6341.3,6.0,0,120000,3,18.0
11103023001,45684.0,11421.0,4.0,0,120000,2,8.0
11103027001,29760.0,4960.0,6.0,0,120000,4,24.0
11103029001,23256.0,5814.0,4.0,0,120000,5,20.0
11103031001,5074.0,5074.48,1.0,0,120000,23,23.0
11103032003,37696.0,6282.7,6.0,0,120000,3,18.0
11103035001,27962.0,6990.5,4.0,0,120000,4,16.0
11103039001,34410.0,5735.0,6.0,0,120000,3,18.0
11103040001,34112.0,8528.0,4.0,0,120000,3,12.0
11103043001,27550.0,4591.7,6.0,0,120000,4,24.0
11103044001,16380.0,2730.0,6.0,0,120000,7,42.0
11103045001,24700.0,2058.3,12.0,0,120000,4,48.0
11103046001,29295.0,4882.5,6.0,0,120000,4,24.0
11103046002,28350.0,4725.0,6.0,0,120000,4,24.0
11103047001,29295.0,4882.5,6.0,0,120000,4,24.0
11103048001,40920.0,10230.0,4.0,0,120000,2,8.0
11103049001,23256.0,5814.0,4.0,0,120000,5,20.0
11103050001,36859.0,6143.2,6.0,0,120000,3,18.0
11103051001,21840.0,3640.0,6.0,0,120000,5,30.0
11103052001,43520.0,7253.3,6.0,0,120000,2,12.0
11103054001,29016.0,4836.0,6.0,0,120000,4,24.0
11103054002,29016.0,4836.0,6.0,0,120000,4,24.0
11103054003,29016.0,4836.0,6.0,0,120000,4,24.0
11103058001,21112.0,3518.7,6.0,0,120000,5,30.0
11103062001,28080.0,4680.0,6.0,0,120000,4,24.0
11103063001,16380.0,2730.0,6.0,0,120000,7,42.0
11103065001,31744.0,5290.7,6.0,0,120000,3,18.0
11103067001,29952.0,7488.0,4.0,0,120000,4,16.0
11103068001,43520.0,7253.3,6.0,0,120000,2,12.0
11103069001,27404.0,4567.3,6.0,0,120000,4,24.0
11103070001,28210.0,4701.7,6.0,0,120000,4,24.0
11103071001,39200.0,7840.0,5.0,0,120000,3,15.0
11103073001,39200.0,7840.0,5.0,0,120000,3,15.0
11103074001,38016.0,6336.0,6.0,0,120000,3,18.0
11103076001,29295.0,4882.5,6.0,0,120000,4,24.0
11103077001,43904.0,10976.0,4.0,0,120000,2,8.0
11103078001,29348.0,7337.0,4.0,0,120000,4,16.0
11103079001,34408.0,8602.0,4.0,0,120000,3,12.0
11103079002,34408.0,8602.0,4.0,0,120000,3,12.0
11103080001,43056.0,10764.0,4.0,0,120000,2,8.0
11103082001,37638.0,7527.6,5.0,0,120000,3,15.0
11103083001,37696.0,6282.7,6.0,0,120000,3,18.0
11103084001,21840.0,3640.0,6.0,0,120000,5,30.0
11103085001,28350.0,4725.0,6.0,0,120000,4,24.0
11103086002,40293.0,6715.5,6.0,0,120000,2,12.0
11103088001,43056.0,10764.0,4.0,0,120000,2,8.0
11103089004,31050.0,7762.5,4.0,0,120000,3,12.0
11103090001,38976.0,6496.0,6.0,0,120000,3,18.0
11103091001,19200.0,2400.0,8.0,0,120000,6,48.0
11103092001,34200.0,5700.0,6.0,0,120000,3,18.0
11103094001,31360.0,5226.7,6.0,0,120000,3,18.0
11103095001,37752.0,9438.0,4.0,0,120000,3,12.0
11103096001,38016.0,6336.0,6.0,0,120000,3,18.0
11103098001,38016.0,6336.0,6.0,0,120000,3,18.0
11103099001,35805.0,5967.5,6.0,0,120000,3,18.0
11103100001,31680.0,7920.0,4.0,0,120000,3,12.0
11103102001,31680.0,7920.0,4.0,0,120000,3,12.0
11103102002,31680.0,7920.0,4.0,0,120000,3,12.0
11103105001,5074.0,5074.48,1.0,0,120000,23,23.0
11103106001,29250.0,4875.0,6.0,0,120000,4,24.0
11103108001,29792.0,3724.0,8.0,0,120000,4,32.0
11103110001,29250.0,4875.0,6.0,0,120000,4,24.0
11103111001,29250.0,4875.0,6.0,0,120000,4,24.0
11103112001,33396.0,8349.0,4.0,0,120000,3,12.0
11103113001,33396.0,8349.0,4.0,0,120000,3,12.0
11103114001,26520.0,4420.0,6.0,0,120000,4,24.0
11103115001,33396.0,8349.0,4.0,0,120000,3,12.0
11103116001,26520.0,4420.0,6.0,0,120000,4,24.0
11103118001,27144.0,4524.0,6.0,0,120000,4,24.0
11103123001,31744.0,5290.7,6.0,0,120000,3,18.0
11103127001,53568.0,6696.0,8.0,0,120000,2,16.0
11103128001,29600.0,4933.3,6.0,0,120000,4,24.0
11103130001,37120.0,4640.0,8.0,0,120000,3,24.0
11103130002,37120.0,4640.0,8.0,0,120000,3,24.0
11103132001,39168.0,6528.0,6.0,0,120000,3,18.0
11103133001,2800.0,2800.0,1.0,0,120000,42,42.0
11103134001,36800.0,9200.0,4.0,0,120000,3,12.0
11103135001,37200.0,9300.0,4.0,0,120000,3,12.0
11103136001,28800.0,4800.0,6.0,0,120000,4,24.0
11103137001,28800.0,4800.0,6.0,0,120000,4,24.0
11103139002,30996.0,5166.0,6.0,0,120000,3,18.0
11103142001,36120.0,6020.0,6.0,0,120000,3,18.0
11103147001,2800.0,2800.0,1.0,0,120000,42,42.0
11103148001,45900.0,5737.5,8.0,0,120000,2,16.0
11103152001,36096.0,9024.0,4.0,0,120000,3,12.0
11103153001,18876.0,1887.6,10.0,0,120000,6,60.0
11103155001,34112.0,8528.0,4.0,0,120000,3,12.0
11103156001,29295.0,4882.5,6.0,0,120000,4,24.0
11103157001,32256.0,5376.0,6.0,0,120000,3,18.0
11103158001,2800.0,2800.0,1.0,0,120000,42,42.0
11103164001,25520.0,2835.6,9.0,0,120000,4,36.0
11103176001,40950.0,10237.5,4.0,0,120000,2,8.0
11103179001,899.0,898.88,1.0,0,120000,133,133.0
11103182001,16240.0,2706.7,6.0,0,120000,7,42.0
11103183001,32643.0,5440.5,6.0,0,120000,3,18.0
11103187001,26040.0,4340.0,6.0,0,120000,4,24.0
11103188001,29970.0,4995.0,6.0,0,120000,4,24.0
11103188002,29970.0,4995.0,6.0,0,120000,4,24.0
11103190001,16380.0,2730.0,6.0,0,120000,7,42.0
11103191001,32670.0,4083.8,8.0,0,120000,3,24.0
11103193001,28210.0,3526.3,8.0,0,120000,4,32.0
11103195001,39168.0,6528.0,6.0,0,120000,3,18.0
11103196001,37696.0,6282.7,6.0,0,120000,3,18.0
11103199001,28210.0,3526.3,8.0,0,120000,4,32.0
11103200001,41580.0,6930.0,6.0,0,120000,2,12.0
11103201001,41580.0,6930.0,6.0,0,120000,2,12.0
11103203001,28210.0,3526.3,8.0,0,120000,4,32.0
11103206001,23100.0,3850.0,6.0,0,120000,5,30.0
11103211001,23100.0,3850.0,6.0,0,120000,5,30.0
11103212001,34800.0,4350.0,8.0,0,120000,3,24.0
11103220001,38688.0,6448.0,6.0,0,120000,3,18.0
11103224001,29952.0,7488.0,4.0,0,120000,4,16.0
11103229001,11760.0,980.0,12.0,0,120000,10,120.0
11103233001,42656.0,10664.0,4.0,0,120000,2,8.0
11103237001,37800.0,12600.0,3.0,0,120000,3,9.0
11103238001,19600.0,3266.7,6.0,0,120000,6,36.0
11103241001,33480.0,5580.0,6.0,0,120000,3,18.0
11103244001,29952.0,7488.0,4.0,0,120000,4,16.0
11103244002,29952.0,7488.0,4.0,0,120000,4,16.0
11103244003,33000.0,8250.0,4.0,0,120000,3,12.0
11103246001,37200.0,4650.0,8.0,0,120000,3,24.0
11103247001,39585.0,9896.3,4.0,0,120000,3,12.0
