item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
147,10032008001,B,341,67,34.0,20.0,11.0,7480.0,6.62,24,311.7,0.276,PCS,"[6, 12, 18, 24, 30, 42, 48, 60, 72, 90]",0.5,0.4
148,10014090001,B,340,64,35.0,20.0,11.0,7700.0,6.61,24,320.8,0.275,PCS,"[6, 12, 18, 24, 48, 54]",0.5,0.4
149,14820014001,B,339,12,42.0,29.0,19.0,23142.0,17.06,48,482.1,0.355,PCS,"[3, 6, 9, 12, 33]",0.5,0.4
150,14011059001,B,339,5,43.0,33.0,20.0,28380.0,2.32,6,4730.0,0.387,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.5,0.4
151,10033015001,B,337,49,40.0,28.0,24.0,26880.0,16.0,24,1120.0,0.667,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 48]",0.5,0.4
152,14133922001,B,336,4,47.0,42.0,24.0,47376.0,4.25,6,7896.0,0.708,PCS,"[1, 2, 3, 4, 5, 6, 7]",0.5,0.4
153,14010247001,B,333,5,34.0,29.0,16.0,15776.0,2.58,6,2629.3,0.43,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.5,0.4
154,10030013001,B,332,63,35.0,20.0,11.0,7700.0,6.58,24,320.8,0.274,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96]",0.5,0.4
155,14003041001,B,331,6,37.0,36.0,26.0,34632.0,5.15,18,1924.0,0.286,PCS,"[1, 2, 3, 4, 5, 6, 10, 11, 12]",0.5,0.4
156,12201079001,B,330,94,18.0,10.0,8.0,1469.0,0.2,1,1468.8,0.2,PCS,"[12, 24, 36, 48, 72, 84, 120]",0.5,0.4
157,14010034001,B,329,8,51.0,31.0,26.0,41106.0,1.36,6,6851.0,0.227,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 18, 20]",0.5,0.4
158,10040063001,B,329,158,40.0,27.0,23.0,24840.0,15.2,24,1035.0,0.633,PCS,"[24, 48, 72, 96, 144, 264]",0.5,0.4
159,14820028001,B,329,41,31.0,23.0,23.0,16399.0,11.74,48,341.6,0.245,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17, 18, 21, 26, 27, 30, 34, 37, 38, 39, 45, 48, 57, 96, 100, 108]",0.5,0.4
160,10040004001,B,328,7,36.0,18.0,36.0,23328.0,12.39,2,11664.0,6.195,PCS,"[2, 4, 6, 8, 12]",0.5,0.4
161,14502041001,B,325,42,40.0,31.0,13.0,16120.0,3.42,30,537.3,0.114,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 50, 60]",0.5,0.4
162,14506087001,B,325,3,40.0,32.0,28.0,35840.0,5.58,8,4480.0,0.698,PCS,"[1, 2]",0.5,0.4
163,10033041001,B,324,55,39.0,26.0,24.0,24336.0,15.762,24,1014.0,0.657,PCS,"[6, 12, 18, 24, 36, 42, 48]",0.5,0.4
164,10034003001,B,324,78,34.0,20.0,11.0,7480.0,6.64,24,311.7,0.277,PCS,"[6, 12, 18, 24, 36, 42, 48, 72, 264]",0.5,0.4
165,14121020001,B,323,6,36.0,24.0,18.0,15552.0,1.73,10,1555.2,0.173,PCS,"[1, 2, 3, 4, 5, 6, 8, 12]",0.5,0.4
166,14502004001,B,322,43,50.0,36.0,17.0,30600.0,3.21,12,2550.0,0.268,PCS,"[2, 4, 8, 10, 12, 14, 16, 24, 26, 28, 48, 72]",0.5,0.4
167,10002001001,B,317,60,41.0,28.0,10.0,11480.0,6.82,24,478.3,0.284,PCS,"[24, 48, 72]",0.5,0.4
168,14820013001,B,316,14,36.0,25.0,18.0,16200.0,13.99,48,337.5,0.291,PCS,"[3, 6, 9, 12, 27, 30]",0.5,0.4
169,14370004001,B,316,12,42.0,34.0,19.0,27132.0,20.92,20,1356.6,1.046,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 30]",0.5,0.4
170,14120012001,B,316,4,44.0,33.0,16.0,23232.0,7.08,12,1936.0,0.59,PCS,"[1, 2, 3, 4, 5, 6, 7, 8]",0.5,0.4
171,14011031001,B,315,4,43.0,31.0,20.0,26660.0,2.4,6,4443.3,0.4,PCS,"[1, 2, 3, 4, 5, 6, 12]",0.5,0.4
172,14022019001,B,313,7,57.0,28.0,25.0,39900.0,1.66,10,3990.0,0.166,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12]",0.5,0.4
173,10041067001,B,313,82,42.0,28.0,25.0,29400.0,15.48,24,1225.0,0.645,PCS,"[4, 8, 16, 20, 24, 28, 32, 40, 44, 48, 56, 72, 80]",0.5,0.4
174,14244003001,B,311,6,35.0,28.0,13.0,12740.0,1.3,10,1274.0,0.13,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 12]",0.5,0.4
175,14615017001,B,311,10,36.0,24.0,29.0,25056.0,12.34,6,4176.0,2.057,PCS,"[1, 2, 3, 4, 6, 7, 8, 12, 30]",0.5,0.4
176,14023047001,B,308,4,44.0,36.0,24.0,38016.0,4.5,12,3168.0,0.375,PCS,"[1, 2, 3, 4, 5, 8, 12]",0.5,0.4
177,14820045001,B,308,3,28.0,21.0,10.0,5880.0,4.32,4,1470.0,1.08,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
178,10033013001,B,307,56,40.0,27.0,24.0,25920.0,17.58,24,1080.0,0.732,PCS,"[4, 8, 12, 16, 20, 24, 32, 36, 48]",0.5,0.4
179,14002002001,B,306,5,46.0,36.0,26.0,43056.0,3.89,12,3588.0,0.324,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 12]",0.5,0.4
180,14805016001,B,305,48,41.0,27.0,12.0,13284.0,9.8,24,553.5,0.408,PCS,"[6, 12, 18, 24, 48, 72, 198]",0.5,0.4
181,14131027001,B,305,8,56.0,26.0,23.0,33488.0,3.93,8,4186.0,0.491,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 30]",0.5,0.4
182,14010170001,B,303,7,60.0,45.0,32.0,86400.0,4.9,12,7200.0,0.408,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.4
183,14820008001,B,302,64,32.0,24.0,23.0,17664.0,11.58,48,368.0,0.241,PCS,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 15, 20, 23, 24, 25, 32, 42, 48, 50, 54, 90, 96]",0.5,0.4
184,10000007001,B,301,59,40.0,28.0,12.0,13440.0,8.58,24,560.0,0.358,PCS,"[6, 12, 18, 24, 30, 42, 48, 54, 72, 84, 96]",0.5,0.4
185,14370020001,B,301,17,44.0,34.0,21.0,31416.0,21.28,40,785.4,0.532,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 50, 60]",0.5,0.4
186,14121068001,B,300,6,36.0,24.0,18.0,15552.0,1.81,10,1555.2,0.181,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 12]",0.5,0.4
187,14001053001,B,299,4,50.0,34.0,36.0,61200.0,5.56,12,5100.0,0.463,PCS,"[1, 2, 3, 4, 5, 6, 7, 8]",0.5,0.4
188,14500042001,B,297,4,40.0,37.0,38.0,56240.0,6.88,6,9373.3,1.147,PCS,"[1, 2, 3, 7, 12]",0.5,0.4
189,14132031001,B,297,5,54.0,29.0,22.0,34452.0,4.1,12,2871.0,0.342,PCS,"[1, 2, 3, 4, 5, 6, 7, 10]",0.5,0.4
190,14014031001,B,297,6,59.0,40.0,40.0,94400.0,4.52,8,11800.0,0.565,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12]",0.5,0.4
191,10001025001,B,295,68,40.0,27.0,10.0,10800.0,6.8,24,450.0,0.283,PCS,"[24, 48, 72, 192]",0.5,0.4
192,10034036001,B,294,61,35.0,20.0,11.0,7700.0,6.65,24,320.8,0.277,PCS,"[6, 12, 18, 24, 36, 42, 48]",0.5,0.4
193,14505917001,B,294,60,39.0,31.0,12.0,14508.0,2.02,40,362.7,0.05,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 50, 55, 60, 80, 100]",0.5,0.4
194,14833010001,B,290,29,35.0,27.0,10.0,9450.0,5.5,24,393.8,0.229,PCS,"[3, 6, 9, 12, 24, 30, 48, 150]",0.5,0.4
195,14110106001,B,289,7,50.0,33.0,20.0,33000.0,5.89,10,3300.0,0.589,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.5,0.4
196,14510107001,B,288,7,35.0,24.0,5.0,4288.0,2.5,1,4287.5,2.5,PCS,"[1, 2, 3, 4, 5, 6, 8]",0.5,0.4
197,14831020001,B,287,39,32.0,23.0,17.0,12512.0,7.85,48,260.7,0.164,PCS,"[3, 6, 9, 12, 24, 42, 45, 48, 60, 108]",0.5,0.4
198,14521157001,B,286,16,35.0,29.0,34.0,34510.0,6.7,96,359.5,0.07,PCS,"[2, 4, 6, 8, 10, 12, 18, 20, 24, 46, 50]",0.5,0.4
199,10040025001,B,286,8,34.0,17.0,35.0,20230.0,10.69,2,10115.0,5.345,PCS,"[1, 2, 3, 4, 6, 12]",0.5,0.4
200,14505011001,C,208,9,37.0,32.0,14.0,16576.0,3.0,24,690.7,0.125,PCS,"[4, 8, 12, 36]",0.6,0.5
201,14120019001,C,208,4,46.0,26.0,20.0,23920.0,2.7,12,1993.3,0.225,PCS,"[1, 2, 3, 4, 5, 6, 10, 12]",0.6,0.5
202,10011016001,C,207,38,35.0,20.0,13.0,9100.0,7.9,24,379.2,0.329,PCS,"[6, 12, 18, 24, 30, 48, 72]",0.6,0.5
203,10002017001,C,205,24,34.0,22.0,31.0,23188.0,13.03,6,3864.7,2.172,PCS,"[1, 2, 4, 5, 6, 7, 11, 12, 18, 24, 30, 36, 48]",0.6,0.5
204,14121057001,C,205,4,34.0,26.0,24.0,21216.0,2.38,10,2121.6,0.238,PCS,"[1, 2, 3, 4, 5, 9, 10, 12, 13, 18]",0.6,0.5
205,14611002001,C,205,4,29.0,27.0,29.0,22707.0,12.6,12,1892.3,1.05,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.6,0.5
206,14500067001,C,204,16,40.0,32.0,16.0,20480.0,3.72,24,853.3,0.155,PCS,"[1, 7, 8, 16, 24, 32, 48]",0.6,0.5
207,14003037001,C,203,3,43.0,33.0,28.0,39732.0,5.63,12,3311.0,0.469,PCS,"[1, 2, 3, 4, 6, 10]",0.6,0.5
208,14505031001,C,201,12,43.0,28.0,22.0,26488.0,2.5,12,2207.3,0.208,PCS,"[3, 6, 9, 12, 15, 18, 24, 30]",0.6,0.5
209,14504015001,C,201,18,40.0,31.0,13.0,16120.0,3.44,30,537.3,0.115,PCS,"[5, 10, 15, 20, 25, 30, 60]",0.6,0.5
210,10033054001,C,201,30,41.0,28.0,24.0,27552.0,15.28,24,1148.0,0.637,PCS,"[4, 8, 12, 16, 20, 24, 48, 52, 56, 96]",0.6,0.5
211,14833024001,C,200,14,31.0,24.0,11.0,8184.0,5.08,24,341.0,0.212,PCS,"[3, 6, 9, 12, 18, 24, 30, 39, 48]",0.6,0.5
212,10002007001,C,200,26,40.0,28.0,12.0,13440.0,8.89,24,560.0,0.37,PCS,"[6, 12, 18, 24, 48]",0.6,0.5
213,14023050001,C,199,4,63.0,35.0,33.0,72765.0,2.81,8,9095.6,0.351,PCS,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 12]",0.6,0.5
214,14810004001,C,199,13,35.0,26.0,18.0,16380.0,10.59,24,682.5,0.441,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 30, 36, 48]",0.6,0.5
215,10020018001,C,199,42,40.0,27.0,10.0,10800.0,7.21,24,450.0,0.3,PCS,"[6, 12, 24, 36, 48, 72]",0.6,0.5
216,12201024001,C,198,39,21.0,9.0,31.0,5859.0,1.0,1,5859.0,1.0,PCS,"[20, 40]",0.6,0.5
217,14000042001,C,198,4,46.0,28.0,14.0,18032.0,2.8,12,1502.7,0.233,PCS,"[1, 2, 3, 4, 5, 7, 8, 9, 12, 13]",0.6,0.5
218,14131081001,C,198,4,48.0,28.0,31.0,41664.0,5.35,12,3472.0,0.446,PCS,"[1, 2, 3, 5, 6, 7, 8, 12]",0.6,0.5
219,14014020001,C,197,4,44.0,30.0,39.0,51480.0,2.3,12,4290.0,0.192,PCS,"[1, 2, 3, 4, 5, 10, 11, 12]",0.6,0.5
220,12200002001,C,197,95,21.0,9.0,31.0,5859.0,1.0,1,5859.0,1.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 60, 84, 96, 108, 114, 192]",0.6,0.5
221,12200006001,C,197,104,21.0,9.0,31.0,5859.0,1.0,1,5859.0,1.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 96, 108, 240]",0.6,0.5
222,15022004001,C,197,66,32.0,15.0,13.0,6240.0,5.25,24,260.0,0.219,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 66, 72, 84, 96, 120, 174, 186]",0.6,0.5
223,14131022001,C,197,3,50.0,29.0,23.0,33350.0,4.18,8,4168.8,0.522,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.6,0.5
224,15020010001,C,196,77,32.0,16.0,13.0,6656.0,5.26,24,277.3,0.219,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 53, 67, 72, 78, 90, 96, 114, 120, 144, 168, 234]",0.6,0.5
225,14000071001,C,196,3,39.0,32.0,22.0,27456.0,2.04,10,2745.6,0.204,PCS,"[1, 2, 3, 4, 5, 6]",0.6,0.5
226,12221009001,C,196,3,21.0,11.0,8.0,1964.0,0.2,1,1963.5,0.2,PCS,"[1, 2, 6]",0.6,0.5
227,14130016001,C,195,3,60.0,26.0,23.0,35880.0,4.47,12,2990.0,0.372,PCS,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.6,0.5
228,14822014001,C,193,8,32.0,24.0,8.0,6144.0,4.77,12,512.0,0.397,PCS,"[3, 6, 9, 12]",0.6,0.5
229,14501053001,C,192,10,36.0,34.0,15.0,18360.0,2.33,8,2295.0,0.291,PCS,"[2, 4, 6, 8, 10, 12, 14, 16, 22]",0.6,0.5
230,14500026001,C,192,14,43.0,28.0,17.0,20468.0,1.3,12,1705.7,0.108,PCS,"[3, 6, 9, 12, 15, 21, 24]",0.6,0.5
231,14130001001,C,192,4,43.0,28.0,28.0,33712.0,4.11,8,4214.0,0.514,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 12]",0.6,0.5
232,14510150001,C,191,3,35.0,24.0,5.0,4288.0,6.0,1,4287.5,6.0,PCS,"[1, 2, 3, 4, 5, 6]",0.6,0.5
233,14021005001,C,190,4,30.0,30.0,23.0,20700.0,2.87,16,1293.8,0.179,PCS,"[1, 2, 3, 4, 5, 6, 10, 20]",0.6,0.5
234,14010084001,C,187,5,63.0,45.0,35.0,99225.0,4.27,12,8268.8,0.356,PCS,"[1, 2, 3, 4, 6, 8, 9, 10, 12]",0.6,0.5
235,14104169001,C,187,3,42.0,34.0,27.0,38556.0,2.3,10,3855.6,0.23,PCS,"[1, 2, 3, 4, 5, 6, 10]",0.6,0.5
236,14504001001,C,186,13,40.0,31.0,13.0,16120.0,3.1,30,537.3,0.103,PCS,"[5, 10, 25, 30, 40]",0.6,0.5
237,10002035001,C,185,9,34.0,23.0,31.0,24242.0,13.44,6,4040.3,2.24,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 15, 24, 26, 48]",0.6,0.5
238,14000075001,C,184,3,60.0,33.0,20.0,39600.0,2.62,11,3600.0,0.238,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 11]",0.6,0.5
239,14361106001,C,183,4,47.0,34.0,26.0,41548.0,5.19,12,3462.3,0.433,PCS,"[1, 2, 3, 4, 6, 7, 12]",0.6,0.5
240,10032049001,C,183,29,35.0,21.0,12.0,8820.0,6.69,24,367.5,0.279,PCS,"[6, 12, 18, 24, 36, 48]",0.6,0.5
241,14014007001,C,183,4,62.0,48.0,24.0,71424.0,2.76,6,11904.0,0.46,PCS,"[1, 2, 3, 4, 5, 6, 10, 12]",0.6,0.5
242,14001074001,C,183,4,50.0,27.0,28.0,37800.0,4.41,12,3150.0,0.368,PCS,"[1, 2, 3, 4, 6, 10]",0.6,0.5
243,14509008001,C,182,2,43.0,31.0,27.0,35991.0,6.2,12,2999.3,0.517,PCS,"[1, 2, 6]",0.6,0.5
244,14023083001,C,182,4,42.0,32.0,13.0,17472.0,2.08,12,1456.0,0.173,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12]",0.6,0.5
245,15022026001,C,182,115,30.0,17.0,12.0,6120.0,5.2,24,255.0,0.217,PCS,"[6, 12, 18, 24, 30, 48, 54, 60, 72, 78, 138, 144, 222]",0.6,0.5
246,14010060001,C,182,5,52.0,33.0,25.0,42900.0,1.83,12,3575.0,0.152,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 15, 27]",0.6,0.5
247,14620006001,C,182,4,34.0,22.0,28.0,20944.0,11.95,6,3490.7,1.992,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 12, 14]",0.6,0.5
248,10033070001,C,182,41,42.0,28.0,24.0,28224.0,15.46,24,1176.0,0.644,PCS,"[4, 8, 12, 16, 24, 36, 48, 52, 64, 72]",0.6,0.5
249,11111017001,C,181,3,39.0,28.0,32.0,34944.0,21.77,4,8736.0,5.442,PCS,"[1, 2, 3]",0.6,0.5
250,10000010001,C,181,19,34.0,23.0,31.0,24242.0,12.52,6,4040.3,2.087,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 18, 19, 24, 28, 30, 36, 60, 72]",0.6,0.5
251,14831021001,C,181,8,33.0,23.0,9.0,6831.0,3.82,24,284.6,0.159,PCS,"[3, 6, 9, 12]",0.6,0.5
252,14311004001,C,181,4,42.0,32.0,29.0,38976.0,4.73,12,3248.0,0.394,PCS,"[1, 2, 3, 4, 5, 6]",0.6,0.5
253,10033011001,C,181,26,42.0,29.0,24.0,29232.0,15.23,24,1218.0,0.635,PCS,"[4, 8, 12, 16, 20, 24, 28, 48]",0.6,0.5
254,10021009001,C,181,24,38.0,28.0,31.0,32984.0,19.78,12,2748.7,1.648,PCS,"[6, 12, 18, 24, 36]",0.6,0.5
255,14001012001,C,180,4,36.0,24.0,38.0,32832.0,3.92,8,4104.0,0.49,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.6,0.5
256,14131105001,C,179,3,48.0,28.0,31.0,41664.0,5.35,12,3472.0,0.446,PCS,"[1, 2, 3, 4, 5, 8, 10]",0.6,0.5
257,14023198001,C,178,3,33.0,22.0,17.0,12342.0,0.58,1,12342.0,0.58,PCS,"[1, 2, 3, 4, 5, 6]",0.6,0.5
258,14131020001,C,177,4,44.0,29.0,28.0,35728.0,4.15,8,4466.0,0.519,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12]",0.6,0.5
259,14804010001,C,177,14,40.0,27.0,12.0,12960.0,10.08,24,540.0,0.42,PCS,"[6, 12, 18, 24]",0.6,0.5
260,14851058001,C,176,3,61.0,36.0,10.0,21960.0,7.21,1,21960.0,7.21,PCS,"[1, 2, 3, 4, 7]",0.6,0.5
261,14804004001,C,175,19,41.0,28.0,13.0,14924.0,9.8,24,621.8,0.408,PCS,"[6, 12, 18, 24, 48, 60]",0.6,0.5
262,14000014001,C,175,3,41.0,34.0,23.0,32062.0,2.92,5,6412.4,0.584,PCS,"[1, 2, 3, 4, 5, 7]",0.6,0.5
263,14000060001,C,175,4,35.0,27.0,35.0,33075.0,2.7,12,2756.3,0.225,PCS,"[1, 2, 3, 4, 5, 6, 10, 12]",0.6,0.5
264,10033066001,C,175,28,40.0,27.0,24.0,25920.0,14.27,24,1080.0,0.595,PCS,"[4, 8, 12, 16, 20, 24, 28, 40, 44, 48]",0.6,0.5
265,14104042001,C,175,3,32.0,26.0,23.0,19136.0,2.34,5,3827.2,0.468,PCS,"[1, 2, 3, 4, 5, 8, 10]",0.6,0.5
266,14010173001,C,174,5,44.0,26.0,23.0,26312.0,1.6,10,2631.2,0.16,PCS,"[1, 2, 3, 4, 5, 8, 10, 11, 12]",0.6,0.5
267,10024007001,C,174,29,33.0,16.0,10.0,5280.0,4.4,24,220.0,0.183,PCS,"[6, 12, 18, 24, 30, 48, 78]",0.6,0.5
268,14023027001,C,174,3,42.0,33.0,28.0,38808.0,1.43,6,6468.0,0.238,PCS,"[1, 2, 3, 4, 5, 6, 12]",0.6,0.5
269,14204061001,C,174,4,51.0,26.0,26.0,34476.0,1.51,12,2873.0,0.126,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.6,0.5
270,10040023001,C,173,36,37.0,30.0,26.0,28860.0,18.48,20,1443.0,0.924,PCS,"[4, 8, 16, 20, 28, 40]",0.6,0.5
271,14521158001,C,173,6,35.0,29.0,34.0,34510.0,6.06,96,359.5,0.063,PCS,"[2, 4, 6, 8, 10, 12, 14]",0.6,0.5
272,14804002001,C,173,24,41.0,28.0,14.0,16072.0,10.89,24,669.7,0.454,PCS,"[6, 12, 18, 24, 36, 48, 66]",0.6,0.5
273,14504027001,C,172,20,40.0,31.0,13.0,16120.0,2.95,30,537.3,0.098,PCS,"[5, 10, 15, 20, 30, 35, 45, 55, 60]",0.6,0.5
274,14121136001,C,171,3,50.0,21.0,23.0,24150.0,3.68,12,2012.5,0.307,PCS,"[1, 2, 3, 4, 5, 6, 7, 8]",0.6,0.5
275,14105102001,C,171,3,52.0,36.0,19.0,35568.0,4.42,12,2964.0,0.368,PCS,"[1, 2, 3, 4, 5, 6, 7, 10]",0.6,0.5
276,14500014001,C,171,7,31.0,17.0,14.0,7378.0,1.25,1,7378.0,1.25,PCS,"[1, 2, 6, 8, 10, 12, 15, 16, 47]",0.6,0.5
277,10002003001,C,171,25,43.0,28.0,24.0,28896.0,16.03,24,1204.0,0.668,PCS,"[4, 8, 12, 16, 24, 28, 32, 48]",0.6,0.5
278,14000003001,C,169,3,60.0,34.0,28.0,57120.0,3.892,7,8160.0,0.556,PCS,"[1, 2, 3, 4, 5]",0.6,0.5
279,12121064001,C,168,2,24.0,9.0,12.0,2592.0,1.0,1,2592.0,1.0,PCS,"[1, 2, 3]",0.6,0.5
280,14244016001,C,168,4,41.0,35.0,33.0,47355.0,3.17,12,3946.3,0.264,PCS,"[1, 2, 3, 4, 6, 8]",0.6,0.5
281,14505021001,C,167,18,40.0,33.0,14.0,18480.0,3.79,30,616.0,0.126,PCS,"[1, 4, 5, 9, 10, 15, 20, 30, 60]",0.6,0.5
282,14505099001,C,167,10,42.0,33.0,13.0,18018.0,1.73,12,1501.5,0.144,PCS,"[3, 6, 9, 12, 15, 18, 21, 24]",0.6,0.5
283,12201068001,C,166,2,21.0,9.0,31.0,5859.0,1.0,1,5859.0,1.0,PCS,"[1, 2]",0.6,0.5
284,14621069001,C,166,5,29.0,22.0,22.0,14036.0,7.92,12,1169.7,0.66,PCS,"[1, 2, 3, 4, 5, 7, 8, 11, 12, 15]",0.6,0.5
285,11103090001,C,166,6,42.0,29.0,32.0,38976.0,12.8,6,6496.0,2.133,PCS,"[1, 2, 3, 4, 5, 6]",0.6,0.5
286,10001014001,C,165,23,34.0,22.0,14.0,10472.0,6.55,24,436.3,0.273,PCS,"[8, 16, 24, 32, 40, 48]",0.6,0.5
287,12221012001,C,165,7,21.0,9.0,20.0,3780.0,1.0,1,3780.0,1.0,PCS,"[1, 2, 3, 4, 7, 8, 10, 12]",0.6,0.5
288,14014018001,C,165,3,43.0,30.0,39.0,50310.0,2.15,12,4192.5,0.179,PCS,"[1, 2, 3, 4, 5, 6]",0.6,0.5
289,14244020001,C,165,17,31.0,25.0,36.0,27900.0,2.8,60,465.0,0.047,PCS,"[1, 2, 4, 5, 10, 15, 20, 22, 25, 40, 45, 60]",0.6,0.5
290,10014033001,C,165,37,35.0,20.0,13.0,9100.0,7.93,24,379.2,0.33,PCS,"[6, 12, 18, 24, 48]",0.6,0.5
291,14244021001,C,165,4,41.0,35.0,33.0,47355.0,3.23,12,3946.3,0.269,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.6,0.5
292,10031016001,C,164,41,34.0,20.0,11.0,7480.0,6.46,24,311.7,0.269,PCS,"[6, 12, 18, 24, 30, 42, 48, 72]",0.6,0.5
293,10032003001,C,164,36,35.0,20.0,15.0,10500.0,9.01,24,437.5,0.375,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96, 114]",0.6,0.5
294,14020015001,C,164,4,52.0,29.0,26.0,39208.0,1.73,12,3267.3,0.144,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 20]",0.6,0.5
295,11103022001,C,164,9,41.0,29.0,32.0,38048.0,13.01,6,6341.3,2.168,PCS,"[2, 4, 6, 60]",0.6,0.5
296,14244017001,C,163,4,44.0,31.0,33.0,45012.0,4.35,10,4501.2,0.435,PCS,"[1, 2, 3, 4, 5, 6, 10, 15, 18]",0.6,0.5
297,14010027001,C,163,13,45.0,21.0,16.0,15120.0,1.74,24,630.0,0.072,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 30, 42]",0.6,0.5
298,14506072001,C,163,4,27.0,24.0,10.0,6480.0,4.0,12,540.0,0.333,PCS,"[1, 2, 5, 12, 15]",0.6,0.5
299,14831011001,C,162,7,32.0,23.0,17.0,12512.0,7.71,48,260.7,0.161,PCS,"[3, 6, 9, 12, 21]",0.6,0.5
300,14130010001,C,162,2,29.0,13.0,24.0,9048.0,0.8,1,9048.0,0.8,PCS,"[1, 2, 3, 4]",0.6,0.5
301,10013005001,C,161,43,34.0,20.0,11.0,7480.0,6.71,24,311.7,0.28,PCS,"[6, 12, 18, 24, 30, 48, 72]",0.6,0.5
302,14833009001,C,160,8,35.0,26.0,9.0,8190.0,5.5,24,341.3,0.229,PCS,"[3, 6, 9, 12, 24, 30]",0.6,0.5
303,14130009001,C,160,3,56.0,26.0,23.0,33488.0,4.8,8,4186.0,0.6,PCS,"[1, 2, 3, 4, 5, 6, 7]",0.6,0.5
304,14222068001,C,160,3,37.0,20.0,17.0,12580.0,2.8,10,1258.0,0.28,PCS,"[1, 2, 3, 4, 5, 6, 11]",0.6,0.5
305,14023503001,C,159,3,42.0,32.0,13.0,17472.0,2.17,12,1456.0,0.181,PCS,"[1, 2, 3, 4, 5, 7, 10]",0.6,0.5
306,14121062001,C,159,4,48.0,39.0,19.0,35568.0,3.695,12,2964.0,0.308,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11]",0.6,0.5
307,10031911001,C,159,50,35.0,21.0,12.0,8820.0,6.6,24,367.5,0.275,PCS,"[6, 12, 18, 24, 36, 48, 72, 96]",0.6,0.5
308,14501047001,C,159,23,40.0,31.0,14.0,17360.0,3.28,30,578.7,0.109,PCS,"[5, 10, 15, 20, 25, 30, 60]",0.6,0.5
309,14003009001,C,159,4,34.0,26.0,25.0,22100.0,2.75,10,2210.0,0.275,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.6,0.5
310,14506056001,C,159,2,35.0,24.0,18.0,15120.0,9.4,4,3780.0,2.35,PCS,"[1, 2, 3]",0.6,0.5
311,14000040001,C,159,3,40.0,27.0,35.0,37800.0,3.43,12,3150.0,0.286,PCS,"[1, 2, 3, 4, 5, 6]",0.6,0.5
312,10001001001,C,158,15,34.0,24.0,31.0,25296.0,13.34,6,4216.0,2.223,PCS,"[1, 2, 3, 6, 12, 18, 21, 30, 48, 51]",0.6,0.5
