item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,avg_affinity,max_affinity,item_initial_inventory,box_initial_inventory,impact_score,mean_demand,std_demand,cv_demand,nonzero_periods,T,demand_frequency,cluster
12104003001,刷樂小胖子兒童牙刷,34.0,22.0,26.0,19448.0,1.56,96.0,4.9137225e-07,6.770939e-05,77,1,0.2479243866229271,20.38095238095238,44.665955928958006,2.1915539124021453,16,21,0.7619047619047619,0
15022013001,雀巢美祿巧克力麥芽飲品TP,33.0,17.0,13.0,7293.0,5.35,24.0,2.2043619e-06,0.00015234613,118,5,0.2552804818549475,54.0,50.9823498869952,0.9441175904999112,21,21,1.0,2
10002046001,金車麥根沙士can330ml,43.0,29.0,12.0,14964.0,8.82,24.0,2.4273047e-06,0.00025391023,263,11,0.2360687236377671,126.57142857142856,108.79548309951632,0.8595579928855691,18,21,0.8571428571428571,2
10034020001,飛想茶檸檬紅茶300ml,27.0,21.0,13.0,7371.0,5.97,18.0,1.7584854e-06,0.000118491436,189,11,0.2422710592830876,86.85714285714286,81.11367684569953,0.9338745689471984,20,21,0.9523809523809524,2
10020011001,統一咖啡廣場TP300ml,34.0,20.0,12.0,8160.0,7.97,24.0,1.6674885e-06,0.00022005552,225,10,0.2297846993384286,125.71428571428572,79.20173158280244,0.6300137739541103,19,21,0.9047619047619048,2
10015011001,光泉正庄蘆筍汁TP250ml,34.0,20.0,11.0,7480.0,6.65,24.0,2.6525188e-06,0.00027083757,217,10,0.247047148134828,104.0,89.58571314668428,0.8614010879488874,19,21,0.9047619047619048,2
12201024001,家樂福超值連續抽取式花紋衛生紙輕巧包,21.0,9.0,31.0,5859.0,1.0,1.0,2.188443e-06,0.00016927348,463,463,0.2529265937801285,269.5238095238095,154.4822381530055,0.5731673147019639,21,21,1.0,2
31500006001,可家芬抗蟑驅蠅清潔袋(小),49.0,33.0,18.0,29106.0,10.85,24.0,1.5651159e-06,0.000389329,25,2,0.2563671025382891,12.047619047619047,9.682335412885626,0.8036721093699531,20,21,0.9523809523809524,2
12210018001,家福超值盒裝面紙,20.0,10.0,8.0,1615.0,0.2,1.0,8.098536e-07,0.00022005552,133,133,0.2276317407525075,70.0,50.0999001995014,0.7157128599928771,19,21,0.9047619047619048,2
15021005001,國農草莓調味牛乳,36.0,24.0,13.0,11232.0,6.31,24.0,8.326028e-07,0.00018620084,44,2,0.2318957972175961,20.0,18.81488772222678,0.9407443861113388,19,21,0.9047619047619048,2
10014009001,崇德發天然黑麥汁Btl330ml,40.0,27.0,17.0,18360.0,12.08,24.0,2.5478737e-06,0.00022005552,184,8,0.2501639571456152,104.57142857142856,63.485881445067314,0.6071054236550153,21,21,1.0,2
15020046001,福樂低脂高鈣牛乳(保久乳)200m,32.0,17.0,12.0,6528.0,5.23,24.0,1.0032184e-06,0.00022005552,426,18,0.2545302282482329,201.0952380952381,179.22050796767226,0.8912220382005961,20,21,0.9523809523809524,2
10024014001,健酪乳酸飲料原味Pet580ml,39.0,26.0,24.0,24336.0,16.08,24.0,8.576259e-07,0.00013541878,67,3,0.2303671841143927,19.80952380952381,37.018399543496,1.8687172846476348,15,21,0.7142857142857143,0
12201065001,蒲公英環保抽取衛生紙,19.0,10.0,8.0,1550.0,0.2,1.0,8.1667775e-07,6.770939e-05,411,411,0.2422985711831711,217.1428571428571,154.51158070328768,0.7115664900809301,21,21,1.0,2
15022017001,光泉調味乳-珍穀堅果牛乳,33.0,16.0,13.0,6864.0,5.3,24.0,1.3444511e-06,0.00013541878,178,8,0.2369365311723332,88.28571428571429,71.60247401950777,0.8110312591206381,20,21,0.9523809523809524,2
14501928001,真爽蔥辣牛肉風味麵75g,37.0,32.0,14.0,16576.0,3.06,30.0,2.334029e-06,0.00033854696,64,3,0.2574443584436007,30.714285714285715,26.186146828319085,0.8525722223173655,20,21,0.9523809523809524,2
10031004001,御茶園特上紅茶Pet 550ml,42.0,28.0,24.0,28224.0,14.85,24.0,2.5546958e-06,0.00030469225,191,8,0.2547046737799461,97.71428571428572,74.04400236153018,0.7577602580858351,20,21,0.9523809523809524,2
10014020001,崇德發天然黑麥汁Can330ml,41.0,17.0,13.0,9061.0,8.92,24.0,2.2339368e-06,0.00023698287,138,6,0.2482141265638252,68.28571428571429,55.68944501172808,0.8155358056110806,20,21,0.9523809523809524,2
14500014001,味味A排骨雞包麵80gX12特規,31.0,17.0,14.0,7378.0,1.25,1.0,4.6157425e-06,0.000389329,43,43,0.237792232227998,16.38095238095238,20.773724245970417,1.2681633987365664,15,21,0.7142857142857143,0
14810005001,綠巨人金玉雙色玉米粒,35.0,27.0,19.0,17955.0,10.28,24.0,2.1179146e-06,0.00025391023,29,2,0.2386730538067551,13.571428571428571,11.83457404629093,0.8720212455161738,19,21,0.9047619047619048,2
12120052001,蘇菲瞬吸加長護墊17.5cm無香,43.0,29.0,24.0,29928.0,4.0,36.0,1.4195244e-06,0.00013541878,45,2,0.2468191124779891,20.952380952380953,18.7149036611899,0.8932113111022453,21,21,1.0,2
10014113001,崇德發減糖黑麥汁Can 330ml,41.0,28.0,12.0,13776.0,8.7,24.0,2.2248387e-06,0.00015234613,126,6,0.2306298124823628,71.71428571428571,43.327985017933685,0.6041750898915056,20,21,0.9523809523809524,2
15022009001,國農巧克力調味牛乳,36.0,24.0,13.0,11232.0,6.4,24.0,1.2420801e-06,0.00020312818,44,2,0.2294156345673833,21.428571428571427,17.653813833196008,0.823844645549147,19,21,0.9047619047619048,2
14504009001,味王素食(包)82g,36.0,31.0,14.0,15624.0,3.04,30.0,2.934598e-06,0.00044011103,99,4,0.255487850072189,39.285714285714285,47.09792230782888,1.1988562041992807,17,21,0.8095238095238095,2
12220003001,家福超值廚房紙抹布,31.0,21.0,22.0,14322.0,1.0,1.0,2.0951702e-06,0.00023698287,30,30,0.2277089435050756,13.857142857142858,12.285298996303323,0.8865679688053945,18,21,0.8571428571428571,2
12220002001,春風超吸收廚房紙巾,31.0,21.0,22.0,14322.0,1.0,1.0,3.85367e-06,0.00020312818,28,28,0.2405750431794836,17.476190476190474,8.09703061386733,0.4633178280414549,21,21,1.0,2
10040041001,悅氏Light鹼性水隨手瓶Pet330ml,37.0,25.0,18.0,16650.0,8.8,24.0,7.98479e-07,0.00016927348,292,13,0.241260293096322,146.28571428571428,116.32073884615023,0.7951613007061052,20,21,0.9523809523809524,2
12201051001,春風經濟包抽取衛生紙,20.0,10.0,8.0,1785.0,0.2,1.0,5.8464195e-07,8.463674e-05,57,57,0.2041705348704217,29.047619047619047,22.339373738930533,0.7690604074058053,18,21,0.8571428571428571,2
15024014001,義美低糖糙米奶250ml,35.0,20.0,11.0,7700.0,6.59,24.0,9.0312324e-07,0.00018620084,79,4,0.2252204428592636,40.285714285714285,30.83689812082736,0.7654549178928778,19,21,0.9047619047619048,2
14500064001,台酒麵攤三杯雞風味乾麵105g,39.0,33.0,14.0,18018.0,3.98,30.0,3.5169721e-06,0.0003554743,83,3,0.2240811143774684,35.0,38.17721833764215,1.0907776667897755,15,21,0.7142857142857143,0
14502023001,台酒麻辣酒香豚肉麵(包)200g,34.0,30.0,13.0,13260.0,3.14,12.0,3.8172607e-06,0.00030469225,55,5,0.2105363062709239,22.571428571428573,25.12881101160863,1.1133017536788632,14,21,0.6666666666666666,0
12212061001,滿意寶寶濕毛巾棉柔厚型補充包,33.0,25.0,21.0,17325.0,6.26,12.0,8.0302885e-07,6.770939e-05,28,3,0.2142836099758659,13.714285714285714,11.127186783472528,0.8113573696282051,19,21,0.9047619047619048,2
10020036001,咖啡廣場奶香特調咖啡Pet600ml,41.0,27.0,24.0,26568.0,16.17,24.0,8.3942666e-07,0.00010156409,67,3,0.2089927098089075,28.952380952380953,30.010791709776985,1.0365569505021657,17,21,0.8095238095238095,2
10040013001,家福竹炭水280ml,36.0,25.0,15.0,13500.0,7.43,24.0,7.4615735e-07,0.00010156409,210,9,0.2144666574685522,118.85714285714286,72.5880745813565,0.6107169736412205,19,21,0.9047619047619048,2
10040022001,統一 PH9.0鹼性離子水800ml,38.0,31.0,24.0,28272.0,18.32,20.0,2.7753495e-07,0.000118491436,198,10,0.2092527307468942,89.52380952380952,86.39885360791487,0.9650935775352194,17,21,0.8095238095238095,2
10020020001,貝納頌咖啡重乳拿鐵 375ML,40.0,19.0,14.0,10640.0,9.6,24.0,1.4809468e-06,0.00022005552,43,2,0.2118636903525831,21.0,17.363755354185336,0.8268454930564446,17,21,0.8095238095238095,2
12120001001,康乃馨超薄透氣護墊,40.0,22.0,16.0,14080.0,1.96,24.0,8.075787e-07,8.463674e-05,33,2,0.2047462341517841,16.38095238095238,12.831508837530334,0.7833188534538867,18,21,0.8571428571428571,2
10041002001,Perrier 汽泡礦泉水330ml,42.0,28.0,19.0,22344.0,13.68,24.0,5.66443e-07,8.463674e-05,135,6,0.2239560184280825,71.28571428571429,50.56791755366525,0.7093695849211556,20,21,0.9523809523809524,2
15022015001,國農麥胚芽調味牛乳,36.0,24.0,13.0,11232.0,6.29,24.0,9.190475e-07,0.00020312818,55,3,0.2222643695847193,25.714285714285715,23.171410956484408,0.9011104260855048,18,21,0.8571428571428571,2
14830045001,紅鷹牌幼筍鮪魚170g,35.0,26.0,10.0,9100.0,5.39,24.0,1.9563965e-06,0.00020312818,23,1,0.2233738279226789,12.428571428571429,8.176621726430962,0.6578891044254798,19,21,0.9047619047619048,2
10030021001,開喜凍頂烏龍茶(無糖)Pet575ml,43.0,29.0,24.0,29928.0,15.762,24.0,7.0065965e-07,0.00010156409,48,2,0.2239709670993217,14.476190476190476,26.305168784136413,1.817133369956792,15,21,0.7142857142857143,0
14805006001,泰山紫米紅豆湯330g,41.0,27.0,12.0,13284.0,9.63,24.0,1.2261571e-06,0.00015234613,42,2,0.1885919970090716,17.142857142857142,19.375979237926828,1.1302654555457317,14,21,0.6666666666666666,0
14504038001,味王當歸藥膳包麵78g(特規),30.0,16.0,14.0,6720.0,0.99,10.0,8.4625185e-07,0.00022005552,75,8,0.2025924744721643,35.714285714285715,30.914628992020685,0.8656096117765791,16,21,0.7619047619047619,2
15024011001,員山農會養生米奶250ml,37.0,25.0,17.0,15725.0,9.6,24.0,2.957338e-08,5.0782044e-05,189,8,0.1643845605084793,44.57142857142857,114.92109094007569,2.57835780955298,6,21,0.2857142857142857,0
14503000001,統一鮮蝦麵(包) 83g,37.0,37.0,14.0,19166.0,3.0,30.0,1.2316264e-05,0.0021159186,352,12,0.4585370127258155,225.71428571428572,100.66386782611865,0.445979161254956,21,21,1.0,2
14820008001,大茂黑瓜 170g,32.0,24.0,23.0,17664.0,11.58,48.0,7.984866e-06,0.0014896067,571,12,0.4601247182233289,155.71428571428572,331.2737754270843,2.127446264210633,21,21,1.0,0
10000002001,可口可樂2L,34.0,23.0,31.0,24242.0,13.31,6.0,9.313407e-06,0.0020651366,1385,231,0.5103118296627509,475.04761904761904,727.3368872943594,1.5310820602627857,21,21,1.0,1
14501013001,統一阿Q紅椒牛肉(碗) 101g,42.0,28.0,22.0,25872.0,2.5,12.0,1.2141086e-05,0.0018620082,490,41,0.4804017280331191,169.0,256.0765510545626,1.515245864228181,21,21,1.0,2
10021008001,舒跑TP250ml,35.0,20.0,11.0,7700.0,6.58,24.0,1.4707177e-05,0.001845081,2582,108,0.5235704602305351,1354.2857142857142,981.4469492976756,0.724697114460309,21,21,1.0,1
14110015001,樂天蛋黃派,46.0,25.0,21.0,24150.0,2.78,12.0,2.360655e-05,0.001845081,88,8,0.4685900377306845,47.0,32.26608126190722,0.6865123672746216,21,21,1.0,2
10033018001,原萃綠茶玉露 Pet 580ml,37.0,25.0,24.0,22200.0,14.89,24.0,1.6063026e-05,0.0019127904,1261,53,0.4941054687307493,607.8095238095239,521.8696790433047,0.8586072751417579,21,21,1.0,1
10032008001,立頓瑞士巧克力奶茶TP250ml,34.0,20.0,11.0,7480.0,6.62,24.0,9.331603e-06,0.002048209,661,28,0.4558541162953313,414.8571428571428,196.4419216242515,0.4735170287085952,21,21,1.0,2
14011003001,奇多隨口脆-家常起司,43.0,33.0,20.0,28380.0,2.32,6.0,2.7000671e-05,0.0021328458,101,17,0.5078813379180734,53.285714285714285,38.06197952963411,0.7142998839341522,21,21,1.0,2
14832021001,同榮茄汁鯖魚罐(黃) 230g,35.0,27.0,12.0,11340.0,7.2,24.0,2.1340766e-05,0.0019297177,250,11,0.4611597345181543,175.71428571428572,59.22680377763336,0.3370631109296207,21,21,1.0,2
14804007001,泰山八寶粥 375g,41.0,28.0,13.0,14924.0,10.8,24.0,3.45306e-05,0.0016419528,1282,54,0.5206554108436199,819.4285714285714,369.1271557916826,0.4504689837067256,21,21,1.0,1
10031005001,御茶園特上紅茶250ml,35.0,20.0,11.0,7700.0,6.58,24.0,1.473448e-05,0.0021159186,1392,58,0.5075619419385201,878.8571428571429,409.9919859843953,0.466505835807992,21,21,1.0,1
14500000001,味味A排骨雞麵(袋) 90g,41.0,32.0,13.0,17056.0,3.55,30.0,3.6941994e-05,0.0020143543,1122,38,0.5583492774144926,658.0952380952381,370.4236634938304,0.562872426437803,21,21,1.0,1
10032013001,統一麥香奶茶TP375ml,40.0,20.0,14.0,11200.0,9.8,24.0,1.9338853e-05,0.0021328458,919,39,0.504979750198439,581.4285714285714,269.4922209319912,0.4635001342810659,21,21,1.0,1
14104012001,77蜜蘭諾杏仁鬆塔12入盒裝,74.0,29.0,23.0,49358.0,4.21,15.0,2.0462643e-05,0.0017942989,54,4,0.4470591496592481,31.238095238095237,17.449655474836064,0.5586017758712765,21,21,1.0,2
14502077001,統一肉燥碗麵 85g,43.0,28.0,17.0,20468.0,1.8,12.0,1.3706207e-05,0.002098991,511,43,0.4880680502563425,223.71428571428572,229.09979110796735,1.024073140329356,21,21,1.0,2
10002018001,黑松沙士330ml,41.0,27.0,12.0,13284.0,9.27,24.0,2.2239363e-05,0.001997427,985,42,0.5036360185580838,633.4285714285714,280.6664517587685,0.4430909251942669,21,21,1.0,1
10033025001,生活泡沫綠茶-微甜TP250ml,34.0,20.0,11.0,7480.0,6.45,24.0,1.7016178e-05,0.0015911707,1004,42,0.4494803139019573,664.8571428571429,270.8826841483755,0.4074299073997912,21,21,1.0,1
14502026001,滿漢大餐蔥燒豬肉麵(大碗)193g,50.0,36.0,15.0,27000.0,3.0,12.0,1.3829058e-05,0.0019804998,81,7,0.4451619795483647,47.333333333333336,26.85764943797825,0.5674151289713715,21,21,1.0,2
10031001001,泰山冰鎮檸檬紅茶250ml,35.0,20.0,11.0,7700.0,6.6,24.0,1.610395e-05,0.0020143543,1311,55,0.4990416910298395,839.4285714285714,376.46787000069094,0.4484811249157312,21,21,1.0,1
10021025001,黑松FIN健康補給飲料TP300ml,35.0,20.0,13.0,9100.0,7.77,24.0,2.9043558e-05,0.0019297177,5621,235,0.6863222109195017,3225.4285714285716,1915.2621901825496,0.5938008384833842,21,21,1.0,1
14102250001,義美杏仁巧克力酥片（牛奶巧克力）,51.0,21.0,34.0,36414.0,4.54,10.0,2.9034438e-05,0.001997427,83,9,0.4918294545282148,50.19047619047619,25.570723586983313,0.5094736198545062,21,21,1.0,2
10010002001,波蜜果菜汁TP250ml,35.0,20.0,11.0,7700.0,6.63,24.0,1.6452012e-05,0.0014388246,1565,66,0.456272364609395,937.7142857142856,501.4799241103418,0.5347896814095663,21,21,1.0,1
14502011001,來一客-京燉肉骨 71g,45.0,33.0,20.0,29700.0,3.0,24.0,2.2837632e-05,0.0017942989,553,24,0.476875717832013,298.0,203.87937610263575,0.6841589802101871,21,21,1.0,2
10033043001,御茶園台灣四季春PET550ml,41.0,27.0,24.0,26568.0,14.3,24.0,3.0442648e-05,0.0017604441,781,33,0.5009262983876398,469.5238095238095,248.38269244204977,0.529009791205177,21,21,1.0,1
14505013001,維力炸醬麵(包) 90g,35.0,32.0,14.0,15680.0,3.3,30.0,2.3904577e-05,0.0020312818,756,26,0.5028401004008802,486.42857142857144,214.82052309511104,0.441628094468657,21,21,1.0,1
14502015001,統一阿Q蒜香珍肉(碗)106g,43.0,28.0,23.0,27692.0,2.5,12.0,9.315672e-06,0.0015911707,130,11,0.3850133666599907,77.57142857142857,41.702004062840224,0.5375948958377192,20,21,0.9523809523809524,2
14505138001,拉麵道-日式豚骨(杯)73G,42.0,34.0,13.0,18564.0,1.64,12.0,9.938994e-06,0.0018112262,171,15,0.431060377220949,84.14285714285714,68.8464129162048,0.8182086424676293,21,21,1.0,2
10000005001,可口可樂330ml,40.0,28.0,12.0,13440.0,8.89,24.0,1.14017685e-05,0.0010833503,1178,50,0.4001610228607037,555.7142857142857,496.9125821366514,0.8941871657986016,21,21,1.0,1
14131041001,義美巧克力夾心酥經濟包,56.0,26.0,24.0,34944.0,3.92,8.0,2.030339e-05,0.0016758074,61,8,0.4359911411216463,35.333333333333336,19.95578445797943,0.5647863525843234,21,21,1.0,2
10001012001,雪碧汽水Can 250 ml,40.0,27.0,10.0,10800.0,6.79,24.0,9.929898e-06,0.0013880426,1434,60,0.4278731719293135,769.1428571428571,530.9088703077285,0.6902604183049963,21,21,1.0,1
14102246001,義美臻果巧克力酥片 (牛奶巧克力),51.0,21.0,34.0,36414.0,4.54,10.0,1.4850483e-05,0.0014388246,45,5,0.3997387987721695,24.857142857142858,16.010264564602657,0.6440911031736701,21,21,1.0,2
10031910001,波蜜靠茶初茗紅茶 250ml,35.0,20.0,11.0,7700.0,6.6,24.0,7.491217e-06,0.001218769,896,38,0.386066738548856,485.7142857142857,327.7036989197929,0.6746840860113383,21,21,1.0,1
10010004001,紅牌速纖纖維飲料TP250ml,35.0,20.0,11.0,7700.0,6.73,24.0,9.195119e-06,0.001455752,939,40,0.4121632108940349,556.8571428571429,305.4207402443858,0.548472340100231,21,21,1.0,1
10040025001,悅氏天然水6000ml,34.0,17.0,35.0,20230.0,10.69,2.0,2.5456018e-06,0.0018620082,79,40,0.3957708626537807,48.42857142857143,24.3281142478644,0.502350441696315,21,21,1.0,2
14810006001,綠巨人天然特甜玉米粒,35.0,26.0,18.0,16380.0,10.14,24.0,1.8046732e-05,0.0013541878,269,12,0.410873925251556,145.0,98.43170221021272,0.678839325587674,21,21,1.0,2
14505009001,科學麵原味40gX12特規,26.0,18.0,12.0,5616.0,0.7,1.0,1.6058455e-05,0.0015065339,75,75,0.3891104321918541,36.857142857142854,30.471766792041635,0.826753362574773,18,21,0.8571428571428571,2
10002009001,黑松沙士600 ml,43.0,28.0,24.0,28896.0,16.02,24.0,5.5325404e-06,0.0016250254,410,18,0.4081264027080937,199.42857142857144,168.19648374106143,0.8433921104494485,21,21,1.0,2
14121020001,盛香珍濃厚芋頭牛奶巧克酥,36.0,24.0,18.0,15552.0,1.73,10.0,9.242879e-06,0.001946645,55,6,0.4163078479834984,38.23809523809524,12.852644715795895,0.3361214682835788,21,21,1.0,2
10021001001,舒跑(小)Can245ml,41.0,28.0,10.0,11480.0,6.48,24.0,6.8519726e-06,0.0013372605,1192,50,0.404299443529952,666.2857142857143,419.8220030985921,0.6300930578237874,21,21,1.0,1
14023248001,卡迪那95度C北海道松露薯條,42.0,22.0,13.0,12012.0,2.11,12.0,9.365728e-06,0.0017773715,37,4,0.4063848824420114,23.19047619047619,11.034577688425813,0.4758236785563492,21,21,1.0,2
14501063001,統一蔥燒牛肉碗麵 90g,42.0,28.0,17.0,19992.0,1.8,12.0,1.7648606e-05,0.0015403887,357,30,0.4265196895829058,206.0,120.57362895757927,0.5853088784348508,21,21,1.0,2
10001006001,雪碧汽水330ml,40.0,28.0,12.0,13440.0,8.95,24.0,1.6561224e-05,0.0014218972,714,30,0.4199317678049983,479.1428571428572,187.6406900739511,0.3916174211442032,21,21,1.0,1
10032010001,立頓鮮漾綠奶茶TP250ml,34.0,20.0,11.0,7480.0,6.68,24.0,1.2391344e-05,0.0013541878,843,36,0.4066688641396052,545.1428571428571,237.47637476479332,0.4356222807530276,21,21,1.0,1
14501022001,滿漢大餐蔥燒牛肉(袋) 187g,34.0,26.0,15.0,13260.0,2.75,12.0,1.5159881e-05,0.0016588802,193,17,0.4137918414454876,135.71428571428572,45.328956371333824,0.3340028364203545,21,21,1.0,2
14503013001,統一鮮蝦碗麵83g,41.0,28.0,17.0,19516.0,1.7,12.0,8.555853e-06,0.0012356964,277,24,0.373336296116699,123.42857142857144,122.5832661616468,0.9931514619577866,20,21,0.9523809523809524,2
14804012001,泰山八寶粥禮盒375g*12,42.0,28.0,13.0,15288.0,10.95,2.0,6.5425847e-06,0.0014726793,23,12,0.3663802273763356,14.857142857142858,6.405354902624165,0.4311296569073957,21,21,1.0,2
10001014001,雪碧易開罐235ml,34.0,22.0,14.0,10472.0,6.55,24.0,5.4665625e-06,0.0013880426,164,7,0.3637252153382652,100.57142857142856,50.56933006138349,0.5028200432239835,21,21,1.0,2
14500023001,統一大補帖當歸鴨細麵(碗)102g,43.0,29.0,18.0,22446.0,3.0,12.0,9.304304e-06,0.0012695511,155,13,0.3770771638239987,76.95238095238095,61.71100079440957,0.8019375103233917,21,21,1.0,2
10010035001,波蜜BCE果菜汁TP250ml,34.0,20.0,11.0,7480.0,6.61,24.0,1.0496366e-05,0.0011849144,794,34,0.3825497585578271,520.8571428571429,217.84725972898667,0.4182476187885097,21,21,1.0,1
14120012001,奧利奧巧克力三明治餅乾原味香,44.0,33.0,16.0,23232.0,7.08,12.0,1.2637021e-05,0.0011510596,35,3,0.360219540654533,20.952380952380953,11.079152451682347,0.5287777306484758,21,21,1.0,2
10035034001,波蜜漢宮冬瓜茶TP250ml,34.0,20.0,11.0,7480.0,6.58,24.0,7.882496e-06,0.001167987,929,39,0.3825242370218278,519.7142857142857,327.0273907270067,0.6292445670942955,21,21,1.0,1
10033068001,波蜜靠茶初茗綠茶 250ml,35.0,20.0,11.0,7700.0,5.0,24.0,4.8250367e-06,0.001218769,664,28,0.3691879854109497,365.7142857142857,238.15901050708595,0.6512160443553131,21,21,1.0,2
14003029001,海太加鈣營養餅乾,37.0,36.0,24.0,31968.0,5.17,18.0,1.4620726e-05,0.0011341323,58,4,0.3701405908461358,32.476190476190474,20.373068123429636,0.627323212011763,21,21,1.0,2
14820013001,愛之味壺底蔭瓜140g,36.0,25.0,18.0,16200.0,13.99,48.0,9.6182375e-06,0.0014388246,113,3,0.3760137160233596,73.85714285714286,31.082608825974873,0.4208477017056559,21,21,1.0,2
14505917001,科學麵香蔥雞汁風味40g,39.0,31.0,12.0,14508.0,2.02,40.0,1.0316628e-05,0.0011341323,349,9,0.3631140967645984,209.52380952380952,111.02820319523282,0.529907333431793,21,21,1.0,2
10030013001,開喜凍頂烏龍茶微糖TP 250ml,35.0,20.0,11.0,7700.0,6.58,24.0,9.019935e-06,0.0011510596,602,26,0.3682033870194187,380.2857142857143,176.76570449528464,0.4648234152768566,21,21,1.0,2
14131027001,義美牛奶夾心酥經濟包,56.0,26.0,23.0,33488.0,3.93,8.0,1.2147909e-05,0.0011849144,50,7,0.3720842700847678,25.761904761904763,19.117805213739267,0.7420959509954244,21,21,1.0,2
14620014001,龜甲萬甘醇醬油 1600ml,33.0,23.0,28.0,21252.0,12.21,6.0,6.2172717e-06,0.0009140768,56,10,0.3345952662209858,26.61904761904762,23.42749707176631,0.8801027522488238,21,21,1.0,2
14831002001,紅鷹牌紅燒鰻(易開罐)100g,32.0,23.0,18.0,13248.0,8.13,48.0,7.846093e-06,0.0008294401,83,2,0.3142235666772544,44.142857142857146,30.669668590132687,0.6947821363460479,20,21,0.9523809523809524,2
10002003001,黑松加鹽沙士600 ml,43.0,28.0,24.0,28896.0,16.03,24.0,4.9274104e-06,0.0008463674,179,8,0.3184195002734811,97.9047619047619,64.67913478232741,0.6606331860062625,21,21,1.0,2
14501086001,一度贊-紅燒牛肉(袋) 200g,31.0,30.0,14.0,13020.0,2.87,12.0,8.633212e-06,0.0010494955,72,6,0.3341316629356409,47.714285714285715,19.393666123615866,0.406454080435063,21,21,1.0,2
10011016001,黑松蘋果C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24.0,5.905613e-06,0.0008463674,412,18,0.3324179655543633,213.42857142857144,158.30873994463207,0.741741084077928,21,21,1.0,2
14833010001,新東陽辣味肉醬 160g,35.0,27.0,10.0,9450.0,5.5,24.0,1.0644212e-05,0.00086329476,122,6,0.3325394766891346,70.42857142857143,40.98728025689363,0.5819694965481853,21,21,1.0,2
