order_id,item_code,item_name,item_quantity,order_date
DO_0000303038,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 12.15
DO_0000321248,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 14.34
DO_0000321335,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 15.23
DO_0000284512,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 15.38
DO_0000284521,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 15.38
DO_0000284527,10000011001,可口可樂 Can 250 ml,24,08/08/21 15.38
DO_0000284527,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 15.38
DO_0000284526,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 15.38
DO_0000284525,10000011001,可口可樂 Can 250 ml,24,08/08/21 15.38
DO_0000284525,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 15.38
DO_0000299907,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 15.38
DO_0000299659,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 15.38
DO_0000320762,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 16.15
DO_0000321405,10000011001,可口可樂 Can 250 ml,24,08/08/21 16.15
DO_0000321422,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 16.15
DO_0000321332,10000011001,可口可樂 Can 250 ml,24,08/08/21 16.15
DO_0000310206,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 16.27
DO_0000309829,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 16.27
DO_0000309860,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 16.27
DO_0000320866,10000011001,可口可樂 Can 250 ml,24,08/08/21 16.34
DO_0000320960,10000011001,可口可樂 Can 250 ml,24,08/08/21 16.34
DO_0000321078,10000011001,可口可樂 Can 250 ml,24,08/08/21 17.05
DO_0000321109,10000011001,可口可樂 Can 250 ml,48,08/08/21 17.05
DO_0000326475,10000011001,可口可樂 Can 250 ml,24,08/08/21 17.10
DO_0000326475,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 17.10
DO_0000326571,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 17.11
DO_0000326596,10000011001,可口可樂 Can 250 ml,24,08/08/21 17.11
DO_0000320983,10000011001,可口可樂 Can 250 ml,48,08/08/21 17.35
DO_0000321399,10000011001,可口可樂 Can 250 ml,24,08/08/21 17.45
DO_0000321395,10000011001,可口可樂 Can 250 ml,24,08/08/21 17.45
DO_0000324042,10000011001,可口可樂 Can 250 ml,24,08/08/21 17.48
DO_0000325673,10021025001,黑松FIN補給飲料TP300ml,6,08/08/21 17.50
DO_0000325911,10000011001,可口可樂 Can 250 ml,24,08/08/21 17.57
DO_0000321478,10000011001,可口可樂 Can 250 ml,24,08/08/21 18.11
DO_0000321030,10000011001,可口可樂 Can 250 ml,24,08/08/21 18.13
DO_0000325934,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 19.35
DO_0000321330,10000011001,可口可樂 Can 250 ml,48,08/08/21 19.35
DO_0000321330,10021025001,黑松FIN補給飲料TP300ml,36,08/08/21 19.35
DO_0000321330,10021025001,黑松FIN補給飲料TP300ml,12,08/08/21 19.35
DO_0000325725,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 19.35
DO_0000325476,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 19.35
DO_0000303021,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000320787,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000300750,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000309691,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000320907,10000011001,可口可樂 Can 250 ml,24,08/08/21 20.10
DO_0000320907,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000321507,10021025001,黑松FIN補給飲料TP300ml,12,08/08/21 20.10
DO_0000320772,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000321386,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 20.10
DO_0000321424,10000011001,可口可樂 Can 250 ml,48,08/08/21 20.10
DO_0000321424,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 20.10
DO_0000321038,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000325354,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 20.10
DO_0000306718,10021025001,黑松FIN補給飲料TP300ml,12,08/08/21 20.10
DO_0000311320,10021025001,黑松FIN補給飲料TP300ml,6,08/08/21 20.10
DO_0000320766,10000011001,可口可樂 Can 250 ml,24,08/08/21 20.10
DO_0000320766,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000321441,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000321500,10000011001,可口可樂 Can 250 ml,24,08/08/21 20.10
DO_0000321500,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000321053,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000321292,10000011001,可口可樂 Can 250 ml,48,08/08/21 20.10
DO_0000307869,10021025001,黑松FIN補給飲料TP300ml,24,08/08/21 20.10
DO_0000325139,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 20.10
DO_0000325903,10000011001,可口可樂 Can 250 ml,24,08/08/21 21.25
DO_0000326567,10000011001,可口可樂 Can 250 ml,24,08/08/21 22.39
DO_0000326589,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 22.39
DO_0000326533,10021025001,黑松FIN補給飲料TP300ml,48,08/08/21 22.48
DO_0000326822,10021025001,黑松FIN補給飲料TP300ml,12,08/08/21 23.57
DO_0000326971,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 00.06
DO_0000327011,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 00.06
DO_0000326986,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 00.06
DO_0000327014,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 00.06
DO_0000327003,10021025001,黑松FIN補給飲料TP300ml,6,08/09/21 00.42
DO_0000327269,10000011001,可口可樂 Can 250 ml,48,08/09/21 00.49
DO_0000327297,10000011001,可口可樂 Can 250 ml,24,08/09/21 00.49
DO_0000327306,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 00.49
DO_0000327000,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 02.06
DO_0000320674,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 02.06
DO_0000325734,10021025001,黑松FIN補給飲料TP300ml,12,08/09/21 02.06
DO_0000325734,10021025001,黑松FIN補給飲料TP300ml,12,08/09/21 02.06
DO_0000327033,10000011001,可口可樂 Can 250 ml,24,08/09/21 02.39
DO_0000327013,10000011001,可口可樂 Can 250 ml,24,08/09/21 02.39
DO_0000326953,10000011001,可口可樂 Can 250 ml,24,08/09/21 02.50
DO_0000321110,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 03.24
DO_0000325116,10000011001,可口可樂 Can 250 ml,24,08/09/21 03.24
DO_0000327009,10000011001,可口可樂 Can 250 ml,48,08/09/21 03.24
DO_0000327296,10000011001,可口可樂 Can 250 ml,24,08/09/21 07.08
DO_0000307818,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.08
DO_0000309678,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.08
DO_0000321642,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.08
DO_0000299151,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.08
DO_0000308266,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.08
DO_0000325158,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.08
DO_0000302443,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.08
DO_0000299217,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.08
DO_0000327129,10000011001,可口可樂 Can 250 ml,24,08/09/21 07.08
DO_0000321746,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.08
DO_0000327529,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.08
DO_0000328018,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.09
DO_0000327284,10000011001,可口可樂 Can 250 ml,48,08/09/21 07.37
DO_0000302729,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.37
DO_0000309885,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.37
DO_0000327452,10000011001,可口可樂 Can 250 ml,24,08/09/21 07.37
DO_0000321577,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.37
DO_0000325289,10021025001,黑松FIN補給飲料TP300ml,30,08/09/21 07.37
DO_0000325289,10021025001,黑松FIN補給飲料TP300ml,18,08/09/21 07.37
DO_0000324974,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.37
DO_0000320562,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.37
DO_0000327125,10000011001,可口可樂 Can 250 ml,24,08/09/21 07.37
DO_0000327125,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.37
DO_0000323595,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.37
DO_0000326295,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.37
DO_0000327441,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 07.37
DO_0000325181,10000011001,可口可樂 Can 250 ml,48,08/09/21 07.37
DO_0000325181,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.37
DO_0000300467,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.37
DO_0000327681,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.37
DO_0000327233,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 07.37
DO_0000325091,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 09.29
DO_0000310348,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.29
DO_0000310389,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.29
DO_0000321907,10021025001,黑松FIN補給飲料TP300ml,6,08/09/21 09.53
DO_0000309735,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 09.53
DO_0000285535,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.53
DO_0000287450,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.53
DO_0000277089,10000011001,可口可樂 Can 250 ml,24,08/09/21 09.53
DO_0000326279,10000011001,可口可樂 Can 250 ml,24,08/09/21 09.53
DO_0000321966,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 09.53
DO_0000308649,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.53
DO_0000325730,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 09.54
DO_0000325180,10000011001,可口可樂 Can 250 ml,24,08/09/21 09.53
DO_0000325180,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.53
DO_0000328284,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.54
DO_0000327120,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 09.54
DO_0000328258,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 11.02
DO_0000330215,10000011001,可口可樂 Can 250 ml,24,08/09/21 11.02
DO_0000331278,10000011001,可口可樂 Can 250 ml,48,08/09/21 11.02
DO_0000327264,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 11.02
DO_0000330694,10000011001,可口可樂 Can 250 ml,24,08/09/21 11.02
DO_0000327276,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 11.56
DO_0000327119,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 11.56
DO_0000333277,10000011001,可口可樂 Can 250 ml,48,08/09/21 13.16
DO_0000325191,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 13.16
DO_0000332594,10000011001,可口可樂 Can 250 ml,24,08/09/21 13.16
DO_0000331656,10000011001,可口可樂 Can 250 ml,24,08/09/21 13.16
DO_0000325166,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 13.59
DO_0000327518,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 13.59
DO_0000326231,10000011001,可口可樂 Can 250 ml,24,08/09/21 13.59
DO_0000327709,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.08
DO_0000325121,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.08
DO_0000327389,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.08
DO_0000327247,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.08
DO_0000325257,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.08
DO_0000327445,10021025001,黑松FIN補給飲料TP300ml,6,08/09/21 14.08
DO_0000327250,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.08
DO_0000321950,10000011001,可口可樂 Can 250 ml,48,08/09/21 14.08
DO_0000321797,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.09
DO_0000327573,10000011001,可口可樂 Can 250 ml,48,08/09/21 14.09
DO_0000321847,10000011001,可口可樂 Can 250 ml,48,08/09/21 14.21
DO_0000322378,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.21
DO_0000289163,10000011001,可口可樂 Can 250 ml,48,08/09/21 14.22
DO_0000321958,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.22
DO_0000321861,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 14.22
DO_0000321957,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 14.22
DO_0000302909,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.22
DO_0000309787,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.22
DO_0000327128,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.22
DO_0000328047,10021025001,黑松FIN補給飲料TP300ml,18,08/09/21 14.22
DO_0000327318,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 14.22
DO_0000325185,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.22
DO_0000321683,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.22
DO_0000302917,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 14.22
DO_0000332484,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.22
DO_0000334184,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.30
DO_0000334140,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.30
DO_0000334205,10000011001,可口可樂 Can 250 ml,24,08/09/21 14.30
DO_0000334258,10000011001,可口可樂 Can 250 ml,48,08/09/21 15.57
DO_0000334269,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 15.57
DO_0000334415,10000011001,可口可樂 Can 250 ml,48,08/09/21 17.27
DO_0000334388,10000011001,可口可樂 Can 250 ml,24,08/09/21 17.27
DO_0000333889,10000011001,可口可樂 Can 250 ml,48,08/09/21 17.33
DO_0000336017,10000011001,可口可樂 Can 250 ml,48,08/09/21 17.33
DO_0000335602,10000011001,可口可樂 Can 250 ml,24,08/09/21 17.33
DO_0000334396,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 17.33
DO_0000334212,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 17.33
DO_0000321650,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 17.34
DO_0000332243,10000011001,可口可樂 Can 250 ml,24,08/09/21 17.34
DO_0000334628,10000011001,可口可樂 Can 250 ml,24,08/09/21 19.44
DO_0000335589,10000011001,可口可樂 Can 250 ml,24,08/09/21 19.44
DO_0000334390,10021025001,黑松FIN補給飲料TP300ml,48,08/09/21 19.44
DO_0000334427,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 20.00
DO_0000332469,10000011001,可口可樂 Can 250 ml,48,08/09/21 20.01
DO_0000336299,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 20.01
DO_0000334138,10000011001,可口可樂 Can 250 ml,24,08/09/21 20.02
DO_0000335696,10000011001,可口可樂 Can 250 ml,24,08/09/21 20.01
DO_0000327190,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 20.02
DO_0000336694,10000011001,可口可樂 Can 250 ml,48,08/09/21 20.47
DO_0000336684,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 20.47
DO_0000336707,10000011001,可口可樂 Can 250 ml,24,08/09/21 20.47
DO_0000336695,10000011001,可口可樂 Can 250 ml,24,08/09/21 20.47
DO_0000336718,10000011001,可口可樂 Can 250 ml,24,08/09/21 20.47
DO_0000336718,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 20.47
DO_0000336682,10021025001,黑松FIN補給飲料TP300ml,24,08/09/21 20.47
DO_0000336741,10000011001,可口可樂 Can 250 ml,24,08/09/21 20.47
DO_0000303131,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 01.49
DO_0000321591,10000011001,可口可樂 Can 250 ml,24,08/10/21 01.49
DO_0000336808,10000011001,可口可樂 Can 250 ml,48,08/10/21 01.50
DO_0000336715,10000011001,可口可樂 Can 250 ml,24,08/10/21 01.50
DO_0000336806,10000011001,可口可樂 Can 250 ml,24,08/10/21 01.50
DO_0000336806,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 01.50
DO_0000336817,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 01.51
DO_0000336829,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 01.51
DO_0000336814,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 01.51
DO_0000336838,10000011001,可口可樂 Can 250 ml,24,08/10/21 01.51
DO_0000336841,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 01.51
DO_0000336870,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 01.52
DO_0000336847,10000011001,可口可樂 Can 250 ml,24,08/10/21 01.52
DO_0000336853,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 01.52
DO_0000337565,10000011001,可口可樂 Can 250 ml,24,08/10/21 01.52
DO_0000301542,10021025001,黑松FIN補給飲料TP300ml,6,08/10/21 06.44
DO_0000301542,10021025001,黑松FIN補給飲料TP300ml,18,08/10/21 06.44
DO_0000321778,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 06.44
DO_0000321017,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 06.44
DO_0000321020,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 06.44
DO_0000321022,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 06.44
DO_0000325039,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 06.44
DO_0000325067,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 06.44
DO_0000337330,10000011001,可口可樂 Can 250 ml,24,08/10/21 06.44
DO_0000325049,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 06.44
DO_0000326230,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 06.44
DO_0000299984,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 07.01
DO_0000321700,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 07.02
DO_0000300722,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 07.02
DO_0000324994,10021025001,黑松FIN補給飲料TP300ml,12,08/10/21 07.02
DO_0000324994,10021025001,黑松FIN補給飲料TP300ml,30,08/10/21 07.02
DO_0000324994,10021025001,黑松FIN補給飲料TP300ml,6,08/10/21 07.02
DO_0000300470,10021025001,黑松FIN補給飲料TP300ml,6,08/10/21 07.02
DO_0000327568,10021025001,黑松FIN補給飲料TP300ml,36,08/10/21 07.02
DO_0000324983,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 07.02
DO_0000302523,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 07.02
DO_0000325029,10000011001,可口可樂 Can 250 ml,24,08/10/21 07.02
DO_0000321804,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 07.02
DO_0000321621,10021025001,黑松FIN補給飲料TP300ml,18,08/10/21 07.02
DO_0000321621,10021025001,黑松FIN補給飲料TP300ml,6,08/10/21 07.02
DO_0000335732,10000011001,可口可樂 Can 250 ml,24,08/10/21 07.02
DO_0000296706,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 07.10
DO_0000286071,10000011001,可口可樂 Can 250 ml,24,08/10/21 07.10
DO_0000337058,10000011001,可口可樂 Can 250 ml,24,08/10/21 07.12
DO_0000339182,10000011001,可口可樂 Can 250 ml,24,08/10/21 09.34
DO_0000298990,10021025001,黑松FIN補給飲料TP300ml,6,08/10/21 09.37
DO_0000300293,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 09.37
DO_0000299906,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 09.37
DO_0000296998,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 09.37
DO_0000299113,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 09.37
DO_0000333630,10000011001,可口可樂 Can 250 ml,24,08/10/21 09.44
DO_0000336996,10000011001,可口可樂 Can 250 ml,24,08/10/21 10.01
DO_0000336925,10000011001,可口可樂 Can 250 ml,24,08/10/21 10.01
DO_0000325309,10000011001,可口可樂 Can 250 ml,24,08/10/21 10.22
DO_0000337037,10000011001,可口可樂 Can 250 ml,24,08/10/21 10.33
DO_0000327921,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 10.40
DO_0000302338,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 10.51
DO_0000321899,10021025001,黑松FIN補給飲料TP300ml,12,08/10/21 10.51
DO_0000327959,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 10.51
DO_0000327959,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 10.51
DO_0000327567,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 10.51
DO_0000327839,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 10.51
DO_0000325025,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 10.51
DO_0000342140,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.08
DO_0000342070,10000011001,可口可樂 Can 250 ml,48,08/10/21 15.08
DO_0000302500,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 15.13
DO_0000341762,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.13
DO_0000325070,10000011001,可口可樂 Can 250 ml,48,08/10/21 15.13
DO_0000334665,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.13
DO_0000327901,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.13
DO_0000342691,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.13
DO_0000327724,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.13
DO_0000339201,10000011001,可口可樂 Can 250 ml,48,08/10/21 15.13
DO_0000339168,10000011001,可口可樂 Can 250 ml,48,08/10/21 15.15
DO_0000337054,10000011001,可口可樂 Can 250 ml,48,08/10/21 15.15
DO_0000337756,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.15
DO_0000344331,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 15.53
DO_0000344345,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 15.53
DO_0000329255,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.53
DO_0000325510,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.54
DO_0000299656,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 15.54
DO_0000343727,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.54
DO_0000343727,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.54
DO_0000321749,10021025001,黑松FIN補給飲料TP300ml,18,08/10/21 15.54
DO_0000321749,10021025001,黑松FIN補給飲料TP300ml,6,08/10/21 15.54
DO_0000344295,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 15.54
DO_0000337063,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.54
DO_0000325077,10000011001,可口可樂 Can 250 ml,24,08/10/21 15.54
DO_0000325077,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 15.54
DO_0000344304,10021025001,黑松FIN補給飲料TP300ml,48,08/10/21 15.54
DO_0000344443,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 17.06
DO_0000344397,10000011001,可口可樂 Can 250 ml,24,08/10/21 17.39
DO_0000339178,10000011001,可口可樂 Can 250 ml,24,08/10/21 17.39
DO_0000344298,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 17.41
DO_0000344500,10000011001,可口可樂 Can 250 ml,24,08/10/21 17.53
DO_0000345210,10000011001,可口可樂 Can 250 ml,24,08/10/21 18.04
DO_0000344618,10000011001,可口可樂 Can 250 ml,24,08/10/21 18.53
DO_0000344255,10000011001,可口可樂 Can 250 ml,24,08/10/21 18.53
DO_0000344280,10000011001,可口可樂 Can 250 ml,24,08/10/21 18.53
DO_0000325527,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 20.11
DO_0000345444,10000011001,可口可樂 Can 250 ml,48,08/10/21 20.11
DO_0000342649,10000011001,可口可樂 Can 250 ml,24,08/10/21 20.11
DO_0000287015,10000011001,可口可樂 Can 250 ml,48,08/10/21 20.33
DO_0000345478,10000011001,可口可樂 Can 250 ml,48,08/10/21 22.12
DO_0000345509,10021025001,黑松FIN補給飲料TP300ml,24,08/10/21 22.53
DO_0000345629,10000011001,可口可樂 Can 250 ml,24,08/11/21 00.03
DO_0000345645,10000011001,可口可樂 Can 250 ml,24,08/11/21 00.03
DO_0000345605,10000011001,可口可樂 Can 250 ml,24,08/11/21 00.03
DO_0000345614,10000011001,可口可樂 Can 250 ml,48,08/11/21 00.03
DO_0000345542,10000011001,可口可樂 Can 250 ml,48,08/11/21 00.03
DO_0000345529,10000011001,可口可樂 Can 250 ml,48,08/11/21 00.03
DO_0000345557,10000011001,可口可樂 Can 250 ml,24,08/11/21 00.03
DO_0000345617,10000011001,可口可樂 Can 250 ml,48,08/11/21 00.03
DO_0000345559,10000011001,可口可樂 Can 250 ml,24,08/11/21 00.03
DO_0000345599,10000011001,可口可樂 Can 250 ml,24,08/11/21 00.03
DO_0000345608,10000011001,可口可樂 Can 250 ml,24,08/11/21 00.03
DO_0000345513,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 00.03
DO_0000345639,10000011001,可口可樂 Can 250 ml,24,08/11/21 03.18
DO_0000332082,10000011001,可口可樂 Can 250 ml,24,08/11/21 06.59
DO_0000337170,10000011001,可口可樂 Can 250 ml,48,08/11/21 06.59
DO_0000327900,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 07.08
DO_0000307355,10021025001,黑松FIN補給飲料TP300ml,6,08/11/21 07.08
DO_0000345714,10000011001,可口可樂 Can 250 ml,24,08/11/21 07.08
DO_0000311270,10021025001,黑松FIN補給飲料TP300ml,18,08/11/21 07.08
DO_0000345785,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 07.08
DO_0000325010,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 07.08
DO_0000345896,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 07.08
DO_0000325036,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 07.08
DO_0000345965,10000011001,可口可樂 Can 250 ml,24,08/11/21 07.08
DO_0000325028,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 07.08
DO_0000343115,10000011001,可口可樂 Can 250 ml,48,08/11/21 07.08
DO_0000301559,10021025001,黑松FIN補給飲料TP300ml,6,08/11/21 07.08
DO_0000301559,10021025001,黑松FIN補給飲料TP300ml,6,08/11/21 07.08
DO_0000345957,10000011001,可口可樂 Can 250 ml,48,08/11/21 07.22
DO_0000343734,10000011001,可口可樂 Can 250 ml,24,08/11/21 07.22
DO_0000346043,10021025001,黑松FIN補給飲料TP300ml,48,08/11/21 07.22
DO_0000345840,10000011001,可口可樂 Can 250 ml,24,08/11/21 07.22
