item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_pod_inventory_level,item_warehouse_inventory_level
235,12123021001,0,1,2,5.0,20.0,21.0,2100.0,0.072,1.0,2100.0,0.072,PCS,0.6,0.5
236,12123044001,0,1,0,13.0,10.0,16.0,2170.0,0.2,1.0,2169.86,0.2,PCS,0.6,0.5
237,12123070001,0,2,2,8.0,12.0,11.0,1102.0,0.13,1.0,1102.08,0.13,PCS,0.6,0.5
238,12123106001,0,1,2,42.0,33.0,27.0,37422.0,2.89,12.0,3118.5,0.241,PCS,0.6,0.5
239,12123151001,0,1,0,43.0,36.0,26.0,40248.0,2.56,24.0,1677.0,0.107,PCS,0.6,0.5
240,12125005001,0,1,0,42.0,31.0,17.0,22134.0,2.4,24.0,922.3,0.1,PCS,0.6,0.5
241,12151073001,0,3,1,34.0,22.0,24.0,17952.0,7.51,12.0,1496.0,0.626,PCS,0.6,0.5
242,12201006001,0,1,9,20.0,10.0,8.0,1785.0,0.2,1.0,1785.0,0.2,PCS,0.6,0.5
243,12201099001,0,1,4,48.0,36.0,36.0,62208.0,10.636,60.0,1036.8,0.177,PCS,0.6,0.5
244,12202006001,0,1,3,31.0,21.0,22.0,14322.0,1.0,1.0,14322.0,1.0,PCS,0.6,0.5
245,12212003001,0,3,3,36.0,24.0,25.0,21600.0,10.6,16.0,1350.0,0.662,PCS,0.6,0.5
246,12233028001,0,1,0,60.0,26.0,43.0,67080.0,8.34,5.0,13416.0,1.668,PCS,0.6,0.5
247,12234916001,0,1,0,44.0,40.0,27.0,47520.0,5.25,6.0,7920.0,0.875,PCS,0.6,0.5
248,12320018001,0,1,3,23.0,15.0,9.0,3105.0,1.088,12.0,258.8,0.091,PCS,0.6,0.5
249,12323010001,0,2,0,23.0,16.0,17.0,6256.0,0.66,6.0,1042.7,0.11,PCS,0.6,0.5
250,12323109001,0,2,0,40.0,28.0,13.0,14560.0,1.95,6.0,2426.7,0.325,PCS,0.6,0.5
251,12326002001,0,1,0,38.0,29.0,24.0,26448.0,0.74,6.0,4408.0,0.123,PCS,0.6,0.5
252,12326121001,0,1,1,26.0,18.0,17.0,7956.0,0.63,3.0,2652.0,0.21,PCS,0.6,0.5
253,12327007001,0,3,2,54.0,40.0,30.0,64800.0,15.2,12.0,5400.0,1.267,PCS,0.6,0.5
254,12327018001,0,1,5,35.0,24.0,16.0,13440.0,7.264,24.0,560.0,0.303,PCS,0.6,0.5
255,12327046001,0,1,0,54.0,30.0,21.0,34020.0,9.3,4.0,8505.0,2.325,PCS,0.6,0.5
256,12327056001,0,3,14,41.0,28.0,10.0,11480.0,7.7,24.0,478.3,0.321,PCS,0.6,0.5
257,12327063001,0,1,0,41.0,27.0,10.0,11070.0,7.7,1.0,11070.0,7.7,PCS,0.6,0.5
258,12344036001,0,1,0,25.0,17.0,6.0,2550.0,0.632,10.0,255.0,0.063,PCS,0.6,0.5
259,14002006001,0,1,2,46.0,35.0,30.0,48300.0,6.29,12.0,4025.0,0.524,PCS,0.6,0.5
260,14002022001,0,7,7,34.0,27.0,18.0,16524.0,2.13,12.0,1377.0,0.178,PCS,0.6,0.5
261,14010039001,0,1,3,39.0,26.0,18.0,18252.0,1.55,15.0,1216.8,0.103,PCS,0.6,0.5
262,14111053001,0,1,5,47.0,20.0,25.0,23500.0,2.91,12.0,1958.3,0.243,PCS,0.6,0.5
263,14130044001,0,5,2,51.0,33.0,21.0,35343.0,4.792,12.0,2945.3,0.399,PCS,0.6,0.5
264,14133930001,0,4,1,47.0,44.0,26.0,53768.0,6.1,18.0,2987.1,0.339,PCS,0.6,0.5
265,14203005001,0,6,2,50.0,33.0,21.0,34650.0,3.3,20.0,1732.5,0.165,PCS,0.6,0.5
266,14204022001,0,1,0,52.0,40.0,40.0,83200.0,5.5,20.0,4160.0,0.275,PCS,0.6,0.5
267,14204899001,0,8,6,39.0,29.0,27.0,30537.0,2.27,20.0,1526.9,0.114,PCS,0.6,0.5
268,14210058001,0,7,3,36.0,21.0,19.0,14364.0,1.17,20.0,718.2,0.058,PCS,0.6,0.5
269,14210127001,0,4,2,49.0,28.0,19.0,26068.0,8.52,12.0,2172.3,0.71,PCS,0.6,0.5
270,14210216001,0,1,0,30.0,21.0,23.0,14490.0,1.65,12.0,1207.5,0.137,PCS,0.6,0.5
271,14211052001,0,7,3,36.0,22.0,19.0,15048.0,1.66,20.0,752.4,0.083,PCS,0.6,0.5
272,14213008001,0,5,1,34.0,27.0,18.0,16524.0,0.93,12.0,1377.0,0.078,PCS,0.6,0.5
273,14222009001,0,1,2,39.0,21.0,26.0,21294.0,10.25,40.0,532.4,0.256,PCS,0.6,0.5
274,14222036001,0,1,1,45.0,26.0,16.0,18720.0,5.67,30.0,624.0,0.189,PCS,0.6,0.5
275,14225008001,0,1,0,32.0,24.0,10.0,7680.0,3.39,24.0,320.0,0.141,PCS,0.6,0.5
276,14225933001,0,6,2,24.0,15.0,17.0,6120.0,2.0,36.0,170.0,0.056,PCS,0.6,0.5
277,14226002001,0,6,6,34.0,24.0,33.0,26928.0,19.63,36.0,748.0,0.545,PCS,0.6,0.5
278,14226035001,0,4,6,42.0,19.0,17.0,13566.0,2.78,60.0,226.1,0.046,PCS,0.6,0.5
279,14241025001,0,1,1,40.0,25.0,19.0,19000.0,3.38,20.0,950.0,0.169,PCS,0.6,0.5
280,14242128001,0,1,0,47.0,36.5,25.0,42887.5,6.7,20.0,2144.4,0.335,PCS,0.6,0.5
281,14242210001,0,1,1,31.0,19.0,12.0,7068.0,1.68,10.0,706.8,0.168,PCS,0.6,0.5
282,14243021001,0,1,1,32.0,24.0,13.0,9984.0,2.55,12.0,832.0,0.212,PCS,0.6,0.5
283,14243069001,0,2,7,49.0,33.0,18.0,29106.0,5.5,30.0,970.2,0.183,PCS,0.6,0.5
284,14243106001,0,4,1,30.0,23.0,10.0,6900.0,1.8,10.0,690.0,0.18,PCS,0.6,0.5
285,14243110001,0,3,1,39.0,30.0,17.0,19890.0,4.4,12.0,1657.5,0.367,PCS,0.6,0.5
286,14243111001,0,2,1,39.0,30.0,17.0,19890.0,4.4,12.0,1657.5,0.367,PCS,0.6,0.5
287,14243131001,0,1,0,54.0,24.0,17.0,22032.0,7.69,10.0,2203.2,0.769,PCS,0.6,0.5
288,14243152001,0,1,0,37.0,30.0,15.0,16650.0,3.6,12.0,1387.5,0.3,PCS,0.6,0.5
289,14244077001,0,1,1,45.0,28.0,33.0,41580.0,3.9,8.0,5197.5,0.488,PCS,0.6,0.5
290,14244087001,0,1,0,31.0,25.0,14.0,10850.0,2.24,12.0,904.2,0.187,PCS,0.6,0.5
291,14303897001,0,7,3,49.0,34.0,15.0,24990.0,3.24,12.0,2082.5,0.27,PCS,0.6,0.5
292,14304001001,0,7,3,44.0,32.0,33.0,46464.0,7.81,24.0,1936.0,0.325,PCS,0.6,0.5
293,14304084001,0,1,0,34.0,29.0,18.0,17748.0,4.12,12.0,1479.0,0.343,PCS,0.6,0.5
294,14310053001,0,1,0,52.0,22.0,20.0,22880.0,6.0,6.0,3813.3,1.0,PCS,0.6,0.5
295,14311015001,0,1,1,46.0,40.0,23.0,42320.0,8.96,20.0,2116.0,0.448,PCS,0.6,0.5
296,14311066001,0,3,1,51.0,24.0,22.0,26928.0,1.9,12.0,2244.0,0.158,PCS,0.6,0.5
297,14311093001,0,5,2,33.0,25.0,23.0,18975.0,3.51,6.0,3162.5,0.585,PCS,0.6,0.5
298,14311189001,0,1,1,50.0,28.0,18.0,25200.0,4.45,12.0,2100.0,0.371,PCS,0.6,0.5
299,14313004001,0,4,1,18.0,12.0,8.0,1966.0,0.1,1.0,1965.63,0.1,PCS,0.6,0.5
300,14313008001,0,3,1,18.0,12.0,8.0,1966.0,0.1,1.0,1965.63,0.1,PCS,0.6,0.5
301,14340002001,0,5,1,27.0,20.0,13.0,7020.0,6.34,12.0,585.0,0.528,PCS,0.6,0.5
302,14350001001,0,9,6,36.0,30.0,26.0,28080.0,2.72,10.0,2808.0,0.272,PCS,0.6,0.5
303,14352093001,0,6,2,51.0,24.0,24.0,29376.0,4.6,12.0,2448.0,0.383,PCS,0.6,0.5
304,14352098001,0,6,2,40.0,20.0,26.0,20800.0,3.97,7.0,2971.4,0.567,PCS,0.6,0.5
305,14353002001,0,2,2,39.0,31.0,23.0,27807.0,6.91,12.0,2317.3,0.576,PCS,0.6,0.5
306,14353073001,0,6,6,48.0,37.0,23.0,40848.0,12.0,6.0,6808.0,2.0,PCS,0.6,0.5
307,14362019001,0,6,7,48.0,33.0,26.0,41184.0,7.84,15.0,2745.6,0.523,PCS,0.6,0.5
308,14362033001,0,1,2,32.0,29.0,32.0,29696.0,4.986,12.0,2474.7,0.416,PCS,0.6,0.5
309,14501940001,0,1,0,44.0,29.0,8.0,10208.0,0.8,1.0,10208.0,0.8,PCS,0.6,0.5
310,14505102001,0,1,2,41.0,33.0,14.0,18942.0,2.98,20.0,947.1,0.149,PCS,0.6,0.5
311,14505973001,0,2,2,37.0,32.0,14.0,16576.0,3.49,24.0,690.7,0.145,PCS,0.6,0.5
312,14506006001,0,1,0,46.0,26.0,23.0,27508.0,4.72,12.0,2292.3,0.393,PCS,0.6,0.5
313,14506012001,0,1,0,37.0,24.0,11.0,9768.0,7.85,20.0,488.4,0.392,PCS,0.6,0.5
314,14506131001,0,6,2,54.0,36.0,29.0,56376.0,15.98,12.0,4698.0,1.332,PCS,0.6,0.5
315,14506254001,0,3,1,40.0,41.0,29.0,47560.0,9.2,12.0,3963.3,0.767,PCS,0.6,0.5
316,14509021001,0,1,3,33.0,26.0,13.0,11154.0,0.98,12.0,929.5,0.082,PCS,0.6,0.5
317,14510031001,0,1,1,35.0,24.0,5.0,4288.0,2.4,1.0,4287.5,2.4,PCS,0.6,0.5
318,14510225001,0,2,2,35.0,24.0,5.0,4288.0,2.5,1.0,4287.5,2.5,PCS,0.6,0.5
319,14602013001,0,1,3,39.0,13.0,18.0,9126.0,6.0,36.0,253.5,0.167,PCS,0.6,0.5
320,14602086001,0,1,0,22.0,15.0,17.0,5610.0,1.7,6.0,935.0,0.283,PCS,0.6,0.5
321,14602101001,0,1,0,13.0,12.0,9.0,1404.0,0.97,6.0,234.0,0.162,PCS,0.6,0.5
322,14603001001,0,1,0,18.0,18.0,15.0,4860.0,1.17,10.0,486.0,0.117,PCS,0.6,0.5
323,14603013001,0,1,0,18.0,18.0,15.0,4860.0,1.64,10.0,486.0,0.164,PCS,0.6,0.5
324,14611009001,0,5,1,35.0,25.0,29.0,25375.0,12.03,6.0,4229.2,2.005,PCS,0.6,0.5
325,14611025001,0,7,4,35.0,26.0,29.0,26390.0,12.3,12.0,2199.2,1.025,PCS,0.6,0.5
326,14612916001,0,2,2,34.0,27.0,27.0,24786.0,16.35,12.0,2065.5,1.362,PCS,0.6,0.5
327,14613939001,0,5,14,33.0,26.0,29.0,24882.0,12.17,12.0,2073.5,1.014,PCS,0.6,0.5
328,14616053001,0,1,1,32.0,25.0,26.0,20800.0,13.17,12.0,1733.3,1.098,PCS,0.6,0.5
329,14616195001,0,2,0,24.0,19.0,24.0,10944.0,6.3,12.0,912.0,0.525,PCS,0.6,0.5
330,14620138001,0,4,1,32.0,23.0,17.0,12512.0,11.73,6.0,2085.3,1.955,PCS,0.6,0.5
331,14621017001,0,1,0,31.0,31.0,31.0,29791.0,18.87,4.0,7447.8,4.718,PCS,0.6,0.5
332,14621021001,0,11,68,30.0,22.0,25.0,16500.0,8.97,12.0,1375.0,0.748,PCS,0.6,0.5
333,14631054001,0,1,0,30.0,22.0,12.0,7920.0,7.09,12.0,660.0,0.591,PCS,0.6,0.5
334,14631100001,0,4,2,29.0,22.0,15.0,9570.0,5.31,12.0,797.5,0.442,PCS,0.6,0.5
335,14633002001,0,1,0,48.0,21.0,29.0,29232.0,8.95,5.0,5846.4,1.79,PCS,0.6,0.5
336,14634023001,0,1,1,27.0,20.0,12.0,6480.0,5.58,12.0,540.0,0.465,PCS,0.6,0.5
337,14710017001,0,1,0,47.0,34.0,17.0,27166.0,1.6,12.0,2263.8,0.133,PCS,0.6,0.5
338,14720003001,0,1,1,50.0,21.0,14.0,14700.0,12.467,20.0,735.0,0.623,PCS,0.6,0.5
339,14730906001,0,3,1,41.0,32.0,19.0,24928.0,1.74,12.0,2077.3,0.145,PCS,0.6,0.5
340,14731899001,0,1,0,49.0,27.0,15.0,19845.0,2.135,12.0,1653.8,0.178,PCS,0.6,0.5
341,14740018001,0,4,2,37.0,28.0,26.0,26936.0,12.62,12.0,2244.7,1.052,PCS,0.6,0.5
342,14832009001,0,1,1,35.0,26.0,12.0,10920.0,7.25,24.0,455.0,0.302,PCS,0.6,0.5
343,14833059001,0,9,39,32.0,25.0,13.0,10400.0,13.88,12.0,866.7,1.157,PCS,0.6,0.5
344,14833063001,0,2,1,24.0,17.0,12.0,4896.0,2.97,12.0,408.0,0.248,PCS,0.6,0.5
345,14840021001,0,6,6,29.0,22.0,10.0,6380.0,4.3,12.0,531.7,0.358,PCS,0.6,0.5
346,14851003001,0,1,3,57.0,30.0,10.0,17100.0,7.01,1.0,17100.0,7.01,PCS,0.6,0.5
347,14851018001,0,3,3,57.0,24.0,28.0,38304.0,11.35,7.0,5472.0,1.621,PCS,0.6,0.5
348,14851032001,0,1,1,47.0,37.0,9.0,15651.0,7.0,1.0,15651.0,7.0,PCS,0.6,0.5
349,14852904001,0,1,5,48.0,33.0,14.0,22176.0,12.7,24.0,924.0,0.529,PCS,0.6,0.5
350,14853069001,0,1,1,51.0,29.0,14.0,20706.0,8.5,20.0,1035.3,0.425,PCS,0.6,0.5
351,15020007001,0,4,21,37.0,20.0,22.0,16280.0,13.12,12.0,1356.7,1.093,PCS,0.6,0.5
352,15022020001,0,1,6,36.0,24.0,14.0,12096.0,8.32,24.0,504.0,0.347,PCS,0.6,0.5
353,15023036001,0,1,5,37.0,25.0,17.0,15725.0,9.6,24.0,655.2,0.4,PCS,0.6,0.5
354,30013004001,0,1,0,42.0,19.0,15.0,11970.0,13.026,30.0,399.0,0.434,PCS,0.6,0.5
355,30045078002,0,1,2,35.0,28.0,16.0,15680.0,1.9,20.0,784.0,0.095,PCS,0.6,0.5
356,30045079001,0,1,1,38.0,32.0,26.0,31616.0,4.0,60.0,526.9,0.067,PCS,0.6,0.5
357,30052113002,0,5,5,35.0,29.0,15.0,15225.0,2.284,20.0,761.3,0.114,PCS,0.6,0.5
358,30073022001,0,1,0,40.0,25.0,28.0,28000.0,5.53,10.0,2800.0,0.553,PCS,0.6,0.5
359,31215012001,0,1,1,32.0,12.0,19.0,7296.0,1.556,12.0,608.0,0.13,PCS,0.6,0.5
360,31226017001,0,1,1,21.0,21.0,9.0,3969.0,1.47,12.0,330.8,0.122,PCS,0.6,0.5
361,31250003001,0,4,1,25.0,17.0,21.0,8925.0,1.0,24.0,371.9,0.042,PCS,0.6,0.5
362,31258006001,0,2,1,26.0,23.0,16.0,9568.0,1.0,24.0,398.7,0.042,PCS,0.6,0.5
363,31421041001,0,4,2,50.0,48.0,31.0,74400.0,12.01,48.0,1550.0,0.25,PCS,0.6,0.5
364,31422008001,0,7,6,45.0,27.0,42.0,51030.0,12.1,48.0,1063.1,0.252,PCS,0.6,0.5
365,31504001001,0,1,2,58.0,31.0,28.0,50344.0,25.0,10.0,5034.4,2.5,PCS,0.6,0.5
366,31531171001,0,1,2,33.0,20.0,17.0,11220.0,1.14,12.0,935.0,0.095,PCS,0.6,0.5
367,31533084001,0,1,0,20.0,18.0,17.0,6120.0,0.23,6.0,1020.0,0.038,PCS,0.6,0.5
368,31533309001,0,7,3,47.0,23.0,29.0,31349.0,2.1,24.0,1306.2,0.088,PCS,0.6,0.5
369,31567028001,0,4,2,58.0,49.0,33.0,93786.0,3.5,16.0,5861.6,0.219,PCS,0.6,0.5
370,31602030001,0,1,0,26.0,21.0,23.0,12558.0,2.0,24.0,523.3,0.083,PCS,0.6,0.5
371,31707076001,0,6,2,27.0,22.0,22.0,13068.0,0.79,36.0,363.0,0.022,PCS,0.6,0.5
372,32430039001,0,2,0,24.0,17.0,11.0,4488.0,1.5,24.0,187.0,0.062,PCS,0.6,0.5
373,32501007001,0,2,1,33.0,25.0,28.0,23100.0,12.0,70.0,330.0,0.171,PCS,0.6,0.5
374,32503007003,0,1,0,33.0,14.0,25.0,11550.0,2.0,12.0,962.5,0.167,PCS,0.6,0.5
375,32511021001,0,1,0,33.0,23.0,22.0,16698.0,11.28,5.0,3339.6,2.256,PCS,0.6,0.5
376,32517009001,0,1,1,32.0,23.0,26.0,19136.0,12.17,5.0,3827.2,2.434,PCS,0.6,0.5
377,32523001001,0,2,0,45.0,24.0,31.0,33480.0,13.5,4.0,8370.0,3.375,PCS,0.6,0.5
378,32524007001,0,1,0,31.0,23.0,10.0,7130.0,7.0,5.0,1426.0,1.4,PCS,0.6,0.5
379,32524032001,0,1,0,46.0,33.0,11.0,16698.0,12.914,10.0,1669.8,1.291,PCS,0.6,0.5
380,32600042001,0,1,1,37.0,26.0,37.0,35594.0,16.3,10.0,3559.4,1.63,PCS,0.6,0.5
381,34511006001,0,1,0,38.0,27.0,26.0,26676.0,13.76,4.0,6669.0,3.44,PCS,0.6,0.5
382,35301023001,0,1,1,23.0,19.0,24.0,10488.0,5.4,6.0,1748.0,0.9,PCS,0.6,0.5
383,35302038001,0,1,1,33.0,24.0,25.0,19800.0,11.6,12.0,1650.0,0.967,PCS,0.6,0.5
384,35307905001,0,1,0,60.0,26.0,23.0,35880.0,20.0,20.0,1794.0,1.0,PCS,0.6,0.5
385,35307910001,0,1,1,23.0,19.0,24.0,10488.0,5.414,6.0,1748.0,0.902,PCS,0.6,0.5
386,35750013001,0,3,5,35.0,20.0,22.0,15400.0,8.312,12.0,1283.3,0.693,PCS,0.6,0.5
387,35751001001,0,1,2,43.0,24.0,26.0,26832.0,11.458,12.0,2236.0,0.955,PCS,0.6,0.5
388,35752005001,0,2,2,26.0,22.0,25.0,14300.0,3.0,24.0,595.8,0.125,PCS,0.6,0.5
389,41223049001,0,1,0,24.0,19.0,27.0,12312.0,1.72,1.0,12312.0,1.72,PCS,0.6,0.5
390,41401022001,0,1,0,22.0,12.0,8.0,2112.0,0.8,1.0,2112.0,0.8,PCS,0.6,0.5
391,41417001001,0,1,0,17.0,3.0,8.0,408.0,0.1,1.0,408.0,0.1,PCS,0.6,0.5
392,41530017001,0,3,1,22.0,22.0,31.0,15004.0,2.28,1.0,15004.0,2.28,PCS,0.6,0.5
393,42301034001,0,2,1,24.0,14.0,4.0,1344.0,0.172,1.0,1344.0,0.172,PCS,0.6,0.5
394,42607128001,0,1,0,10.0,5.0,18.0,900.0,0.2,1.0,900.0,0.2,PCS,0.6,0.5
395,42613021001,0,1,1,23.0,22.0,6.0,3036.0,0.676,1.0,3036.0,0.676,PCS,0.6,0.5
396,42613064001,0,2,1,21.0,8.0,8.0,1344.0,0.4,1.0,1344.0,0.4,PCS,0.6,0.5
397,61062008001,0,2,1,26.0,13.0,18.0,6084.0,1.0,12.0,507.0,0.083,PCS,0.6,0.5
398,61062008002,0,4,3,26.0,13.0,18.0,6084.0,1.0,12.0,507.0,0.083,PCS,0.6,0.5
399,61063005002,0,1,1,26.0,13.0,18.0,6084.0,0.8,12.0,507.0,0.067,PCS,0.6,0.5
400,10001009001,2,21,3803,40.0,27.0,10.0,10800.0,6.77,24.0,450.0,0.282,PCS,0.4,0.3
401,10002008001,2,21,2912,40.0,27.0,10.0,10800.0,6.8,24.0,450.0,0.283,PCS,0.4,0.3
402,10002102001,2,21,1987,40.0,27.0,12.0,12960.0,9.0,24.0,540.0,0.375,PCS,0.4,0.3
403,10014090001,2,21,1750,35.0,20.0,11.0,7700.0,6.61,24.0,320.8,0.275,PCS,0.4,0.3
404,10021001001,2,21,2665,41.0,28.0,10.0,11480.0,6.48,24.0,478.3,0.27,PCS,0.4,0.3
405,10021006001,2,21,3036,42.0,28.0,24.0,28224.0,16.04,24.0,1176.0,0.668,PCS,0.4,0.3
406,10021008001,2,21,5417,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,0.274,PCS,0.4,0.3
407,10031005001,2,21,3515,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,0.274,PCS,0.4,0.3
408,10031013001,2,21,2592,40.0,20.0,14.0,11200.0,9.82,24.0,466.7,0.409,PCS,0.4,0.3
409,10032006001,2,21,3763,34.0,20.0,11.0,7480.0,6.61,24.0,311.7,0.275,PCS,0.4,0.3
410,10032008001,2,21,1659,34.0,20.0,11.0,7480.0,6.62,24.0,311.7,0.276,PCS,0.4,0.3
411,10032013001,2,21,2326,40.0,20.0,14.0,11200.0,9.8,24.0,466.7,0.408,PCS,0.4,0.3
412,10033018001,2,21,2431,37.0,25.0,24.0,22200.0,14.89,24.0,925.0,0.62,PCS,0.4,0.3
413,10033043001,2,21,1878,41.0,27.0,24.0,26568.0,14.3,24.0,1107.0,0.596,PCS,0.4,0.3
414,10033064001,2,21,1527,40.0,20.0,14.0,11200.0,9.82,24.0,466.7,0.409,PCS,0.4,0.3
415,10034003001,2,21,1621,34.0,20.0,11.0,7480.0,6.64,24.0,311.7,0.277,PCS,0.4,0.3
416,10034019001,2,21,2730,35.0,20.0,12.0,8400.0,6.66,24.0,350.0,0.278,PCS,0.4,0.3
417,10035021001,2,21,1771,41.0,27.0,24.0,26568.0,13.91,24.0,1107.0,0.58,PCS,0.4,0.3
418,10035035001,2,21,4344,35.0,20.0,11.0,7700.0,6.57,24.0,320.8,0.274,PCS,0.4,0.3
419,10040063001,2,21,2935,40.0,27.0,23.0,24840.0,15.2,24.0,1035.0,0.633,PCS,0.4,0.3
420,12200006001,2,18,1960,21.0,9.0,31.0,5859.0,1.0,1.0,5859.0,1.0,PCS,0.4,0.3
421,12201898001,2,20,2106,19.0,10.0,8.0,1550.0,1.0,1.0,1550.4,1.0,PCS,0.4,0.3
422,14502081001,2,21,1524,38.0,31.0,13.0,15314.0,3.25,30.0,510.5,0.108,PCS,0.4,0.3
423,14503003001,2,21,2487,46.0,33.0,20.0,30360.0,3.0,24.0,1265.0,0.125,PCS,0.4,0.3
424,14505013001,2,21,1946,35.0,32.0,14.0,15680.0,3.3,30.0,522.7,0.11,PCS,0.4,0.3
425,14505041001,2,21,1809,39.0,31.0,12.0,14508.0,2.08,40.0,362.7,0.052,PCS,0.4,0.3
426,15020010001,2,21,1551,32.0,16.0,13.0,6656.0,5.26,24.0,277.3,0.219,PCS,0.4,0.3
427,15022026001,2,21,1848,30.0,17.0,12.0,6120.0,5.2,24.0,255.0,0.217,PCS,0.4,0.3
428,10000026001,3,21,1378,34.0,22.0,14.0,10472.0,6.62,24.0,436.3,0.276,PCS,0.4,0.3
429,10001022001,3,21,221,42.0,28.0,23.0,27048.0,13.81,24.0,1127.0,0.575,PCS,0.4,0.3
430,10002005001,3,21,970,40.0,27.0,13.0,14040.0,9.56,24.0,585.0,0.398,PCS,0.4,0.3
431,10002006001,3,21,352,34.0,23.0,31.0,24242.0,13.37,6.0,4040.3,2.228,PCS,0.4,0.3
432,10002007001,3,21,507,40.0,28.0,12.0,13440.0,8.89,24.0,560.0,0.37,PCS,0.4,0.3
433,10002944001,3,20,538,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,0.368,PCS,0.4,0.3
434,10011001001,3,21,927,34.0,20.0,11.0,7480.0,6.59,24.0,311.7,0.275,PCS,0.4,0.3
435,10011016001,3,21,854,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,0.329,PCS,0.4,0.3
436,10013005001,3,21,802,34.0,20.0,11.0,7480.0,6.71,24.0,311.7,0.28,PCS,0.4,0.3
437,10014023001,3,21,949,35.0,21.0,11.0,8085.0,6.64,24.0,336.9,0.277,PCS,0.4,0.3
438,10015007001,3,21,1376,33.0,22.0,14.0,10164.0,7.26,24.0,423.5,0.302,PCS,0.4,0.3
439,10021026001,3,21,735,39.0,28.0,32.0,34944.0,19.23,12.0,2912.0,1.602,PCS,0.4,0.3
440,10030007001,3,21,1242,38.0,25.0,24.0,22800.0,14.88,24.0,950.0,0.62,PCS,0.4,0.3
441,10030048001,3,21,1275,38.0,25.0,24.0,22800.0,14.97,24.0,950.0,0.624,PCS,0.4,0.3
442,10031031001,3,21,1108,35.0,21.0,12.0,8820.0,6.66,24.0,367.5,0.278,PCS,0.4,0.3
443,10031033001,3,21,873,37.0,25.0,24.0,22200.0,14.95,24.0,925.0,0.623,PCS,0.4,0.3
444,10032019001,3,21,1227,35.0,20.0,11.0,7700.0,6.5,24.0,320.8,0.271,PCS,0.4,0.3
445,10033005001,3,21,923,35.0,20.0,11.0,7700.0,6.54,24.0,320.8,0.272,PCS,0.4,0.3
446,10033010001,3,20,317,35.0,26.0,31.0,28210.0,16.27,12.0,2350.8,1.356,PCS,0.4,0.3
447,10033015001,3,21,976,40.0,28.0,24.0,26880.0,16.0,24.0,1120.0,0.667,PCS,0.4,0.3
448,10033030001,3,21,626,41.0,28.0,24.0,27552.0,15.28,24.0,1148.0,0.637,PCS,0.4,0.3
449,10033054001,3,21,569,41.0,28.0,24.0,27552.0,15.28,24.0,1148.0,0.637,PCS,0.4,0.3
450,10033070001,3,21,787,42.0,28.0,24.0,28224.0,15.46,24.0,1176.0,0.644,PCS,0.4,0.3
451,10033074001,3,20,765,42.0,28.0,24.0,28224.0,14.25,24.0,1176.0,0.594,PCS,0.4,0.3
452,10040025001,3,21,194,34.0,17.0,35.0,20230.0,10.69,2.0,10115.0,5.345,PCS,0.4,0.3
453,10040039001,3,21,316,36.0,18.0,35.0,22680.0,11.15,2.0,11340.0,5.575,PCS,0.4,0.3
454,10040049001,3,20,93,36.0,18.0,37.0,23976.0,12.8,2.0,11988.0,6.4,PCS,0.4,0.3
455,10040094001,3,21,87,37.0,18.0,36.0,23976.0,12.0,2.0,11988.0,6.0,PCS,0.4,0.3
456,12121064001,3,21,34,24.0,9.0,12.0,2592.0,1.0,1.0,2592.0,1.0,PCS,0.4,0.3
457,14000006001,3,21,136,60.0,34.0,29.0,59160.0,4.77,9.0,6573.3,0.53,PCS,0.4,0.3
458,14000022001,3,21,109,41.0,21.0,13.0,11193.0,0.99,10.0,1119.3,0.099,PCS,0.4,0.3
459,14000033001,3,21,40,44.0,28.0,14.0,17248.0,2.6,12.0,1437.3,0.217,PCS,0.4,0.3
460,14000057001,3,21,229,52.0,32.0,28.0,46592.0,4.41,10.0,4659.2,0.441,PCS,0.4,0.3
461,14000197001,3,21,212,46.0,30.0,29.0,40020.0,3.46,12.0,3335.0,0.288,PCS,0.4,0.3
462,14001045001,3,21,120,47.0,32.0,23.0,34592.0,3.27,8.0,4324.0,0.409,PCS,0.4,0.3
463,14001047001,3,21,147,47.0,32.0,23.0,34592.0,3.36,8.0,4324.0,0.42,PCS,0.4,0.3
464,14001049001,3,21,76,47.0,31.0,24.0,34968.0,3.1,8.0,4371.0,0.388,PCS,0.4,0.3
465,14001053001,3,20,82,50.0,34.0,36.0,61200.0,5.56,12.0,5100.0,0.463,PCS,0.4,0.3
466,14001093001,3,19,73,50.0,34.0,34.0,57800.0,5.7,12.0,4816.7,0.475,PCS,0.4,0.3
467,14003029001,3,21,130,37.0,36.0,24.0,31968.0,5.17,18.0,1776.0,0.287,PCS,0.4,0.3
468,14010011001,3,21,175,51.0,42.0,24.0,51408.0,2.01,6.0,8568.0,0.335,PCS,0.4,0.3
469,14011029001,3,21,363,59.0,39.0,40.0,92040.0,4.4,12.0,7670.0,0.367,PCS,0.4,0.3
470,14011031001,3,20,83,43.0,31.0,20.0,26660.0,2.4,6.0,4443.3,0.4,PCS,0.4,0.3
