item_code,cluster,initial_inventory_items,initial_inventory_boxes,unassigned_boxes,unassigned_items_equivalent
14302080001,0,2,1,1,12
14311134001,0,3,1,1,12
14351038001,0,3,1,1,12
14361109001,0,2,1,1,12
11050031002,0,2,1,1,12
12011068001,0,3,1,1,12
14001149001,0,2,1,1,12
14303036001,0,2,1,1,12
14506112001,0,2,1,1,12
14509015001,0,3,1,1,12
11021006001,0,2,1,1,12
11022012001,0,3,1,1,12
11050103001,0,2,1,1,12
14001080001,0,2,1,1,12
14121056001,0,2,1,1,12
14361102001,0,2,1,1,12
14361115001,0,2,1,1,12
14616033001,0,2,1,1,12
14242170001,0,2,1,1,12
14301030001,0,2,1,1,12
14740017001,0,2,1,1,12
11050022001,0,2,1,1,12
12011484001,0,2,1,1,12
12102082001,0,2,1,1,12
14210084001,0,2,1,1,12
14301018001,0,2,1,1,12
14303058001,0,2,1,1,12
12011374001,0,2,1,1,12
12106039001,0,2,1,1,12
14500011001,0,2,1,1,12
14506131001,0,2,1,1,12
14740050001,0,2,1,1,12
11042001001,0,2,1,1,12
14102365001,0,2,1,1,12
14506076001,0,2,1,1,12
14303060001,0,2,1,1,12
14304013001,0,2,1,1,12
14104088001,0,2,1,1,12
14506393001,0,2,1,1,12
31709974001,0,7,1,1,12
14300046001,0,5,1,1,12
14104193001,0,3,1,1,12
14103070001,0,4,1,1,12
31546020001,0,3,1,1,12
31611044001,0,1,1,1,12
11103135001,0,11,3,3,12
14330019001,0,11,2,2,12
14370054001,0,10,1,1,12
14740038001,0,8,1,1,12
12123014001,0,9,1,1,12
14104097001,0,6,1,1,12
14741017001,0,7,1,1,12
12122034001,0,6,1,1,12
14111050001,0,7,1,1,12
14506190001,0,6,1,1,12
14222005001,0,6,1,1,12
14370007001,0,6,1,1,12
14204053001,0,6,1,1,12
11074005001,0,5,1,1,12
14022107001,0,6,1,1,12
14361120001,0,5,1,1,12
14505047001,0,6,1,1,12
14330039001,0,5,1,1,12
14507029001,0,5,1,1,12
12011409001,0,5,1,1,12
12123107001,0,6,1,1,12
14001097001,0,5,1,1,12
12000317001,0,5,1,1,12
14010221001,0,5,1,1,12
14311046001,0,6,1,1,12
14011065001,0,5,1,1,12
14222107001,0,5,1,1,12
14353052001,0,4,1,1,12
14506062001,0,5,1,1,12
14010048001,0,4,1,1,12
14506045001,0,4,1,1,12
14204052001,0,5,1,1,12
14361055001,0,4,1,1,12
11032222002,0,5,1,1,12
14010047001,0,4,1,1,12
14353045001,0,3,1,1,12
11032018002,0,4,1,1,12
12011347001,0,4,1,1,12
14111120001,0,4,1,1,12
14210085001,0,4,1,1,12
14352069001,0,4,1,1,12
12105049001,0,3,1,1,12
14000005001,0,4,1,1,12
14120014001,0,4,1,1,12
14501944001,0,3,1,1,12
12010209001,0,3,1,1,12
14353017001,0,4,1,1,12
14361137001,0,3,1,1,12
14512013001,0,3,1,1,12
14741014001,0,4,1,1,12
12011263001,0,4,1,1,12
14001096001,0,3,1,1,12
14104073001,0,4,1,1,12
14204028001,0,4,1,1,12
11104005001,0,3,1,1,12
14361146001,0,3,1,1,12
14506053001,0,3,1,1,12
11074018001,0,3,1,1,12
12000223001,0,3,1,1,12
12011058001,0,3,1,1,12
12125006001,0,3,1,1,12
14000210001,0,3,1,1,12
14000072001,0,3,1,1,12
14332013001,0,3,1,1,12
12011084001,0,3,1,1,12
12011294001,0,3,1,1,12
14000098001,0,3,1,1,12
14303897001,0,4,1,1,12
14361002001,0,3,1,1,12
14361008001,0,3,1,1,12
14361899001,0,3,1,1,12
12011244001,0,2,1,1,12
12011348001,0,3,1,1,12
14506046001,0,3,1,1,12
11032018001,0,3,1,1,12
12000089001,0,2,1,1,12
12000182001,0,2,1,1,12
14361081001,0,3,1,1,12
14504042001,0,3,1,1,12
12011176001,0,3,1,1,12
14361004001,0,3,1,1,12
14361118001,0,2,1,1,12
14740061001,0,3,1,1,12
11051049001,0,2,1,1,12
14010235001,0,3,1,1,12
14302043001,0,2,1,1,12
14303898001,0,2,1,1,12
14331037001,0,2,1,1,12
31568011001,0,3,1,1,12
11032222001,0,2,1,1,12
14120008001,0,2,1,1,12
14330014001,0,3,1,1,12
14361034001,0,2,1,1,12
14501943001,0,2,1,1,12
12000340001,0,2,1,1,12
14000036001,0,2,1,1,12
14210021001,0,2,1,1,12
14222049001,0,2,1,1,12
14506360001,0,2,1,1,12
12011102001,0,2,1,1,12
14352058001,0,2,1,1,12
14361177001,0,2,1,1,12
14361178001,0,2,1,1,12
14730010001,0,2,1,1,12
31553006001,0,2,1,1,12
11072903001,0,2,1,1,12
12000058001,0,2,1,1,12
14111012001,0,2,1,1,12
14361053001,0,2,1,1,12
14601028001,0,2,1,1,12
31912024001,0,2,1,1,12
12011094001,0,2,1,1,12
14223065001,0,2,1,1,12
14303021001,0,2,1,1,12
14352093001,0,2,1,1,12
14506348001,0,2,1,1,12
12011304001,0,2,1,1,12
12011308001,0,1,1,1,12
12011351001,0,1,1,1,12
11111050001,0,10,4,4,12
11111005001,0,10,2,2,12
11101038001,0,9,2,2,12
32501100001,0,12,1,1,12
14633900001,0,10,1,1,12
14001039001,0,8,1,1,12
14013014001,0,8,1,1,12
14000117001,0,6,1,1,12
14361148001,0,10,1,1,12
11071902001,0,7,1,1,12
14300032001,0,8,1,1,12
11050059001,0,6,1,1,12
12010013001,0,6,1,1,12
14312005001,0,6,1,1,12
11021029001,0,5,1,1,12
31530107001,0,6,1,1,12
12212025001,0,5,1,1,12
14210048001,0,7,1,1,12
14833040001,0,5,1,1,12
14361083001,0,5,1,1,12
11022036001,0,6,1,1,12
31564007001,0,5,1,1,12
11050032001,0,6,1,1,12
12150016001,0,4,1,1,12
14110146001,0,4,1,1,12
14132149001,0,4,1,1,12
14361149001,0,4,1,1,12
14502045001,0,4,1,1,12
14700075001,0,5,1,1,12
14351032001,0,4,1,1,12
14304194001,0,4,1,1,12
11032228001,0,5,1,1,12
14121039001,0,3,1,1,12
14503047001,0,4,1,1,12
12121109001,0,4,1,1,12
14210046001,0,3,1,1,12
12000108001,0,3,1,1,12
12000045001,0,3,1,1,12
12151015001,0,3,1,1,12
12010019001,0,3,1,1,12
14111098001,0,3,1,1,12
14721003001,0,3,1,1,12
12010071001,0,4,1,1,12
14110145001,0,3,1,1,12
14132230001,0,3,1,1,12
31912019001,0,3,1,1,12
14361086001,0,3,1,1,12
14601027001,0,3,1,1,12
14833077001,0,3,1,1,12
31623006001,0,4,1,1,12
11022024001,0,3,1,1,12
11051007001,0,3,1,1,12
12000170001,0,3,1,1,12
14111102001,0,3,1,1,12
11032015001,0,3,1,1,12
14111100001,0,3,1,1,12
12102116001,0,3,1,1,12
12105011001,0,3,1,1,12
12105053001,0,3,1,1,12
31530108001,0,3,1,1,12
12000214001,0,2,1,1,12
12002052001,0,2,1,1,12
12011230001,0,2,1,1,12
14132150001,0,2,1,1,12
14133907001,0,2,1,1,12
14303033001,0,3,1,1,12
12000351001,0,2,1,1,12
12011062001,0,2,1,1,12
12102059001,0,2,1,1,12
14111045001,0,2,1,1,12
14302002001,0,2,1,1,12
11022063001,0,2,1,1,12
12011221001,0,2,1,1,12
11022024002,0,2,1,1,12
12000028001,0,2,1,1,12
12000122001,0,2,1,1,12
12000208001,0,2,1,1,12
12001041001,0,2,1,1,12
14740074001,0,2,1,1,12
11041030001,0,2,1,1,12
12011291001,0,2,1,1,12
14303040001,0,2,1,1,12
14833037001,0,2,1,1,12
12010118001,0,2,1,1,12
14000080001,0,2,1,1,12
14304230001,0,2,1,1,12
14361902001,0,2,1,1,12
11022035001,0,2,1,1,12
14304135001,0,2,1,1,12
12011264001,0,1,1,1,12
14303039001,0,1,1,1,12
12202008001,0,12,12,12,12
12212019001,0,10,4,4,12
14244999001,0,10,2,2,12
14620060001,0,11,2,2,12
14310025001,0,9,2,2,12
14610008001,0,10,2,2,12
10022014001,0,7,2,2,12
11103005001,0,7,2,2,12
14612021001,0,7,2,2,12
14615079001,0,7,2,2,12
14616009001,0,12,1,1,12
12212059001,0,11,1,1,12
12212006001,0,10,1,1,12
14621005001,0,10,1,1,12
35301005001,0,9,1,1,12
14620091001,0,10,1,1,12
11040001001,0,9,1,1,12
14244929001,0,8,1,1,12
14244919001,0,7,1,1,12
12123079001,0,8,1,1,12
31567019001,0,7,1,1,12
14833058001,0,7,1,1,12
11050098001,0,10,1,1,12
14502008001,0,8,1,1,12
14620163001,0,8,1,1,12
14243041001,0,8,1,1,12
12120007001,0,6,1,1,12
11071009001,0,7,1,1,12
14821006001,0,6,1,1,12
12123050001,0,7,1,1,12
12005093001,0,6,1,1,12
14202041001,0,7,1,1,12
14243026001,0,8,1,1,12
14621038001,0,6,1,1,12
14741039001,0,7,1,1,12
31567032001,0,7,1,1,12
12005093004,0,8,1,1,12
14620001001,0,7,1,1,12
14833036001,0,7,1,1,12
14111005001,0,6,1,1,12
14312055001,0,7,1,1,12
12011364001,0,7,1,1,12
12122009001,0,8,1,1,12
11040001002,0,6,1,1,12
14620084001,0,7,1,1,12
12011003001,0,7,1,1,12
14243036001,0,6,1,1,12
14523031001,0,6,1,1,12
11050895001,0,6,1,1,12
12023025001,0,6,1,1,12
14222999001,0,6,1,1,12
14243150001,0,6,1,1,12
10023003001,0,6,1,1,12
11050005001,0,5,1,1,12
14501941001,0,5,1,1,12
12011299001,0,5,1,1,12
14104109001,0,5,1,1,12
14210034001,0,6,1,1,12
14621095001,0,5,1,1,12
12011022001,0,5,1,1,12
14244906001,0,5,1,1,12
14620070001,0,6,1,1,12
14620158001,0,6,1,1,12
12005093007,0,6,1,1,12
12102016001,0,6,1,1,12
14010140001,0,5,1,1,12
12150009001,0,5,1,1,12
14204135001,0,6,1,1,12
14204136001,0,4,1,1,12
14621070001,0,4,1,1,12
14700029001,0,5,1,1,12
14820031001,0,5,1,1,12
14822050001,0,5,1,1,12
14833002001,0,4,1,1,12
10041020001,0,5,1,1,12
12120039001,0,4,1,1,12
14002040001,0,4,1,1,12
14500066001,0,4,1,1,12
12011163001,0,5,1,1,12
14202040001,0,4,1,1,12
14612005001,0,4,1,1,12
10052019001,0,5,1,1,12
11022003002,0,4,1,1,12
14002038001,0,4,1,1,12
14242144001,0,4,1,1,12
14312018001,0,5,1,1,12
14615114001,0,5,1,1,12
14620103001,0,5,1,1,12
14620902001,0,4,1,1,12
14740036001,0,5,1,1,12
14822965001,0,4,1,1,12
11074020001,0,4,1,1,12
14620024001,0,4,1,1,12
12122030001,0,4,1,1,12
14621004001,0,5,1,1,12
12011215001,0,4,1,1,12
14315004001,0,4,1,1,12
14523028001,0,4,1,1,12
11040040001,0,4,1,1,12
12005093008,0,4,1,1,12
12023331001,0,4,1,1,12
14120060001,0,4,1,1,12
14222089001,0,3,1,1,12
14242145001,0,4,1,1,12
14621058001,0,4,1,1,12
11111020001,0,3,1,1,12
12000016001,0,3,1,1,12
14244025001,0,4,1,1,12
14621003001,0,4,1,1,12
14700007001,0,4,1,1,12
14822021001,0,4,1,1,12
31568016001,0,3,1,1,12
11040008001,0,4,1,1,12
11050087001,0,4,1,1,12
11075001001,0,4,1,1,12
12000197001,0,4,1,1,12
12011148001,0,3,1,1,12
12120018001,0,4,1,1,12
14242150001,0,4,1,1,12
14243010001,0,4,1,1,12
14244073001,0,4,1,1,12
14503999001,0,3,1,1,12
14631028001,0,4,1,1,12
11031050001,0,4,1,1,12
11032003002,0,3,1,1,12
11042007001,0,3,1,1,12
14223073001,0,3,1,1,12
31568028001,0,3,1,1,12
11030029001,0,4,1,1,12
11040003001,0,4,1,1,12
11040018001,0,4,1,1,12
11050101001,0,3,1,1,12
12001026001,0,3,1,1,12
12002006001,0,3,1,1,12
12005093005,0,3,1,1,12
12010163001,0,3,1,1,12
14002026001,0,4,1,1,12
14223119001,0,3,1,1,12
14612035001,0,4,1,1,12
14616018001,0,3,1,1,12
14620092001,0,4,1,1,12
14822038001,0,4,1,1,12
11022001001,0,3,1,1,12
11030018001,0,3,1,1,12
11030177001,0,4,1,1,12
11032003001,0,3,1,1,12
14822023001,0,3,1,1,12
14833084001,0,3,1,1,12
11071018001,0,3,1,1,12
11074031001,0,3,1,1,12
12105006001,0,3,1,1,12
14523030001,0,3,1,1,12
10052024001,0,4,1,1,12
11022003001,0,3,1,1,12
12000067001,0,3,1,1,12
14304187001,0,3,1,1,12
14342025001,0,3,1,1,12
14370045001,0,3,1,1,12
14505039001,0,3,1,1,12
14621009001,0,3,1,1,12
31568012001,0,3,1,1,12
11042023001,0,3,1,1,12
11074007001,0,3,1,1,12
12000230001,0,3,1,1,12
12011069001,0,3,1,1,12
12011235001,0,3,1,1,12
12123038001,0,3,1,1,12
12153015001,0,3,1,1,12
14342008001,0,3,1,1,12
14621033001,0,3,1,1,12
14631037001,0,2,1,1,12
14822925001,0,3,1,1,12
31533096001,0,3,1,1,12
10052015001,0,3,1,1,12
11021068001,0,3,1,1,12
11022059001,0,3,1,1,12
11031907001,0,2,1,1,12
11041007001,0,2,1,1,12
11072008001,0,3,1,1,12
12000246001,0,2,1,1,12
12001008001,0,3,1,1,12
14210009001,0,2,1,1,12
14244018001,0,2,1,1,12
11021036001,0,3,1,1,12
11021063001,0,3,1,1,12
12011147001,0,2,1,1,12
14223083001,0,2,1,1,12
14505053001,0,2,1,1,12
14523029001,0,2,1,1,12
14615053001,0,3,1,1,12
14620149001,0,2,1,1,12
14620920001,0,3,1,1,12
14632022001,0,2,1,1,12
14632352001,0,2,1,1,12
14822017001,0,2,1,1,12
14822018001,0,3,1,1,12
31530011001,0,3,1,1,12
11020012001,0,3,1,1,12
11040056001,0,3,1,1,12
12000186001,0,3,1,1,12
12000438001,0,3,1,1,12
12011398001,0,2,1,1,12
12212040001,0,2,1,1,12
14011063001,0,2,1,1,12
14103084001,0,2,1,1,12
14243148001,0,3,1,1,12
14632103001,0,3,1,1,12
14822926001,0,3,1,1,12
11102007001,0,2,1,1,12
12000026001,0,2,1,1,12
12010113001,0,2,1,1,12
12151096001,0,2,1,1,12
14243149001,0,2,1,1,12
14244051001,0,2,1,1,12
14506230001,0,2,1,1,12
14631929001,0,2,1,1,12
14821011001,0,2,1,1,12
14822020001,0,2,1,1,12
14833005001,0,2,1,1,12
31564005001,0,2,1,1,12
11031913001,0,2,1,1,12
11041005001,0,2,1,1,12
11041007003,0,2,1,1,12
11050053001,0,2,1,1,12
11071002001,0,2,1,1,12
12000375001,0,2,1,1,12
12212056001,0,2,1,1,12
14204003001,0,2,1,1,12
14222104001,0,2,1,1,12
14370077001,0,2,1,1,12
11020013001,0,2,1,1,12
11050049001,0,2,1,1,12
12000097001,0,2,1,1,12
12000264001,0,2,1,1,12
12002066001,0,2,1,1,12
12012169001,0,2,1,1,12
12212020001,0,2,1,1,12
14210113001,0,2,1,1,12
14342010001,0,2,1,1,12
14343026001,0,2,1,1,12
11042002001,0,2,1,1,12
11050129001,0,2,1,1,12
12000041001,0,2,1,1,12
12000374001,0,2,1,1,12
12001019001,0,2,1,1,12
12001043001,0,2,1,1,12
12151095001,0,2,1,1,12
14300019001,0,2,1,1,12
14621012001,0,2,1,1,12
12000397001,0,2,1,1,12
12010173001,0,2,1,1,12
14210029001,0,2,1,1,12
14243108001,0,2,1,1,12
14342007001,0,2,1,1,12
14621065001,0,2,1,1,12
14632044001,0,2,1,1,12
14741009001,0,2,1,1,12
14833021001,0,2,1,1,12
11021023001,0,1,1,1,12
11021064001,0,2,1,1,12
11030180001,0,2,1,1,12
14304062001,0,2,1,1,12
14344005001,0,2,1,1,12
14360001001,0,2,1,1,12
14632080001,0,2,1,1,12
14632482001,0,2,1,1,12
12000003001,0,1,1,1,12
12000320001,0,1,1,1,12
12002103001,0,1,1,1,12
12121016001,0,12,12,12,12
12123008001,0,12,12,12,12
12123903001,0,12,12,12,12
12130032001,0,12,12,12,12
14615101001,0,8,1,1,12
11023010001,0,9,1,1,12
14820009001,0,9,1,1,12
31603002001,0,9,1,1,12
14820023001,0,8,1,1,12
14632030001,0,9,1,1,12
12020344001,0,7,1,1,12
11071916001,0,6,1,1,12
14621034001,0,8,1,1,12
14620133001,0,8,1,1,12
12125007001,0,6,1,1,12
12010120001,0,5,1,1,12
30045057001,0,6,1,1,12
11051025001,0,5,1,1,12
12121061001,0,5,1,1,12
14312015001,0,6,1,1,12
11071004001,0,7,1,1,12
12212024001,0,4,1,1,12
12020225001,0,5,1,1,12
14833060001,0,4,1,1,12
14840021001,0,5,1,1,12
11073907001,0,4,1,1,12
12010192001,0,4,1,1,12
14634027001,0,4,1,1,12
12020141001,0,4,1,1,12
14600899001,0,4,1,1,12
12020028001,0,4,1,1,12
12122018001,0,4,1,1,12
14631064001,0,4,1,1,12
14741010001,0,4,1,1,12
14620111001,0,4,1,1,12
14621051001,0,3,1,1,12
14711014001,0,5,1,1,12
12020093001,0,4,1,1,12
14602062001,0,4,1,1,12
14822062001,0,3,1,1,12
12003028001,0,3,1,1,12
12125001001,0,3,1,1,12
14621078001,0,4,1,1,12
12020035001,0,3,1,1,12
12112003001,0,3,1,1,12
14312027001,0,3,1,1,12
14615013001,0,3,1,1,12
14615052001,0,3,1,1,12
14632009001,0,3,1,1,12
11042009001,0,3,1,1,12
14312029001,0,3,1,1,12
11051022001,0,3,1,1,12
12020383001,0,3,1,1,12
14613018001,0,3,1,1,12
14820035001,0,3,1,1,12
12102112001,0,3,1,1,12
12125004001,0,3,1,1,12
12000085001,0,3,1,1,12
12102105001,0,3,1,1,12
12112018001,0,2,1,1,12
12102087001,0,2,1,1,12
12103004001,0,2,1,1,12
14110078001,0,2,1,1,12
12010053001,0,3,1,1,12
12110022001,0,2,1,1,12
14822115001,0,3,1,1,12
14312014001,0,3,1,1,12
11073025001,0,2,1,1,12
12020060001,0,2,1,1,12
12100049001,0,2,1,1,12
14204100001,0,2,1,1,12
14620083001,0,2,1,1,12
14620112001,0,2,1,1,12
14631948001,0,2,1,1,12
31530048001,0,2,1,1,12
11031035001,0,2,1,1,12
11042027001,0,2,1,1,12
14304089001,0,2,1,1,12
14833033001,0,2,1,1,12
12020117001,0,2,1,1,12
12020314001,0,2,1,1,12
12100051001,0,2,1,1,12
12111030001,0,2,1,1,12
14341068001,0,2,1,1,12
14631023001,0,2,1,1,12
14632435001,0,2,1,1,12
31530049001,0,2,1,1,12
11042006001,0,2,1,1,12
11076896001,0,2,1,1,12
12020500001,0,2,1,1,12
12112017001,0,2,1,1,12
11031041001,0,2,1,1,12
14633046001,0,2,1,1,12
14833079001,0,1,1,1,12
31607015001,0,2,1,1,12
14633108001,0,1,1,1,12
14110053001,0,10,1,1,10
31236027001,0,8,1,1,10
14100002001,0,9,1,1,10
14352080001,0,7,1,1,10
14001050001,0,7,1,1,10
14001027001,0,6,1,1,10
14111063001,0,5,1,1,10
14202027001,0,5,1,1,10
14242072001,0,5,1,1,10
14350001001,0,6,1,1,10
14001029001,0,4,1,1,10
14001055001,0,4,1,1,10
31611047001,0,3,1,1,10
14111044001,0,3,1,1,10
14850197001,0,3,1,1,10
14244012001,0,2,1,1,10
14001065001,0,2,1,1,10
14352999001,0,2,1,1,10
14010219001,0,9,1,1,10
14104030001,0,8,1,1,10
14102007001,0,5,1,1,10
14221113001,0,7,1,1,10
14010285001,0,4,1,1,10
14315008001,0,4,1,1,10
31504002001,0,5,1,1,10
14310020001,0,4,1,1,10
14220146001,0,3,1,1,10
14012002001,0,2,1,1,10
14243028001,0,2,1,1,10
14243088001,0,2,1,1,10
14244046001,0,2,1,1,10
10040028001,0,9,5,5,10
14102067001,0,6,1,1,10
14111041001,0,6,1,1,10
14010226001,0,6,1,1,10
14312032001,0,6,1,1,10
14120024001,0,4,1,1,10
14200060001,0,5,1,1,10
14510026001,0,3,1,1,10
14010224001,0,3,1,1,10
14222141001,0,3,1,1,10
14200070001,0,3,1,1,10
14350007001,0,2,1,1,10
14200033001,0,8,1,1,10
14204133001,0,8,1,1,10
14242156001,0,7,1,1,10
14241033001,0,6,1,1,10
14242154001,0,4,1,1,10
14244009001,0,5,1,1,10
14104005001,0,5,1,1,10
14131044001,0,4,1,1,10
14242083001,0,4,1,1,10
11041019001,0,5,1,1,10
11110078003,0,3,1,1,10
14200019001,0,3,1,1,10
14243013001,0,4,1,1,10
14242008001,0,3,1,1,10
14012025001,0,3,1,1,10
14200017001,0,3,1,1,10
14200014001,0,2,1,1,10
14203053001,0,2,1,1,10
11041019002,0,3,1,1,10
14240014001,0,3,1,1,10
11050078001,0,2,1,1,10
11110078001,0,2,1,1,10
11050078002,0,2,1,1,10
14352079001,0,2,1,1,10
10012009001,0,2,1,1,10
30071043001,0,2,1,1,10
11110078002,0,2,1,1,10
12212007001,0,10,10,10,10
12124001001,0,10,10,10,10
11074048001,0,6,1,1,10
32410009001,0,5,1,1,10
32410035001,0,5,1,1,10
14222011001,0,5,1,1,10
11110078004,0,3,1,1,10
14223096001,0,3,1,1,10
14242016001,0,2,1,1,10
14603038001,0,3,1,1,10
11110078005,0,2,1,1,10
14603026001,0,2,1,1,10
12102154001,0,2,1,1,10
11074046001,0,1,1,1,10
14243055001,0,1,1,1,10
41522003001,0,9,9,9,9
14632058001,0,4,1,1,9
14105026001,0,7,1,1,9
11103284001,0,3,1,1,9
11021052001,0,3,1,1,9
11103164001,0,3,1,1,9
12003042001,0,2,1,1,9
11103280001,0,2,1,1,9
12003098001,0,2,1,1,9
12011442001,0,2,1,1,9
11103304001,0,2,1,1,9
11103080001,0,8,2,2,8
11103023001,0,6,2,2,8
11100011001,0,6,2,2,8
11103088001,0,6,2,2,8
11100014001,0,6,2,2,8
14353037001,0,7,1,1,8
14204105001,0,6,1,1,8
14010161001,0,5,1,1,8
14023253001,0,5,1,1,8
14506400001,0,4,1,1,8
14020935001,0,3,1,1,8
14020956001,0,4,1,1,8
14010160001,0,4,1,1,8
14506014001,0,4,1,1,8
14506145001,0,4,1,1,8
11103254001,0,3,1,1,8
14506631001,0,2,1,1,8
14204060001,0,3,1,1,8
14506074001,0,3,1,1,8
12123055001,0,3,1,1,8
14242135001,0,2,1,1,8
14505035001,0,2,1,1,8
14370006001,0,8,2,2,8
11040026001,0,6,2,2,8
14850099001,0,6,2,2,8
14850098001,0,6,2,2,8
14000092001,0,4,1,1,8
14330020001,0,3,1,1,8
14244034001,0,2,1,1,8
14512015001,0,2,1,1,8
11050039001,0,5,2,2,8
10034006001,0,5,1,1,8
12123005001,0,5,1,1,8
14110028001,0,4,1,1,8
14504062001,0,3,1,1,8
31912036001,0,3,1,1,8
12212060001,0,2,1,1,8
15020913001,0,6,1,1,8
11050047001,0,5,1,1,8
10034049001,0,5,1,1,8
14000106001,0,4,1,1,8
14352028001,0,3,1,1,8
14210110001,0,3,1,1,8
14506111001,0,2,1,1,8
12120081001,0,2,1,1,8
12120093001,0,8,8,8,8
11103158001,0,8,8,8,8
12123902001,0,8,8,8,8
12121036001,0,8,8,8,8
14810031001,0,4,1,1,8
12010068001,0,3,1,1,8
12010084001,0,3,1,1,8
12010077001,0,3,1,1,8
12010065001,0,2,1,1,8
12010067001,0,2,1,1,8
12010055001,0,2,1,1,8
12105063001,0,2,1,1,8
12327057001,0,7,7,7,7
14510196001,0,7,7,7,7
14510180001,0,7,7,7,7
14352098001,0,3,1,1,7
14000051001,0,7,7,7,7
12121065001,0,7,7,7,7
12123143001,0,7,7,7,7
41301008001,0,6,3,3,6
12232999001,0,6,2,2,6
11103237001,0,5,2,2,6
11103270002,0,6,1,1,6
11103046002,0,6,1,1,6
11103116001,0,6,1,1,6
11103018001,0,6,1,1,6
11111022001,0,6,1,1,6
11103069001,0,5,1,1,6
11111010001,0,5,1,1,6
11103270003,0,6,1,1,6
11010043001,0,5,1,1,6
11103083001,0,5,1,1,6
11103156001,0,5,1,1,6
14020949001,0,6,1,1,6
11110066001,0,4,1,1,6
11111014001,0,5,1,1,6
11103084001,0,5,1,1,6
11110013001,0,4,1,1,6
11103047001,0,4,1,1,6
12130042001,0,5,1,1,6
11103195001,0,4,1,1,6
11110029001,0,4,1,1,6
14022060001,0,3,1,1,6
11103074001,0,4,1,1,6
11110018001,0,3,1,1,6
14610007001,0,3,1,1,6
14616022001,0,3,1,1,6
11010115001,0,3,1,1,6
12000101001,0,4,1,1,6
12105067001,0,3,1,1,6
14615048001,0,4,1,1,6
11050003001,0,3,1,1,6
12105066001,0,3,1,1,6
14616021001,0,3,1,1,6
11010025001,0,3,1,1,6
14611015001,0,3,1,1,6
11010027001,0,3,1,1,6
14613004001,0,3,1,1,6
14615011001,0,3,1,1,6
11010013001,0,3,1,1,6
11010112001,0,3,1,1,6
11103018002,0,3,1,1,6
11103132001,0,3,1,1,6
14022059001,0,3,1,1,6
14204004001,0,3,1,1,6
11010013002,0,2,1,1,6
11010040001,0,3,1,1,6
14615036001,0,3,1,1,6
11103200001,0,2,1,1,6
12105043002,0,2,1,1,6
14315015001,0,2,1,1,6
11110028001,0,2,1,1,6
11104001001,0,2,1,1,6
12105068001,0,2,1,1,6
11112004001,0,2,1,1,6
12327062001,0,2,1,1,6
12327026001,0,2,1,1,6
11010058001,0,1,1,1,6
14330898001,0,4,1,1,6
31545011001,0,2,1,1,6
11050123001,0,5,2,2,6
14332008001,0,6,1,1,6
14511005001,0,6,1,1,6
14512899001,0,5,1,1,6
12011237001,0,5,1,1,6
14332014001,0,5,1,1,6
14510014001,0,5,1,1,6
14331004001,0,4,1,1,6
14506211001,0,4,1,1,6
10014214001,0,4,1,1,6
14330042001,0,3,1,1,6
14512916001,0,4,1,1,6
14111017001,0,3,1,1,6
14332002001,0,4,1,1,6
11050040001,0,3,1,1,6
14330004001,0,3,1,1,6
12011238001,0,3,1,1,6
14310109001,0,3,1,1,6
14332007001,0,3,1,1,6
14331026001,0,3,1,1,6
14331039001,0,2,1,1,6
10023110001,0,3,1,1,6
14330899001,0,2,1,1,6
14331005001,0,2,1,1,6
14331007001,0,2,1,1,6
14331997001,0,2,1,1,6
14411001001,0,2,1,1,6
11021013001,0,4,2,2,6
11101039001,0,5,1,1,6
11010023001,0,5,1,1,6
11010022001,0,4,1,1,6
11010020001,0,3,1,1,6
14506041001,0,2,1,1,6
14502068001,0,2,1,1,6
14504076001,0,2,1,1,6
10023017001,0,2,1,1,6
14244005001,0,2,1,1,6
14510058001,0,6,6,6,6
14510147001,0,6,6,6,6
14511026001,0,6,6,6,6
14511001001,0,6,6,6,6
11103270001,0,6,1,1,6
11103054001,0,6,1,1,6
11103027001,0,6,1,1,6
11110090001,0,6,1,1,6
11110095001,0,5,1,1,6
11110082001,0,5,1,1,6
14611899001,0,5,1,1,6
14613918001,0,5,1,1,6
12011199001,0,3,1,1,6
14227002001,0,4,1,1,6
14611901001,0,4,1,1,6
11103111001,0,4,1,1,6
11103279001,0,4,1,1,6
11103272001,0,4,1,1,6
14612015001,0,3,1,1,6
11103054002,0,4,1,1,6
14613899001,0,3,1,1,6
14620107001,0,3,1,1,6
10023061001,0,3,1,1,6
12011349001,0,3,1,1,6
11010021001,0,3,1,1,6
14620922001,0,2,1,1,6
14615030001,0,3,1,1,6
11103062001,0,3,1,1,6
12000112001,0,2,1,1,6
12011210001,0,3,1,1,6
65106084001,0,3,1,1,6
12011042001,0,2,1,1,6
14303035001,0,3,1,1,6
14342031001,0,3,1,1,6
11010060001,0,2,1,1,6
14612044001,0,2,1,1,6
10023083001,0,2,1,1,6
11103118001,0,2,1,1,6
14311040001,0,2,1,1,6
14506048001,0,2,1,1,6
12000220001,0,2,1,1,6
14615044001,0,2,1,1,6
14710007001,0,2,1,1,6
11103043001,0,2,1,1,6
12112025001,0,2,1,1,6
14614001001,0,2,1,1,6
11103283001,0,2,1,1,6
14600999001,0,2,1,1,6
14615897001,0,1,1,1,6
12001077001,0,1,1,1,6
12201086001,0,6,6,6,6
12123062001,0,6,6,6,6
