item_code;item_name;box_length;box_width;box_height;box_volume;box_weight;number_of_item_in_a_box;item_volume;item_unit;item_order_frequency;item_relative_importance;item_quantity_order_mean;item_quantity_order_std;item_quantity_order_total;item_quantity_order_unique;item_quantity_order_unique_frequency;item_class;item_initial_quantity_inventory
12000041001;ES綠野迷情奢華香水洗髮精 綠野迷情洗髮精;29.00.00;22.00;28.00.00;17864.0;08.39;12.00;1488.07.00;PCS;07.00;0.9642139297678372;1.286;0,525;9;[1, 3];[6, 1];C;3
12000042001;麗仕柔亮直順洗髮乳 麗仕直順洗髮乳;25.00.00;17.00;26.00.00;11050.0;05.31;06.00;1841.07.00;PCS;03.00;0.9882301961633972;01.00;00.00;3;[1];[3];C;1
12000044001;思波綺瞬亮修護洗髮乳 思波綺瞬亮修洗;27.00.00;18.00;22.00;10692.0;5.676;09.00;1188.00.00;PCS;01.00;0.9975667072215463;01.00;00.00;1;[1];[1];C;1
12000045001;美吾髮白茶茉莉馨香洗髮露;43.00.00;23.00;25.00.00;24725.0;12.01;12.00;2060.04.00;PCS;20.00;0.8904251595806737;01.05;0,155555556;21;[1, 2];[19, 1];C;2
12000047001;上山採藥日光金萱頭皮洗髮露600ml 金萱頭皮洗髮露;32.00.00;19.00;23.00;13984.0;8.604;12.00;1165.03.00;PCS;03.00;0.9882401959967334;1.333;0,400694444;4;[1, 2];[2, 1];C;2
12000048001;多芬植萃藍風鈴豐盈洗髮露 多芬藍鈴洗髮露;28.00.00;22.00;25.00.00;15400.0;07.35;12.00;1283.03.00;PCS;04.00;0.9821836302728287;01.00;00.00;4;[1];[4];C;1
12000049001;潘婷乳液修護去屑洗髮乳700ml;29.00.00;17.00;25.00.00;12325.0;0,234027778;06.00;2054.02.00;PCS;10.00;0.946070898818353;1.545;1.214;17;[1, 2, 5];[8, 2, 1];C;3
12000050001;飛柔薄荷水涼洗髮乳;26.00.00;22.00;23.00;13156.0;7.024;06.00;2192.07.00;PCS;07.00;0.9642372627122882;1.286;0,525;9;[1, 3];[6, 1];C;3
12000051001;思波綺豐盈洗髮精(軟塌髮用);28.00.00;20.00;23.00;12880.0;05.05;09.00;1431.01.00;PCS;07.00;0.964260595656739;2.625;1.188;21;[1, 2, 3, 4];[2, 1, 3, 2];C;5
12000053001;麗仕璐咪可草本純淨洗髮精 璐咪可草本洗髮;40.00.00;23.00;22.00;20240.0;08.02;12.00;1686.07.00;PCS;01.00;0.997570040499325;01.00;00.00;1;[1];[1];C;1
12000054001;多芬植萃橙花淨化洗髮露 多芬橙花洗髮露;28.00.00;22.00;25.00.00;15400.0;07.35;12.00;1283.03.00;PCS;01.00;0.9975733737771038;01.00;00.00;1;[1];[1];C;1
12000057001;美吾髮鼠尾草沁香洗髮露;43.00.00;23.00;25.00.00;24725.0;12.01;12.00;2060.04.00;PCS;07.00;0.9642839286011899;01.00;00.00;7;[1];[7];C;1
12000058001;566洗髮露800g-(無矽靈咖啡因控油);44.00.00;23.00;23.00;23276.0;11.01;12.00;1939.07.00;PCS;07.00;0.964307261545641;1.286;0,338888889;9;[1, 2];[5, 2];C;2
12000059001;超值玫瑰洗髮乳;32.00.00;32.00.00;27.00.00;27648.0;13.362;06.00;4608.00.00;PCS;33.00.00;0.8367893868435526;3.132;2.979;119;[1, 2, 3, 4, 5, 6, 7, 8, 12];[17, 7, 2, 1, 4, 2, 2, 1, 2];C;7
12000060001;超值薰衣草洗髮乳;33.00.00;32.00.00;28.00.00;29568.0;13.59;06.00;4928.00.00;PCS;31.00.00;0.844332594456759;2.441;2.476;83;[1, 2, 3, 4, 5, 6, 7, 12];[20, 5, 1, 1, 3, 2, 1, 1];C;6
12000061001;絲蘊無矽靈水潤洗髮乳;31.00.00;23.00;28.00.00;19964.0;08.26;09.00;2218.02.00;PCS;05.00;0.976197063382277;01.02;0,310416667;6;[1, 2];[4, 1];C;2
12000064001;艾瑪花園植物性清爽滑順洗髮精500ml 清爽滑順洗髮精;33.00.00;26.00.00;22.00;18876.0;7.526;12.00;1573.00.00;PCS;01.00;0.9975767070548824;01.00;00.00;1;[1];[1];C;1
12000067001;Drs Formula髮根強化洗髮精清;33.00.00;25.00.00;24.00.00;19800.0;08.44;12.00;1650.00.00;PCS;11.00;0.9396976717054716;1.308;0,59375;17;[1, 2, 4];[11, 1, 1];C;3
12000069001;Farcent香水奇蹟洗髮露-療癒鼠尾草;36.00.00;21.00;24.00.00;18144.0;08.06;12.00;1512.00.00;PCS;03.00;0.9882501958300695;1.667;1.155;5;[1, 3];[2, 1];C;3
12000070001;Farcent香水奇蹟洗髮露-微醺小蒼蘭;36.00.00;21.00;24.00.00;18144.0;08.06;12.00;1512.00.00;PCS;05.00;0.9762137297711705;01.02;0,310416667;6;[1, 2];[4, 1];C;2
12000071001;上山採藥魚池紅玉修護洗髮露600ml 紅玉修護洗髮露;33.00.00;19.00;23.00;14421.0;8.586;12.00;1201.08.00;PCS;01.00;0.9975800403326611;01.00;00.00;1;[1];[1];C;1
12000075001;美國箭牌馬洗髮精 箭牌馬洗髮精;26.00.00;18.00;22.00;10296.0;03.02;06.00;1716.00.00;PCS;01.00;0.9975833736104398;01.00;00.00;1;[1];[1];C;1
12000076001;美國箭牌馬洗髮精;26.00.00;18.00;27.00.00;12636.0;07.09;06.00;2106.00.00;PCS;05.00;0.976230396160064;01.04;0,620833333;7;[1, 3];[4, 1];C;3
12000080001;Farcent香水奇蹟洗髮露-同名花語;36.00.00;21.00;24.00.00;18144.0;08.06;12.00;1512.00.00;PCS;02.00;0.9932034466092232;01.00;00.00;2;[1];[2];C;1
12000081001;麗仕柔亮清爽洗髮乳 麗仕清爽洗髮乳;25.00.00;17.00;26.00.00;11050.0;05.31;06.00;1841.07.00;PCS;16.00;0.9115748070865486;1.353;0,4875;23;[1, 2, 3];[13, 2, 2];C;3
12000082001;巴黎美妝杏仁橙花洗髮精 LCDP-杏橙洗髮;26.00.00;16.00;18.00;7488.00.00;04.02;12.00;624.00.00;PCS;01.00;0.9975867068882185;01.00;00.00;1;[1];[1];C;1
12000085001;黛絲恩完美奇蹟雙護洗髮精 奇蹟雙護洗髮精;28.00.00;19.00;23.00;12236.0;06.06;12.00;1019.07.00;PCS;07.00;0.9643305944900918;2.286;0,525;16;[2, 4];[6, 1];C;4
12000089001;566 薄荷淨屑洗髮露;44.00.00;23.00;23.00;23276.0;11.01;12.00;1939.07.00;PCS;15.00;0.916778053699105;1.067;0,179166667;16;[1, 2];[14, 1];C;2
12000090001;多芬植萃蝴蝶蘭受損修護洗髮露 多芬蝶蘭洗髮露;28.00.00;22.00;25.00.00;15400.0;07.05;12.00;1283.03.00;PCS;01.00;0.9975900401659973;01.00;00.00;1;[1];[1];C;1
12000092001;黛絲恩完美柔順極潤修護洗髮精 完美柔順洗髮精;28.00.00;19.00;23.00;12236.0;06.06;12.00;1019.07.00;PCS;01.00;0.997593373443776;02.00;00.00;2;[2];[1];C;2
12000093001;潘婷垂順直髮洗髮乳700ml 垂順直髮;29.00.00;17.00;25.00.00;12325.0;0,234027778;06.00;2054.02.00;PCS;06.00;0.9703571607139881;1.167;0,283333333;7;[1, 2];[5, 1];C;2
12000097001;566蛋黃素洗髮乳;38.00.00;25.00.00;22.00;20900.0;11.00;12.00;1741.07.00;PCS;08.00;0.9583906934884419;01.25;0,321527778;10;[1, 2];[6, 2];C;2
12000100001;芙夏妮水水亮澤洗髮露-微涼控油型;39.00.00;21.00;24.00.00;19656.0;08.14;12.00;1638.00.00;PCS;05.00;0.9762470625489575;02.00;00.00;10;[2];[5];C;2
12000101001;超值薄荷洗髮乳;32.00.00;32.00.00;27.00.00;27648.0;13.342;06.00;4608.00.00;PCS;10.00;0.9461042315961401;02.01;1.853;21;[1, 2, 5, 6];[6, 2, 1, 1];C;5
12000103001;潘婷乳液修護洗髮乳700ml;29.00.00;17.00;25.00.00;12325.0;0,233333333;06.00;2054.02.00;PCS;03.00;0.9882601956634056;1.333;0,400694444;4;[1, 2];[2, 1];C;2
12000108001;美吾髮藍風鈴奢香蓬鬆洗髮露;43.00.00;23.00;25.00.00;24725.0;12.01;12.00;2060.04.00;PCS;21.00;0.885718571357144;1.048;0,151388889;22;[1, 2];[20, 1];C;2
12000112001;飛柔三合一護髮洗髮乳;25.00.00;21.00;23.00;12075.0;0,303472222;06.00;2012.05.00;PCS;12.00;0.9335477742037632;01.25;0,313888889;15;[1, 2];[9, 3];C;2
12000113001;ES花漾莓果奢華香水洗髮精輕盈蓬鬆款 ES花漾莓果;28.00.00;23.00;27.00.00;17388.0;09.00;12.00;1449.00.00;PCS;04.00;0.9821969633839436;01.00;00.00;4;[1];[4];C;1
12000114001;ES島嶼花園奢華香水洗髮精淨化控油款 ES島嶼花園;28.00.00;23.00;27.00.00;17388.0;09.00;12.00;1449.00.00;PCS;04.00;0.9822102964950584;01.00;00.00;4;[1];[4];C;1
12000115001;飛柔甜心滋養香氛洗髮露530ML 飛柔甜心洗髮露;30.00.00;23.00;24.00.00;16560.0;08.02;12.00;1380.00.00;PCS;03.00;0.9882701954967417;1.333;0,400694444;4;[1, 2];[2, 1];C;2
12000118001;Drs Formula溫潤舒活洗髮精 溫潤舒活洗髮精;33.00.00;25.00.00;24.00.00;19800.0;08.44;12.00;1650.00.00;PCS;05.00;0.9762637289378511;01.00;00.00;5;[1];[5];C;1
12000122001;花王植萃弱酸洗髮精滋養健髮型 花王植萃洗髮精;42.00.00;23.00;26.00.00;25116.0;0,468055556;12.00;2093.00.00;PCS;08.00;0.9584173597106714;01.25;0,321527778;10;[1, 2];[6, 2];C;2
12000124001;潘婷染燙修護洗髮乳700ml;29.00.00;17.00;25.00.00;12325.0;0,231944444;06.00;2054.02.00;PCS;17.00;0.9064382260295661;1.353;0,420833333;23;[1, 2, 3];[12, 4, 1];C;2
12000125001;多芬深層修護洗髮乳;25.00.00;17.00;25.00.00;10625.0;04.09;06.00;1770.08.00;PCS;11.00;0.9397343377610373;1.455;0,477777778;16;[1, 2, 3];[7, 3, 1];C;3
12000126001;Drs Formula髮根強化洗髮精潤 潤澤感;33.00.00;25.00.00;24.00.00;19800.0;08.44;12.00;1650.00.00;PCS;04.00;0.9822236296061733;01.00;00.00;4;[1];[4];C;1
12000128001;美吾髮晨霧玫瑰奢香柔順洗髮露;43.00.00;23.00;25.00.00;24725.0;12.01;12.00;2060.04.00;PCS;04.00;0.982236962717288;01.00;00.00;4;[1];[4];C;1
12000129001;麗仕柔亮修護洗髮乳 麗仕修護洗髮乳;25.00.00;17.00;26.00.00;11050.0;05.31;06.00;1841.07.00;PCS;14.00;0.9222279628672856;1.067;0,179166667;16;[1, 2];[14, 1];C;2
12000135001;潘婷奇蹟系列柔亮護色洗髮露 潘婷奇蹟護色洗;22.00;23.00;24.00.00;12144.0;0,2625;09.00;1349.03.00;PCS;03.00;0.9882801953300778;01.00;00.00;3;[1];[3];C;1
12000136001;ANTICA義大利草本專家蕁麻葉洗髮乳;26.00.00;20.00;16.00;8320.00.00;0,172222222;12.00;693.03.00;PCS;01.00;0.9975967067215546;01.00;00.00;1;[1];[1];C;1
12000140001;黛絲恩完美修補極潤修護洗髮精 完美修補洗髮精;28.00.00;19.00;23.00;12236.0;06.06;12.00;1019.07.00;PCS;05.00;0.9762803953267446;02.08;1.789;14;[2, 6];[4, 1];C;5
12000144001;麗仕璐咪可小確幸柔順洗髮精 璐咪可小確幸洗;39.00.00;22.00;23.00;19734.0;07.02;12.00;1644.05.00;PCS;01.00;0.9976000399993333;02.00;00.00;2;[2];[1];C;2
12000146001;飛柔橄欖油柔潤洗髮乳1000毫升;26.00.00;22.00;23.00;13156.0;0,318055556;06.00;2192.07.00;PCS;02.00;0.9932101131647806;01.00;00.00;2;[1];[2];C;1
12000149001;花香5原效洗髮乳-茉莉花香;47.00.00;28.00.00;25.00.00;32900.0;15.032;12.00;2741.07.00;PCS;01.00;0.997603373277112;02.00;00.00;2;[2];[1];C;2
12000150001;芙夏妮水水亮澤洗髮乳;38.00.00;22.00;25.00.00;20900.0;08.07;12.00;1741.07.00;PCS;03.00;0.988290195163414;2.667;1.155;8;[2, 4];[2, 1];C;4
12000152001;美吾髮小蒼蘭梨萃香水洗髮露;43.00.00;23.00;25.00.00;24725.0;12.05;12.00;2060.04.00;PCS;22.00;0.8813486441892635;1.273;1.077;28;[1, 2, 6];[20, 1, 1];C;3
12000157001;麗仕璐咪可舒緩空氣感洗髮精 璐咪可舒緩洗;39.00.00;22.00;23.00;19734.0;07.02;12.00;1644.05.00;PCS;02.00;0.993216779720338;02.00;00.00;4;[2];[2];C;2
12000159001;沛特斯草本複方強建洗髮精 草本複方洗髮精;23.00;16.00;20.00;7360.00.00;03.04;06.00;1226.07.00;PCS;01.00;0.9976067065548907;02.00;00.00;2;[2];[1];C;2
12000163001;麗仕柔亮強韌洗髮乳 麗仕強韌洗髮乳;25.00.00;17.00;26.00.00;11050.0;05.31;06.00;1841.07.00;PCS;03.00;0.98830019499675;1.333;0,400694444;4;[1, 2];[2, 1];C;2
12000165001;花王植萃弱酸洗髮精保濕去屑型;42.00.00;23.00;26.00.00;25116.0;0,475;12.00;2093.00.00;PCS;05.00;0.9762970617156381;01.00;00.00;5;[1];[5];C;1
12000166001;澳潔蕬玫瑰天竺葵保濕洗髮精500ML 澳潔蕬玫瑰洗;23.00;16.00;23.00;8464.00.00;03.45;06.00;1410.07.00;PCS;01.00;0.9976100398326695;01.00;00.00;1;[1];[1];C;1
12000169001;麗仕柔亮絲滑洗髮乳 麗仕絲滑洗髮乳;25.00.00;17.00;26.00.00;11050.0;05.31;06.00;1841.07.00;PCS;09.00;0.9523607939867669;1.111;0,23125;10;[1, 2];[8, 1];C;2
12000170001;花王植萃弱酸洗髮精涼感控油型;42.00.00;23.00;26.00.00;25116.0;10.08;12.00;2093.00.00;PCS;14.00;0.9222746287561874;1.143;0,252083333;16;[1, 2];[12, 2];C;2
12000176001;水平衡香水洗髮精今天做自己 今天做自己;36.00.00;22.00;27.00.00;21384.0;10.01;12.00;1782.00.00;PCS;01.00;0.9976133731104482;01.00;00.00;1;[1];[1];C;1
12000178001;花王洗髮精清新沁涼型;40.00.00;24.00.00;22.00;21120.0;10.45;12.00;1760.00.00;PCS;113.00.00;0.6390493491775137;02.22;02.39;262;[1, 2, 3, 4, 5, 6, 7, 10, 12];[71, 18, 12, 5, 2, 4, 1, 1, 4];C;5
12000179001;花王洗髮精溫和柔潤型;40.00.00;23.00;21.00;19320.0;10.06;12.00;1610.00.00;PCS;59.00.00;0.7642305961567307;3.492;3.442;227;[1, 2, 3, 4, 5, 6, 10, 11, 12];[24, 14, 8, 4, 2, 4, 3, 1, 5];C;8
12000182001;566潤澤抗菌香氛洗髮精-白麝香 潤澤抗菌白麝香;45.00.00;22.00;27.00.00;26730.0;11.02;12.00;2227.05.00;PCS;11.00;0.9397710038166031;1.455;0,477777778;16;[1, 2, 3];[7, 3, 1];C;3
12000183001;沙宣護色亮澤洗髮乳 沙宣護色亮澤洗;27.00.00;21.00;24.00.00;13608.0;07.05;12.00;1134.00.00;PCS;02.00;0.9932234462758954;01.00;00.00;2;[1];[2];C;1
12000186001;566乳油木果油強韌洗髮乳 乳油木果油;39.00.00;24.00.00;21.00;19656.0;11.00;12.00;1638.00.00;PCS;09.00;0.9523907934867752;1.444;1.333;13;[1, 5];[8, 1];C;3
12000189001;沙宣輕盈柔順洗髮乳;27.00.00;21.00;24.00.00;13608.0;07.05;12.00;1134.00.00;PCS;07.00;0.9643539274345427;1.143;0,2625;8;[1, 2];[6, 1];C;2
12000191001;ES輕甜花語奢華香水洗髮精 輕甜花語洗髮精;29.00.00;22.00;28.00.00;17864.0;08.39;12.00;1488.07.00;PCS;06.00;0.9703771603806604;1.333;0,566666667;8;[1, 3];[5, 1];C;3
12000193001;花王洗髮精深層柔潤型;41.00.00;21.00;24.00.00;20664.0;0,461805556;12.00;1722.00.00;PCS;02.00;0.9932301128314528;01.00;00.00;2;[1];[2];C;1
12000194001;ANTICA義大利草本專家野玫瑰洗髮乳;26.00.00;20.00;16.00;8320.00.00;0,172222222;12.00;693.03.00;PCS;03.00;0.9883101948300862;01.00;00.00;3;[1];[3];C;1
12000196001;脫普咖啡因頭皮調理洗髮精800ML;39.00.00;22.00;25.00.00;21450.0;11.18;12.00;1787.05.00;PCS;01.00;0.9976167063882269;02.00;00.00;2;[2];[1];C;2
12000197001;黛絲恩完美淨化極潤修護洗髮精 完美淨化洗髮精;37.00.00;31.00.00;22.00;25234.0;07.02;12.00;2102.08.00;PCS;10.00;0.9461375643739272;02.02;0,438888889;22;[2, 4];[9, 1];C;3
12000200001;髮職人植萃藍風鈴香氛洗髮精;25.00.00;23.00;21.00;12075.0;0,297222222;12.00;1006.03.00;PCS;03.00;0.9883201946634222;02.00;00.00;6;[2];[3];C;2
12000204001;ANTICA義大利草本專家薰衣草洗髮乳;26.00.00;20.00;16.00;8320.00.00;0,172222222;12.00;693.03.00;PCS;02.00;0.9932367793870103;01.00;00.00;2;[1];[2];C;1
12000205001;潘婷絲質順滑洗髮乳700ml;29.00.00;17.00;25.00.00;12325.0;0,228472222;06.00;2054.02.00;PCS;08.00;0.9584440259329011;1.625;1.768;13;[1, 6];[7, 1];C;4
12000206001;Hair Recipe生薑蘋果滋養洗髮露;22.00;22.00;24.00.00;11616.0;06.00;09.00;1290.07.00;PCS;02.00;0.9932434459425676;01.05;0,490972222;3;[1, 2];[1, 1];C;3
12000207001;潘婷強韌頭髮減少斷裂洗髮精;29.00.00;17.00;25.00.00;12325.0;0,229861111;06.00;2054.02.00;PCS;07.00;0.9643772603789936;01.00;00.00;7;[1];[7];C;1
12000208001;花王植萃弱酸洗髮精酷爽去屑型 花王植萃洗酷爽;42.00.00;23.00;26.00.00;25116.0;10.08;12.00;2093.00.00;PCS;10.00;0.9461708971517141;01.00;00.00;10;[1];[10];C;1
12000212001;多芬植萃櫻花柔順保濕洗髮露 櫻花柔順保濕;28.00.00;22.00;24.00.00;14784.0;06.08;12.00;1232.00.00;PCS;01.00;0.9976200396660055;01.00;00.00;1;[1];[1];C;1
12000213001;一家人益生菌控油洗髮精;23.00;16.00;24.00.00;8832.00.00;03.15;06.00;1472.00.00;PCS;01.00;0.9976233729437842;02.00;00.00;2;[2];[1];C;2
12000214001;逸萱秀柔亮零毛燥洗髮乳 柔亮零毛燥洗髮;41.00.00;21.00;25.00.00;21525.0;0,435416667;12.00;1793.08.00;PCS;12.00;0.9335877735371078;1.083;0,200694444;13;[1, 2];[11, 1];C;2
12000215001;朵蔓頭皮淨化洗髮精控油蓬鬆;28.00.00;15.00;20.00;8400.00.00;3.842;08.00;1050.00.00;PCS;04.00;0.9822502958284028;03.00;02.00;12;[2, 6];[3, 1];C;6
12000217001;逸萱秀清爽防油光洗髮精 清爽防油光洗髮;41.00.00;21.00;25.00.00;21525.0;10.01;12.00;1793.08.00;PCS;04.00;0.9822636289395177;01.00;00.00;4;[1];[4];C;1
12000219001;AVALON 有機洗髮精-薰衣草;19.00;13.00;21.00;5187.00.00;02.46;06.00;864.05.00;PCS;01.00;0.997626706221563;01.00;00.00;1;[1];[1];C;1
12000220001;阿葵亞瞬護賦活洗髮精;29.00.00;20.00;26.00.00;15080.0;07.13;06.00;2513.03.00;PCS;11.00;0.9398076698721688;01.00;00.00;11;[1];[11];C;1
12000221001;Drs Formula恆采固色洗髮精;32.00.00;25.00.00;24.00.00;19200.0;8.426;12.00;1600.00.00;PCS;06.00;0.9703971600473326;01.00;00.00;6;[1];[6];C;1
12000223001;566抗屑抗菌香氛洗髮精-小蒼蘭 抗屑抗菌小蒼蘭;45.00.00;22.00;27.00.00;26730.0;11.02;12.00;2227.05.00;PCS;17.00;0.9064948917518041;1.176;0,272916667;20;[1, 2];[14, 3];C;2
12000224001;沛特斯有機迷迭香洗髮精 有機迷迭香;23.00;16.00;20.00;7360.00.00;3.456;06.00;1226.07.00;PCS;01.00;0.9976300394993417;01.00;00.00;1;[1];[1];C;1
12000225001;沛特斯有機薰衣草洗髮精 有機薰衣草;23.00;16.00;20.00;7360.00.00;3.452;06.00;1226.07.00;PCS;05.00;0.9763137281045315;01.00;00.00;5;[1];[5];C;1
12000226001;沛特斯有機茶樹洗髮精;24.00.00;16.00;21.00;8064.00.00;03.47;06.00;1344.00.00;PCS;04.00;0.9822769620506325;01.00;00.00;4;[1];[4];C;1
12000228001;逸萱秀潤澤防斷裂洗髮乳 潤澤防斷裂洗髮;41.00.00;21.00;25.00.00;21525.0;0,433333333;12.00;1793.08.00;PCS;04.00;0.9822902951617473;01.00;00.00;4;[1];[4];C;1
12000229001;髮職人植萃黑莓月桂葉洗髮精;25.00.00;23.00;21.00;12075.0;0,297222222;12.00;1006.03.00;PCS;01.00;0.9976333727771204;02.00;00.00;2;[2];[1];C;2
12000230001;髮職人植萃英國梨小蒼蘭洗髮精;25.00.00;23.00;21.00;12075.0;0,297222222;12.00;1006.03.00;PCS;08.00;0.9584706921551307;02.00;00.00;16;[2];[8];C;2
12000232001;逸萱秀速乾空氣感洗髮精 速乾空氣感洗髮;41.00.00;21.00;25.00.00;21525.0;10.00;12.00;1793.08.00;PCS;03.00;0.9883301944967584;01.00;00.00;3;[1];[3];C;1
12000233001;Farm Recipe萃進化羽衣甘藍清爽蓬鬆洗髮精 清爽蓬鬆洗髮精;22.00;16.00;22.00;7744.00.00;03.48;06.00;1290.07.00;PCS;01.00;0.9976367060548991;01.00;00.00;1;[1];[1];C;1
12000239001;蒂沐蝶薰衣草豐盈植萃洗髮精;31.00.00;19.00;23.00;13547.0;08.05;12.00;1128.09.00;PCS;05.00;0.9763303944934251;01.02;0,310416667;6;[1, 2];[4, 1];C;2
12000241001;瑪宣妮蜜桃珍珠洗髮精-絲潤感;27.00.00;20.00;22.00;11880.0;05.00;09.00;1320.00.00;PCS;05.00;0.9763470608823186;03.02;1.789;16;[2, 4, 6];[3, 1, 1];C;6
12000242001;麗仕璐咪可SPA精油修護洗髮精 璐咪可修護洗髮;41.00.00;23.00;22.00;20746.0;07.19;12.00;1728.08.00;PCS;02.00;0.993250112498125;01.05;0,490972222;3;[1, 2];[1, 1];C;3
12000246001;曼秀雷敦咖啡因頭皮活力洗髮精;33.00.00;19.00;22.00;13794.0;08.08;12.00;1149.05.00;PCS;12.00;0.9336277728704522;01.25;0,431944444;15;[1, 2, 3];[10, 1, 1];C;2
12000247001;Farm Recipe萃進化薑根強健養護洗髮精 強健養護洗髮精;22.00;16.00;22.00;7744.00.00;03.48;06.00;1290.07.00;PCS;03.00;0.9883401943300945;01.00;00.00;3;[1];[3];C;1
12000260001;澳潔蕬檸檬香桃木控油洗髮精500ML 澳潔蕬檸檬洗;23.00;16.00;23.00;8464.00.00;03.45;06.00;1410.07.00;PCS;06.00;0.9704171597140048;01.00;00.00;6;[1];[6];C;1
12000261001;脫普清涼潔淨洗髮精;39.00.00;22.00;25.00.00;21450.0;11.12;12.00;1787.05.00;PCS;06.00;0.970437159380677;02.00;00.00;12;[2];[6];C;2
12000262001;脫普輕盈保溼洗髮精;39.00.00;22.00;25.00.00;21450.0;11.12;12.00;1787.05.00;PCS;02.00;0.9932567790536825;02.00;00.00;4;[2];[2];C;2
12000264001;多芬日本植萃蜂蜜輕盈柔亮洗髮露 多芬蜂蜜洗髮露;30.00.00;23.00;24.00.00;16560.0;07.32;12.00;1380.00.00;PCS;10.00;0.9462042299295012;01.00;00.00;10;[1];[10];C;1
12000265001;KAFEN還原酸系列保濕洗髮精;25.00.00;17.00;27.00.00;11475.0;4.844;06.00;1912.05.00;PCS;03.00;0.9883501941634306;02.00;00.00;6;[2];[3];C;2
12000270001;呂滋養韌髮洗髮精_中乾性頭皮適用 呂滋養乾性洗;22.00;17.00;24.00.00;8976.00.00;04.22;08.00;1122.00.00;PCS;01.00;0.9976400393326778;01.00;00.00;1;[1];[1];C;1
12000275001;BOTANIST植物性洗髮精受損護理 受損護理洗髮;31.00.00;23.00;22.00;15686.0;07.27;12.00;1307.02.00;PCS;01.00;0.9976433726104565;01.00;00.00;1;[1];[1];C;1
12000276001;水平衡香水洗髮精現正戀愛中 現正戀愛中;36.00.00;22.00;27.00.00;21384.0;10.01;12.00;1782.00.00;PCS;01.00;0.9976467058882352;01.00;00.00;1;[1];[1];C;1
12000282001;一家人益生菌抗屑洗髮精;23.00;17.00;24.00.00;9384.00.00;03.16;06.00;1564.00.00;PCS;02.00;0.9932634456092398;02.00;00.00;4;[2];[2];C;2
12000285001;KAFEN還原酸系列控油洗髮精;25.00.00;18.00;27.00.00;12150.0;05.24;06.00;2025.00.00;PCS;01.00;0.9976500391660139;02.00;00.00;2;[2];[1];C;2
12000288001;清淨海環保洗髮精;32.00.00;24.00.00;26.00.00;19968.0;10.56;12.00;1664.00.00;PCS;04.00;0.9823036282728621;01.00;00.00;4;[1];[4];C;1
12000295001;呂滋養韌髮洗髮精_油性頭皮適用;22.00;17.00;24.00.00;8976.00.00;04.22;08.00;1122.00.00;PCS;01.00;0.9976533724437926;01.00;00.00;1;[1];[1];C;1
12000298001;美吾髮黑醋栗月桂迷香洗髮露 黑醋栗月桂洗髮;44.00.00;23.00;25.00.00;25300.0;12.06;12.00;2108.03.00;PCS;04.00;0.982316961383977;01.00;00.00;4;[1];[4];C;1
12000301001;快潔適沁爽潔淨洗髮露_熊熊遇見你 快潔適洗髮露;35.00.00;27.00.00;25.00.00;23625.0;10.06;12.00;1968.08.00;PCS;01.00;0.9976567057215713;02.00;00.00;2;[2];[1];C;2
12000309001;呂滋養韌髮洗髮精_敏感性頭皮適用 呂滋養敏感洗;22.00;17.00;24.00.00;8976.00.00;04.22;08.00;1122.00.00;PCS;01.00;0.99766003899935;01.00;00.00;1;[1];[1];C;1
12000314001;麗仕柔亮護色洗髮乳;25.00.00;18.00;25.00.00;11250.0;05.35;06.00;1875.00.00;PCS;06.00;0.9704571590473492;01.00;00.00;6;[1];[6];C;1
12000317001;美吾髮馬鞭草清新水漾洗髮露;44.00.00;23.00;26.00.00;26312.0;12.06;12.00;2192.07.00;PCS;27.00.00;0.8597856702388293;1.148;0,370833333;31;[1, 3];[25, 2];C;2
12000319001;Elastine香水洗髮精永恆珍愛;27.00.00;23.00;27.00.00;16767.0;0,384027778;12.00;1397.03.00;PCS;04.00;0.9823302944950918;01.00;00.00;4;[1];[4];C;1
12000320001;Elastine香水洗髮精甜蜜愛戀;27.00.00;23.00;27.00.00;16767.0;0,382638889;12.00;1397.03.00;PCS;06.00;0.9704771587140214;01.00;00.00;6;[1];[6];C;1
12000325001;巴黎美妝迷迭香甘菊洗髮精 LCDP-橘子迷迭;25.00.00;16.00;17.00;6800.00.00;03.52;12.00;566.07.00;PCS;04.00;0.9823436276062065;01.00;00.00;4;[1];[4];C;1
12000340001;美吾髮罌粟牡丹奢香洗髮露 罌粟牡丹洗髮露;44.00.00;23.00;25.00.00;25300.0;12.06;12.00;2108.03.00;PCS;11.00;0.9398443359277345;1.091;0,209722222;12;[1, 2];[10, 1];C;2
12000343001;絲蘊深層修護洗髮乳 深層修護洗髮乳;23.00;31.00.00;27.00.00;19251.0;08.03;09.00;2139.00.00;PCS;02.00;0.9932701121647972;02.05;0,490972222;5;[2, 3];[1, 1];C;4
12000349001;美吾髮New葵花洗髮精;43.00.00;13.00;26.00.00;14534.0;12.06;12.00;1211.02.00;PCS;03.00;0.9883601939967667;1.333;0,400694444;4;[1, 2];[2, 1];C;2
12000350001;美吾髮檀香精油洗髮精;43.00.00;23.00;24.00.00;23736.0;12.06;12.00;1978.00.00;PCS;12.00;0.9336677722037966;1.615;0,090972222;21;[1, 3, 7];[11, 1, 1];C;4
