order_id,item_id,item_quantity,order_arrival
1997,29,2,1204
1997,131,2,1204
1997,22,3,1204
1997,14,2,1204
1997,117,3,1204
1997,26,1,1204
1997,41,2,1204
1997,161,1,1204
1997,290,2,1204
1998,498,2,1205
1998,201,3,1205
1998,286,3,1205
1998,296,3,1205
1999,8,3,1206
2000,55,2,1207
2000,270,1,1207
2001,115,3,1208
2001,29,2,1208
2002,43,2,1209
2003,125,1,1210
2003,177,1,1210
2003,85,2,1210
2004,297,1,1211
2004,117,1,1211
2004,54,1,1211
2004,72,2,1211
2004,200,2,1211
2004,91,2,1211
2004,3,2,1211
2004,27,2,1211
2004,13,1,1211
2004,30,3,1211
2005,165,2,1212
2005,460,2,1212
2006,109,1,1213
2006,196,3,1213
2006,81,2,1213
2006,33,2,1213
2006,0,2,1213
2006,438,1,1213
2006,173,1,1213
2007,79,2,1214
2008,92,2,1215
2008,138,3,1215
2008,316,3,1215
2008,26,3,1215
2008,129,1,1215
2009,11,2,1216
2010,6,1,1217
2010,106,3,1217
2010,10,1,1217
2011,10,3,1218
2011,452,1,1218
2012,10,2,1219
2013,157,2,1220
2013,68,3,1220
2013,166,2,1220
2014,54,1,1221
2014,39,3,1221
2014,179,1,1221
2014,323,1,1221
2014,121,3,1221
2014,484,3,1221
2015,47,2,1222
2015,39,2,1222
2015,299,3,1222
2016,35,2,1223
2017,112,1,1224
2017,6,1,1224
2017,256,3,1224
2017,365,1,1224
2017,198,1,1224
2017,2,2,1224
2017,51,2,1224
2018,203,3,1225
2018,439,2,1225
2019,111,1,1226
2020,28,1,1227
2020,98,3,1227
2020,174,1,1227
2020,209,1,1227
2021,6,1,1228
2022,166,3,1229
2022,10,3,1229
2022,84,1,1229
2022,23,2,1229
2022,30,2,1229
2022,24,2,1229
2022,241,3,1229
2023,3,3,1230
2023,288,2,1230
2023,221,1,1230
2023,172,3,1230
2024,47,1,1231
2024,30,1,1231
2025,5,3,1232
2025,32,2,1232
2025,36,1,1232
2025,23,1,1232
2025,37,2,1232
2026,430,1,1233
2026,106,3,1233
2026,36,3,1233
2026,6,3,1233
2026,1,3,1233
2026,30,2,1233
2027,33,2,1234
2027,17,3,1234
2027,38,2,1234
2027,11,1,1234
2027,267,1,1234
2027,61,3,1234
2027,179,3,1234
2027,103,1,1234
2027,353,2,1234
2027,240,2,1234
2028,2,1,1235
2028,22,1,1235
2028,79,1,1235
2028,41,1,1235
2028,53,1,1235
2028,18,2,1235
2029,57,1,1236
2029,82,3,1236
2029,52,3,1236
2029,199,2,1236
2029,28,3,1236
2029,16,2,1236
2029,114,1,1236
2029,95,1,1236
2029,249,1,1236
2030,159,2,1237
2031,18,3,1238
2031,201,2,1238
2031,173,2,1238
2031,355,2,1238
2031,181,2,1238
2031,28,2,1238
2031,3,2,1238
2031,388,2,1238
2032,2,2,1239
2032,7,1,1239
2032,201,1,1239
2032,176,1,1239
2032,14,3,1239
2032,1,3,1239
2032,17,3,1239
2032,24,3,1239
2032,3,3,1239
2033,21,1,1240
2033,498,3,1240
2034,14,1,1241
2034,26,2,1241
2034,56,3,1241
2035,57,1,1242
2035,140,2,1242
2035,35,1,1242
2035,178,1,1242
2035,231,3,1242
2035,25,3,1242
2035,96,2,1242
2035,157,1,1242
2035,318,1,1242
2036,10,1,1243
2037,137,1,1244
2037,20,3,1244
2038,67,3,1245
2039,185,1,1246
2039,175,1,1246
2039,226,2,1246
2039,12,3,1246
2039,0,2,1246
2039,37,3,1246
2039,4,3,1246
2039,28,3,1246
2040,7,2,1247
2040,2,2,1247
2040,87,2,1247
2040,197,2,1247
2041,13,1,1248
2041,26,2,1248
2042,371,2,1249
2042,164,3,1249
2042,265,3,1249
2043,40,1,1250
2043,68,2,1250
2043,1,3,1250
2044,0,2,1251
2044,13,2,1251
2044,14,2,1251
2044,153,2,1251
2044,197,1,1251
2044,48,2,1251
2044,189,2,1251
2044,87,1,1251
2044,103,2,1251
2045,42,2,1252
2045,314,3,1252
2045,182,1,1252
2045,296,2,1252
2045,80,1,1252
2045,260,1,1252
2045,81,1,1252
2046,498,1,1253
2046,295,2,1253
2046,19,2,1253
2046,342,3,1253
2046,294,2,1253
2046,123,1,1253
2046,159,2,1253
2046,184,2,1253
2046,1,3,1253
2047,404,2,1254
2047,345,1,1254
2047,214,2,1254
2047,163,3,1254
2048,106,2,1255
2049,44,2,1256
2049,248,1,1256
2049,221,3,1256
2049,137,1,1256
2050,37,1,1257
2050,7,1,1257
2051,157,3,1258
2052,8,3,1259
2052,5,3,1259
2053,1,1,1260
2053,24,3,1260
2054,180,3,1261
2054,9,2,1261
2054,19,3,1261
2055,88,2,1262
2055,460,2,1262
2056,47,1,1263
2057,0,1,1264
2058,97,2,1265
2058,26,3,1265
2058,14,1,1265
2058,108,3,1265
2058,407,3,1265
2058,110,3,1265
2058,28,1,1265
2059,34,1,1266
2060,236,3,1267
2061,270,1,1268
2061,478,1,1268
2061,243,3,1268
2062,25,1,1269
2063,266,1,1270
2063,11,3,1270
2063,0,2,1270
2063,30,1,1270
2063,24,2,1270
2063,267,1,1270
2063,18,2,1270
2063,184,2,1270
2063,132,3,1270
2063,96,3,1270
2063,20,3,1270
2063,493,1,1270
2064,242,3,1271
2064,45,2,1271
2064,135,2,1271
2065,496,2,1272
2065,484,2,1272
2065,169,2,1272
2066,156,3,1273
2066,2,1,1273
2066,23,3,1273
2066,314,3,1273
2066,288,3,1273
2066,271,2,1273
2066,249,1,1273
2066,141,1,1273
2066,127,3,1273
2066,333,2,1273
2066,109,1,1273
2066,196,3,1273
2067,2,1,1274
2067,325,2,1274
2068,187,3,1275
2069,108,2,1276
2069,371,1,1276
2069,180,3,1276
2070,356,1,1277
2070,173,2,1277
2071,283,2,1278
2072,109,1,1279
2072,197,1,1279
2073,27,3,1280
2074,178,1,1281
2074,27,2,1281
2074,54,1,1281
2074,10,1,1281
2075,154,3,1282
2075,20,3,1282
2075,85,2,1282
2075,96,3,1282
2075,488,3,1282
2076,36,3,1283
2077,82,3,1284
2077,103,2,1284
2078,325,3,1285
2079,38,1,1286
2079,63,1,1286
2080,277,2,1287
2080,472,2,1287
2080,497,2,1287
2080,241,2,1287
2080,169,1,1287
2080,340,1,1287
2080,8,1,1287
2080,198,2,1287
2080,150,2,1287
2080,251,2,1287
2081,14,1,1288
2082,184,2,1289
2082,6,1,1289
2083,46,2,1290
2084,85,1,1291
2084,94,1,1291
2084,155,2,1291
2085,95,2,1292
2085,81,2,1292
2086,13,3,1293
2086,22,3,1293
2087,184,1,1294
2087,241,2,1294
2087,165,1,1294
2088,2,3,1295
2088,31,2,1295
2088,269,2,1295
2088,148,1,1295
2088,14,3,1295
2088,22,2,1295
2089,23,1,1296
2089,16,3,1296
2090,129,1,1297
2090,92,1,1297
2091,43,2,1298
2091,41,3,1298
2092,160,3,1299
2092,151,1,1299
2092,116,1,1299
2092,194,3,1299
2092,50,2,1299
2092,282,3,1299
2092,371,3,1299
2093,5,2,1300
2093,1,3,1300
2093,26,1,1300
2093,85,2,1300
2093,65,2,1300
2093,447,1,1300
2093,48,1,1300
2094,27,1,1301
2094,473,1,1301
2094,244,3,1301
2094,12,1,1301
2095,102,3,1302
2095,55,1,1302
2095,12,1,1302
2095,201,2,1302
2095,42,3,1302
2095,137,3,1302
2095,223,2,1302
2095,41,3,1302
2095,59,3,1302
2096,13,3,1303
2096,131,3,1303
2096,124,1,1303
2097,83,1,1304
2097,186,1,1304
2098,27,1,1305
2098,13,1,1305
2098,12,3,1305
2098,156,3,1305
2098,43,2,1305
2098,48,3,1305
2099,349,3,1306
2099,4,1,1306
2100,108,2,1307
2100,59,1,1307
2100,145,1,1307
2101,436,2,1308
2101,102,2,1308
2101,162,2,1308
2102,14,2,1309
2102,458,1,1309
2103,7,2,1310
2103,207,1,1310
2103,65,2,1310
2103,466,3,1310
2103,251,2,1310
2104,15,2,1311
2104,142,2,1311
2105,225,3,1312
2105,47,3,1312
2106,4,1,1313
2106,18,3,1313
2106,52,1,1313
2107,109,1,1314
2108,60,2,1315
2108,90,3,1315
2108,35,3,1315
2108,189,1,1315
2108,30,3,1315
2108,16,3,1315
2109,5,2,1316
2110,135,1,1317
2110,112,1,1317
2111,62,3,1318
2112,1,3,1319
2113,3,2,1320
2114,88,2,1321
2115,430,3,1322
2115,458,3,1322
2115,59,1,1322
2115,5,1,1322
2115,26,2,1322
2116,12,2,1323
2117,92,3,1324
2117,98,1,1324
2117,423,3,1324
2117,24,2,1324
2118,61,3,1325
2118,5,1,1325
2118,327,2,1325
2119,349,2,1326
2119,238,2,1326
2119,463,1,1326
2120,183,3,1327
2120,83,3,1327
2120,35,1,1327
2121,222,1,1328
2121,423,3,1328
2122,2,3,1329
2122,277,1,1329
2122,139,3,1329
2122,199,1,1329
2122,118,1,1329
2122,314,1,1329
2122,193,1,1329
2123,0,3,1330
2123,100,1,1330
2124,2,1,1331
2124,10,1,1331
2124,104,1,1331
2125,11,1,1332
2126,8,1,1333
2126,27,2,1333
2126,122,2,1333
2127,322,2,1334
2128,17,3,1335
2128,301,2,1335
2129,241,3,1336
2129,21,3,1336
2129,204,2,1336
2130,4,2,1337
2131,6,3,1338
2131,15,1,1338
2131,132,2,1338
2131,238,1,1338
2131,46,2,1338
2131,232,2,1338
2131,184,1,1338
2131,314,1,1338
2132,0,3,1339
2132,153,3,1339
2132,422,2,1339
2133,35,3,1340
2133,34,3,1340
2133,284,3,1340
2133,447,2,1340
2133,486,3,1340
2133,301,3,1340
2133,64,2,1340
2134,51,2,1341
2134,446,1,1341
2134,11,2,1341
2134,228,2,1341
2134,15,1,1341
2134,28,1,1341
2135,50,1,1342
2135,371,2,1342
2135,56,1,1342
2135,6,3,1342
2135,158,2,1342
2135,275,3,1342
2135,163,1,1342
2135,322,3,1342
2135,350,1,1342
2136,13,2,1343
2137,111,2,1344
2137,36,1,1344
2137,106,1,1344
2137,17,3,1344
2138,13,3,1345
2138,44,2,1345
2139,400,1,1346
2139,211,2,1346
2139,229,3,1346
2139,130,1,1346
2140,210,3,1347
2141,3,2,1348
2141,191,2,1348
2142,189,1,1349
2142,117,2,1349
2143,114,3,1350
2144,49,2,1351
2144,151,3,1351
2144,47,1,1351
2144,145,2,1351
2144,417,1,1351
2144,247,1,1351
2144,455,1,1351
2144,228,2,1351
2144,171,2,1351
2144,73,3,1351
2144,249,2,1351
2145,5,3,1352
2146,5,1,1353
2146,436,2,1353
2147,12,1,1354
2147,33,2,1354
2147,460,3,1354
2148,447,1,1355
2149,11,2,1356
2149,86,1,1356
2149,15,1,1356
2149,101,3,1356
2149,16,2,1356
2149,193,1,1356
2149,439,3,1356
2149,53,2,1356
2149,81,2,1356
2149,4,2,1356
2149,25,1,1356
2149,2,3,1356
2149,22,3,1356
2149,466,1,1356
2150,137,1,1357
2151,0,3,1358
2151,17,2,1358
2151,199,2,1358
2151,200,2,1358
2152,352,1,1359
2153,5,1,1360
2153,276,2,1360
2153,220,2,1360
2153,109,3,1360
2154,59,3,1361
2154,216,1,1361
2155,25,3,1362
2155,36,1,1362
2155,160,1,1362
2155,171,2,1362
2155,129,1,1362
2155,180,2,1362
2155,396,1,1362
2155,325,1,1362
2155,344,2,1362
2156,17,3,1363
2156,14,2,1363
2157,69,1,1364
2157,154,3,1364
2158,182,1,1365
2159,44,1,1366
2160,238,2,1367
2160,228,1,1367
2160,473,3,1367
2161,13,1,1368
2162,49,2,1369
2162,15,1,1369
2163,97,1,1370
2163,155,2,1370
2164,28,3,1371
2165,103,3,1372
2165,110,3,1372
2165,111,3,1372
2165,8,2,1372
2165,259,1,1372
2165,241,1,1372
2165,220,2,1372
2165,196,2,1372
2165,94,1,1372
2165,42,3,1372
2166,31,2,1373
2166,136,3,1373
2167,195,1,1374
2167,18,2,1374
2167,351,3,1374
2167,425,2,1374
2168,35,3,1375
2169,449,1,1376
2170,64,3,1377
2171,29,1,1378
2171,25,3,1378
2172,33,2,1379
2172,449,3,1379
2172,245,1,1379
2172,187,3,1379
2172,27,3,1379
2172,2,2,1379
2172,191,1,1379
2172,144,1,1379
2172,99,3,1379
2172,342,1,1379
2173,106,1,1380
2174,356,2,1381
2175,11,2,1382
2176,72,3,1383
2176,353,1,1383
2176,25,1,1383
2176,342,3,1383
2176,187,1,1383
2176,172,3,1383
2176,34,1,1383
2177,8,2,1384
2177,9,1,1384
2177,2,3,1384
2177,34,3,1384
2177,3,1,1384
2177,33,2,1384
2177,12,3,1384
2177,120,2,1384
2177,332,1,1384
2178,53,2,1385
2178,41,3,1385
2178,5,3,1385
2178,172,2,1385
2179,323,3,1386
2179,33,2,1386
2179,143,3,1386
2179,42,3,1386
2179,38,3,1386
2179,6,3,1386
2179,458,3,1386
2179,266,1,1386
2179,99,2,1386
2179,87,2,1386
2180,28,2,1387
2180,46,1,1387
2180,4,1,1387
2181,24,2,1388
2181,15,3,1388
2181,151,2,1388
2181,435,3,1388
2181,157,3,1388
2181,2,1,1388
2181,97,1,1388
2182,23,3,1389
2183,12,3,1390
2183,35,3,1390
2184,104,3,1391
2185,26,1,1392
2185,438,1,1392
2185,356,1,1392
2185,62,1,1392
2186,48,2,1393
2187,19,3,1394
2187,48,2,1394
2187,1,3,1394
2187,49,3,1394
2187,4,1,1394
2187,345,3,1394
2188,168,3,1395
2188,121,1,1395
2188,29,2,1395
2189,61,1,1396
2190,183,1,1397
2190,9,2,1397
2190,32,1,1397
2190,152,1,1397
2191,24,2,1398
2191,236,3,1398
2191,160,1,1398
2191,177,1,1398
2192,268,1,1399
2193,172,1,1400
2193,20,1,1400
2193,77,3,1400
2193,260,1,1400
2193,223,3,1400
2193,9,3,1400
2193,278,2,1400
2194,49,2,1401
2194,469,3,1401
2195,23,1,1402
2195,5,1,1402
2195,35,1,1402
2195,70,3,1402
2196,58,2,1403
2196,299,2,1403
2196,350,2,1403
2197,42,1,1404
2197,73,1,1404
2198,8,1,1405
2198,30,3,1405
2199,33,1,1406
2199,88,2,1406
2199,161,2,1406
2200,2,2,1407
2200,47,3,1407
2200,43,3,1407
2200,186,3,1407
2201,8,3,1408
2201,84,3,1408
2201,267,3,1408
2202,10,1,1409
2202,146,2,1409
2202,369,2,1409
2202,260,2,1409
2202,228,2,1409
2203,183,1,1410
2204,200,2,1411
2204,72,3,1411
2204,4,2,1411
2204,18,1,1411
2204,209,2,1411
2204,233,3,1411
2204,472,2,1411
2204,130,2,1411
2204,168,1,1411
2205,234,1,1412
2206,145,2,1413
2206,265,3,1413
2206,118,2,1413
2207,145,3,1414
2208,21,3,1415
2208,35,3,1415
2209,33,2,1416
2210,163,3,1417
2211,3,1,1418
2211,8,3,1418
2211,437,2,1418
2211,59,2,1418
2211,9,2,1418
2211,430,2,1418
2211,399,2,1418
2211,251,3,1418
2211,193,1,1418
2212,28,2,1419
2212,46,3,1419
2212,67,2,1419
2213,168,3,1420
2213,104,1,1420
2214,12,2,1421
2215,17,3,1422
2215,177,1,1422
2216,182,1,1423
2217,152,3,1424
2217,336,1,1424
2217,455,1,1424
2218,11,3,1425
2218,350,3,1425
2218,129,2,1425
2218,355,2,1425
2219,282,2,1426
2220,0,3,1427
2220,2,1,1427
2220,151,3,1427
2221,16,2,1428
2221,84,2,1428
2221,27,3,1428
2221,430,1,1428
2222,42,1,1429
2222,389,1,1429
2222,94,2,1429
2223,8,1,1430
2223,62,3,1430
2223,10,1,1430
2223,103,3,1430
2223,43,1,1430
2223,447,3,1430
2223,113,3,1430
2223,16,3,1430
2224,85,2,1431
2225,322,1,1432
2226,12,1,1433
2226,4,1,1433
2226,356,1,1433
2226,26,1,1433
2227,20,3,1434
2228,43,3,1435
2228,176,3,1435
2229,93,2,1436
2229,158,2,1436
2229,247,3,1436
2229,333,1,1436
2230,99,3,1437
2231,19,3,1438
2231,299,3,1438
2231,62,1,1438
2231,26,1,1438
2232,26,3,1439
2232,296,2,1439
2233,164,2,1440
2233,209,2,1440
2233,447,2,1440
2233,280,3,1440
2234,0,1,1441
2234,17,1,1441
2234,96,2,1441
2235,47,2,1442
2235,0,2,1442
2236,6,3,1443
2236,37,2,1443
2237,46,2,1444
2237,1,2,1444
2237,202,2,1444
2238,151,3,1445
2239,33,2,1446
2239,40,3,1446
2239,51,1,1446
2240,466,2,1447
2241,12,2,1448
2241,112,2,1448
2242,7,1,1449
2243,85,3,1450
2243,6,2,1450
2243,4,2,1450
2243,94,3,1450
2244,120,1,1451
2245,10,3,1452
2245,135,3,1452
2245,73,1,1452
2246,270,1,1453
2247,43,2,1454
2247,56,2,1454
2247,2,1,1454
2247,81,3,1454
2247,6,2,1454
2247,47,1,1454
2248,17,2,1455
2249,2,1,1456
2249,23,1,1456
2249,26,2,1456
2249,36,2,1456
2249,160,1,1456
2249,44,2,1456
2249,48,3,1456
2249,101,2,1456
2249,41,1,1456
2249,401,1,1456
2249,484,2,1456
2249,33,1,1456
2249,27,3,1456
2249,11,3,1456
2250,3,1,1457
2250,90,2,1457
2250,78,2,1457
2250,202,3,1457
2250,174,2,1457
2250,360,1,1457
2250,17,2,1457
2251,155,1,1458
2251,251,1,1458
2251,299,1,1458
2251,233,2,1458
2252,209,2,1459
2252,64,1,1459
2252,19,1,1459
2252,208,1,1459
2252,87,3,1459
2253,22,1,1460
2253,0,3,1460
2253,2,2,1460
2254,25,2,1461
2255,5,2,1462
2256,11,1,1463
2256,27,1,1463
2256,45,2,1463
2257,1,2,1464
2258,115,1,1465
2258,14,2,1465
2259,0,3,1466
2259,2,1,1466
2259,13,2,1466
2259,4,3,1466
2260,41,1,1467
2260,159,3,1467
2260,228,3,1467
2260,142,3,1467
2260,436,2,1467
2261,25,1,1468
2262,27,1,1469
2262,43,1,1469
2262,186,1,1469
2263,23,2,1470
2263,187,1,1470
2263,163,3,1470
2264,118,2,1471
2265,29,1,1472
2265,137,3,1472
2265,285,3,1472
2266,31,2,1473
2266,202,3,1473
2266,316,1,1473
2266,53,1,1473
2267,28,1,1474
2268,66,1,1475
2269,95,1,1476
2270,32,3,1477
2270,176,3,1477
2271,3,2,1478
2271,5,3,1478
2271,379,2,1478
2272,9,3,1479
2272,38,1,1479
2272,210,1,1479
2272,367,1,1479
2273,379,2,1480
2274,120,1,1481
2275,93,1,1482
2275,34,3,1482
2275,196,3,1482
2276,22,1,1483
2276,150,1,1483
2276,199,1,1483
2276,191,2,1483
2276,105,1,1483
2276,163,1,1483
2277,5,3,1484
2278,49,1,1485
2278,1,3,1485
2278,149,3,1485
2278,420,2,1485
2278,379,3,1485
2279,400,2,1486
2279,460,3,1486
2279,103,2,1486
2280,256,3,1487
2280,118,3,1487
2280,113,3,1487
2280,184,2,1487
2280,221,3,1487
2281,371,2,1488
2281,35,2,1488
2281,391,2,1488
2281,23,1,1488
2282,28,1,1489
2282,4,3,1489
2282,97,3,1489
2283,9,1,1490
2283,5,1,1490
2283,12,3,1490
2283,55,1,1490
2284,63,2,1491
2284,282,1,1491
2284,482,1,1491
2284,105,3,1491
2284,19,2,1491
2285,9,3,1492
2285,248,1,1492
2285,460,1,1492
2286,28,1,1493
2287,66,2,1494
2287,5,2,1494
2287,40,3,1494
2287,2,2,1494
2287,33,1,1494
2287,44,3,1494
2288,152,2,1495
2289,229,1,1496
2290,8,3,1497
2290,44,2,1497
2290,137,1,1497
2290,399,1,1497
2291,7,1,1498
2291,2,2,1498
2292,1,1,1499
2292,144,2,1499
2292,221,2,1499
2292,306,1,1499
2292,76,2,1499
2293,21,1,1500
2294,9,2,1501
2295,23,3,1502
2295,403,3,1502
2295,71,2,1502
2295,42,3,1502
2295,201,1,1502
2296,42,3,1503
2296,97,2,1503
2297,15,3,1504
2297,81,1,1504
2298,135,2,1505
2298,84,2,1505
2298,205,1,1505
2298,0,3,1505
2298,27,3,1505
2298,38,3,1505
2299,24,3,1506
2299,88,1,1506
2300,399,2,1507
2301,11,3,1508
2301,0,2,1508
2301,39,3,1508
2301,403,3,1508
2301,34,1,1508
2301,8,3,1508
2301,4,3,1508
2301,166,2,1508
2301,275,2,1508
2302,18,1,1509
2303,423,2,1510
2303,148,3,1510
2304,88,2,1511
2304,2,3,1511
2304,72,2,1511
2304,21,1,1511
2305,26,3,1512
2305,9,2,1512
2305,45,1,1512
2306,47,1,1513
2306,207,1,1513
2306,134,1,1513
2306,325,3,1513
2306,6,3,1513
2306,19,3,1513
2306,4,1,1513
2307,54,2,1514
2307,180,2,1514
2307,273,2,1514
2308,17,1,1515
2308,466,3,1515
2308,4,3,1515
2308,29,1,1515
2309,26,1,1516
2310,187,2,1517
2310,83,2,1517
2310,458,1,1517
2310,214,3,1517
2310,350,3,1517
2310,75,3,1517
2310,113,1,1517
2310,3,3,1517
2311,1,2,1518
2311,38,1,1518
2311,159,1,1518
2311,344,1,1518
2312,88,3,1519
2312,48,2,1519
2312,114,3,1519
2312,260,2,1519
2312,94,2,1519
2312,493,3,1519
2313,144,3,1520
2313,300,2,1520
2313,7,1,1520
2314,286,1,1521
2314,144,3,1521
2315,18,1,1522
2315,294,2,1522
2316,1,1,1523
2316,7,1,1523
2317,71,1,1524
2317,27,1,1524
2318,30,2,1525
2319,3,3,1526
2319,60,1,1526
2320,187,3,1527
2320,422,2,1527
2320,242,3,1527
2320,493,3,1527
2320,2,3,1527
2321,39,1,1528
2321,225,2,1528
2321,31,2,1528
2321,118,1,1528
2321,100,1,1528
2321,125,1,1528
2321,185,3,1528
2322,131,2,1529
2322,19,3,1529
2322,251,1,1529
2322,264,3,1529
2323,25,2,1530
2323,6,3,1530
2324,3,1,1531
2325,178,1,1532
2326,94,2,1533
2326,171,2,1533
2327,12,1,1534
2328,37,1,1535
2328,29,3,1535
2328,66,2,1535
2329,40,1,1536
2329,111,3,1536
2329,211,3,1536
2330,35,1,1537
2331,458,3,1538
2331,92,3,1538
2332,33,2,1539
2332,203,1,1539
2333,77,1,1540
2333,295,1,1540
2333,215,3,1540
2334,24,1,1541
2334,268,2,1541
2334,458,1,1541
2334,54,1,1541
2334,156,1,1541
2334,29,3,1541
2335,62,2,1542
2335,1,3,1542
2336,80,3,1543
2336,50,1,1543
2337,348,1,1544
2337,66,3,1544
2338,115,2,1545
2339,26,1,1546
2339,5,1,1546
2340,45,2,1547
2340,448,3,1547
2341,37,2,1548
2341,3,3,1548
2341,12,2,1548
2341,30,2,1548
2341,32,2,1548
2341,232,1,1548
2341,263,2,1548
2342,5,1,1549
2342,12,1,1549
2342,20,2,1549
2343,8,3,1550
2344,493,2,1551
2344,142,2,1551
2344,147,3,1551
2344,315,3,1551
2344,2,1,1551
2344,34,3,1551
2344,6,1,1551
2345,72,3,1552
2345,238,1,1552
2345,247,1,1552
2345,158,3,1552
2346,40,2,1553
2347,53,1,1554
2348,42,1,1555
2349,400,3,1556
2350,1,2,1557
2350,184,3,1557
2351,13,2,1558
2351,151,1,1558
2352,6,3,1559
2352,4,1,1559
2353,450,1,1560
2353,496,1,1560
2353,318,3,1560
2353,36,3,1560
2354,103,1,1561
2354,3,3,1561
2355,153,3,1562
2355,294,3,1562
2355,149,2,1562
2355,10,1,1562
2355,186,2,1562
2355,160,2,1562
2355,403,2,1562
2355,25,3,1562
2355,22,2,1562
2355,28,2,1562
2355,110,2,1562
2355,254,1,1562
2355,466,3,1562
2355,87,1,1562
2355,122,1,1562
2355,1,1,1562
2355,16,2,1562
2356,155,1,1563
2356,335,3,1563
2356,74,1,1563
2356,125,2,1563
2357,460,3,1564
2357,24,3,1564
2358,7,1,1565
2358,164,1,1565
2358,144,3,1565
2358,327,3,1565
2358,423,3,1565
2358,371,3,1565
2359,68,1,1566
2359,2,1,1566
2359,193,2,1566
2360,359,1,1567
2360,493,3,1567
2360,135,2,1567
2360,26,1,1567
2360,47,1,1567
2360,4,3,1567
2360,254,2,1567
2360,181,1,1567
2361,3,3,1568
2361,9,3,1568
2361,33,3,1568
2361,5,1,1568
2362,161,2,1569
2363,13,2,1570
2363,63,1,1570
2364,191,2,1571
2364,420,2,1571
2365,12,3,1572
2365,44,2,1572
2365,20,3,1572
2366,241,1,1573
2366,127,3,1573
2366,295,2,1573
2366,19,3,1573
2366,189,2,1573
2366,49,2,1573
2366,7,2,1573
2366,140,3,1573
2367,68,1,1574
2368,1,2,1575
2368,27,2,1575
2368,92,1,1575
2369,49,3,1576
2369,97,2,1576
2370,0,1,1577
2371,10,3,1578
2371,104,1,1578
2371,163,1,1578
2371,122,3,1578
2371,242,2,1578
2371,222,2,1578
2372,120,1,1579
2372,222,1,1579
2373,88,1,1580
2373,131,3,1580
2373,13,1,1580
2373,23,3,1580
2373,40,3,1580
2373,93,1,1580
2373,104,1,1580
2373,264,3,1580
2373,61,1,1580
2373,201,3,1580
2373,299,2,1580
2373,286,2,1580
2374,497,1,1581
2375,8,1,1582
2375,41,2,1582
2376,312,2,1583
2376,132,3,1583
2377,176,2,1584
2377,32,1,1584
2377,0,3,1584
2377,79,1,1584
2377,301,3,1584
2377,202,2,1584
2377,28,2,1584
2378,159,3,1585
2378,184,3,1585
2378,173,1,1585
2378,254,2,1585
2378,158,3,1585
2378,164,2,1585
2379,108,3,1586
2380,25,2,1587
2380,18,2,1587
2381,51,3,1588
2381,67,2,1588
2381,245,1,1588
2381,153,2,1588
2381,473,2,1588
2381,6,2,1588
2382,157,1,1589
2382,11,1,1589
2382,40,3,1589
2383,42,3,1590
2383,9,1,1590
2383,82,2,1590
2383,92,3,1590
2383,260,1,1590
2383,176,2,1590
2384,52,1,1591
2385,18,3,1592
2385,123,3,1592
2385,63,2,1592
2385,148,1,1592
2386,344,1,1593
2386,71,2,1593
2387,47,3,1594
2387,7,3,1594
2387,19,2,1594
2387,13,2,1594
2388,0,3,1595
2388,18,3,1595
2388,10,2,1595
2388,445,3,1595
2388,27,2,1595
2388,11,2,1595
2389,4,1,1596
2389,0,1,1596
2389,5,3,1596
2389,32,3,1596
2390,21,2,1597
2390,132,3,1597
2390,460,3,1597
2390,121,1,1597
2391,14,2,1598
2391,89,3,1598
2391,127,3,1598
2391,454,2,1598
2392,237,2,1599
2392,194,3,1599
2392,8,2,1599
2392,10,2,1599
2392,3,2,1599
2392,5,1,1599
2392,436,1,1599
2392,40,3,1599
2392,104,2,1599
2393,55,1,1600
2393,12,1,1600
2393,107,1,1600
2394,14,2,1601
2394,169,2,1601
2395,237,1,1602
2395,90,3,1602
2395,41,1,1602
2395,9,3,1602
2395,312,2,1602
2395,199,1,1602
2395,4,2,1602
2395,47,1,1602
2396,15,1,1603
2396,83,1,1603
2396,149,3,1603
2396,465,3,1603
2396,160,2,1603
2397,13,2,1604
2397,125,2,1604
2397,8,1,1604
2397,452,2,1604
2397,455,1,1604
2397,171,1,1604
2398,106,1,1605
2398,90,1,1605
2398,18,1,1605
2398,341,2,1605
2399,7,1,1606
2400,84,1,1607
2400,108,2,1607
2401,6,3,1608
2401,2,3,1608
2401,79,2,1608
2401,160,2,1608
2402,3,1,1609
2402,80,1,1609
2402,11,3,1609
2402,103,3,1609
2402,65,1,1609
2403,7,2,1610
2403,140,1,1610
2403,24,1,1610
2404,12,3,1611
2405,173,3,1612
2405,389,1,1612
2405,77,3,1612
2405,102,3,1612
2405,244,2,1612
2406,83,1,1613
2406,81,1,1613
2406,61,2,1613
2406,20,3,1613
2406,33,1,1613
2406,147,1,1613
2406,190,3,1613
2407,9,2,1614
2407,389,2,1614
2408,450,1,1615
2408,111,3,1615
2408,435,3,1615
2409,2,2,1616
2410,0,1,1617
2410,3,2,1617
2411,8,3,1618
2411,156,3,1618
2411,436,1,1618
2411,241,3,1618
2412,25,1,1619
2413,161,3,1620
2413,466,3,1620
2413,57,1,1620
2414,0,2,1621
2414,55,2,1621
2414,280,3,1621
2415,7,1,1622
2415,335,3,1622
2415,34,2,1622
2415,236,2,1622
2416,10,2,1623
2416,47,1,1623
2417,8,3,1624
2417,124,2,1624
