item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,mean_demand,std_demand,cv_demand,nonzero_periods,T,demand_frequency,avg_affinity,max_affinity,cluster,item_initial_inventory,box_initial_inventory
11102017001,家福洗衣皂,34.0,31.0,20.0,21080.0,16.07,20.0,0.4761904761904761,1.051939144494025,2.2090722034374526,5,21,0.238095238095238,7.0521125e-08,1.6927348e-05,3,2,1
11102023001,達利dalli親膚植物油抗敏洗衣皂(3入) T1-D49,25.0,21.0,17.0,8925.0,6.9,18.0,0.1428571428571428,0.3499271061118825,2.449489742783178,3,21,0.1428571428571428,5.4596995e-08,1.6927348e-05,3,1,1
11102043001,水晶肥皂絲絮 水晶肥皂絲絮,42.0,32.0,22.0,29568.0,9.26,6.0,0.1428571428571428,0.3499271061118825,2.449489742783178,3,21,0.1428571428571428,5.4596995e-08,1.6927348e-05,3,1,1
11103001001,白帥帥抗菌洗衣精,44.0,23.0,29.0,29348.0,13.93,4.0,0.9047619047619048,2.7586187348495694,3.0489996543074187,6,21,0.2857142857142857,5.9146746e-08,3.3854696e-05,3,5,2
11103001002,白帥帥抗菌洗衣精,45.0,23.0,30.0,31050.0,14.0,4.0,0.4761904761904761,1.401327520910682,2.9427877939124323,3,21,0.1428571428571428,7.5070886e-08,3.3854696e-05,3,3,1
11103002001,家福藍色清新香氛洗衣精 家福藍色清新香,36.0,19.0,34.0,23256.0,12.68,4.0,0.0952380952380952,0.2935435239509036,3.082207001484488,2,21,0.0952380952380952,1.8199003e-08,1.6927348e-05,3,1,1
11103005001,白蘭含熊寶貝純淨溫和洗衣精補充包,38.0,25.0,29.0,27550.0,10.58,6.0,1.9047619047619049,3.20572051042035,1.683003267970684,9,21,0.4285714285714285,1.774404e-07,5.0782044e-05,0,7,2
11103007001,一匙靈Attack抗菌EX濃縮洗衣精,39.0,32.0,31.0,38688.0,17.0,6.0,7.476190476190476,5.884758745057298,0.7871333353261354,20,21,0.9523809523809524,7.962037e-07,0.00015234613,2,16,3
11103008001,藍寶衣留香洗衣精,40.0,27.0,34.0,36720.0,13.88,4.0,0.3333333333333333,1.0389249632986397,3.1167748898959187,2,21,0.0952380952380952,4.5497497e-08,3.3854696e-05,3,2,1
11103011001,BioLead 經典香氛洗衣精 補 紅粉補充,53.0,32.0,15.0,25440.0,11.68,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,1.3649252e-08,1.6927348e-05,1,1,1
11103011003,BioLead 經典香氛洗衣精 補 花園精靈,53.0,32.0,15.0,25440.0,11.68,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,9.099502e-09,1.6927348e-05,1,1,1
11103011004,BioLead 經典香氛洗衣精 補 天使之吻,53.0,32.0,15.0,25440.0,11.68,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,9.099502e-09,1.6927348e-05,1,1,1
11103014001,白鴿防霉洗衣精--薰衣草精油,41.0,23.0,31.0,29233.0,15.4,4.0,1.0952380952380951,1.3418097908195592,1.22513067857438,11,21,0.5238095238095238,3.0938304e-07,5.0782044e-05,0,3,1
11103015001,白鴿防霉洗衣精補充包,35.0,26.0,31.0,28210.0,12.82,6.0,9.904761904761903,5.6391890830809395,0.5693412055033641,21,21,1.0,1.2079588e-06,0.0005755298,2,18,3
11103018001,毛寶PM2.5洗衣精補充包,36.0,34.0,32.0,39168.0,13.03,6.0,1.9523809523809523,2.4780213011919408,1.2692304225617257,13,21,0.6190476190476191,2.4796162e-07,3.3854696e-05,0,6,1
11103018002,毛寶PM2.5洗衣精補充包,36.0,34.0,33.0,40392.0,13.11,6.0,0.7619047619047619,1.3058389715049608,1.713913650100261,8,21,0.3809523809523809,1.3876748e-07,3.3854696e-05,0,3,1
11103019001,全效光鮮柔軟洗衣精溫柔花香,44.0,26.0,32.0,36608.0,15.6,4.0,21.238095238095237,19.314205879425497,0.909413281318241,16,21,0.7619047619047619,1.2625561e-06,0.00010156409,2,46,12
11103021001,一匙靈Attack抗菌EX洗衣精補充,30.0,26.0,28.0,21840.0,10.9,6.0,34.857142857142854,20.59885737535138,0.5909508263420478,21,21,1.0,3.3236192e-06,0.00033854696,2,62,11
11103022001,妙管家有酵洗衣精補充包-抗菌,41.0,29.0,32.0,38048.0,13.01,6.0,27.80952380952381,21.08400216733745,0.7581576121816548,21,21,1.0,2.5956463e-06,0.0006770939,2,55,10
11103023001,妙管家濃縮有酵洗衣精-中性),47.0,27.0,36.0,45684.0,19.06,4.0,2.047619047619047,2.4587296463667783,1.2007749435744732,10,21,0.4761904761904761,2.479616e-07,8.463674e-05,0,6,2
11103027001,水晶肥皂液体補充包,40.0,24.0,31.0,29760.0,10.76,6.0,1.8571428571428572,2.782354506284103,1.4981908879991324,13,21,0.6190476190476191,2.616109e-07,5.0782044e-05,0,6,1
11103029001,家福熱帶花香洗衣精 家福熱帶花香洗,36.0,19.0,34.0,23256.0,12.68,4.0,0.0476190476190476,0.2129588549999799,4.472135954999579,1,21,0.0476190476190476,0.0,0.0,1,1,1
11103031001,橘子工坊天然制菌力濃縮洗衣精,27.0,9.0,20.0,5074.0,1.8,1.0,0.9523809523809524,1.5879363810031493,1.6673332000533068,10,21,0.4761904761904761,1.9563943e-07,1.6927348e-05,0,3,3
11103032003,BioLead 經典香氛洗衣精 瓶 花園精靈,38.0,32.0,31.0,37696.0,13.55,6.0,0.1904761904761904,0.8518354199999197,4.472135954999579,1,21,0.0476190476190476,9.099502e-09,1.6927348e-05,1,2,1
11103035001,白鴿天然濃縮防蹣洗衣精,41.0,22.0,31.0,27962.0,15.45,4.0,2.380952380952381,2.277763951066933,0.956660859448112,16,21,0.7619047619047619,4.1175193e-07,5.0782044e-05,2,6,2
11103039001,水晶肥皂抗菌洗衣用液體,30.0,37.0,31.0,34410.0,16.19,6.0,0.0952380952380952,0.2935435239509036,3.0822070014844885,2,21,0.0952380952380952,1.5924128e-08,1.6927348e-05,3,1,1
11103040001,皂福無香精洗衣皂精,41.0,26.0,32.0,34112.0,14.05,4.0,0.1428571428571428,0.3499271061118825,2.449489742783178,3,21,0.1428571428571428,2.7298501e-08,1.6927348e-05,3,1,1
11103043001,白蘭含熊寶貝森林晨露洗衣精補充包,38.0,25.0,29.0,27550.0,10.58,6.0,0.4761904761904761,0.7315376902732008,1.5362291495737217,7,21,0.3333333333333333,1.251182e-07,8.463674e-05,0,2,1
11103044001,日本PG BOLD 新3D無痕療癒花香洗衣球(粉紅) BOLD洗衣球,39.0,30.0,14.0,16380.0,2.72,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,2.9573375e-08,1.6927348e-05,1,1,1
11103045001,家福蘆薈濃縮洗衣精 家福蘆薈濃縮洗,38.0,25.0,26.0,24700.0,12.24,12.0,0.1428571428571428,0.6388765649999399,4.47213595499958,1,21,0.0476190476190476,3.8672873e-08,1.6927348e-05,1,1,1
11103046001,白帥帥抗菌洗衣精補充,35.0,27.0,31.0,29295.0,10.76,6.0,2.6666666666666665,3.075762907039074,1.153411090139653,13,21,0.6190476190476191,3.7080426e-07,0.00015234613,0,7,2
11103046002,白帥帥抗菌洗衣精補充,35.0,27.0,30.0,28350.0,10.8,6.0,2.047619047619047,2.869813175870355,1.4015366672855225,13,21,0.6190476190476191,2.9118408e-07,8.463674e-05,0,6,1
11103047001,白帥帥超淨亮抗菌洗衣精補充包,35.0,27.0,31.0,29295.0,10.76,6.0,1.238095238095238,2.0448486241508466,1.6516085041218376,7,21,0.3333333333333333,1.0919407e-07,5.0782044e-05,0,4,1
11103048001,AH 2X小蘇打洗衣精-清新配方,40.0,33.0,31.0,40920.0,20.11,4.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,2.2748754e-09,1.6927348e-05,1,1,1
11103049001,家福EXPERT 綠色柑橘高效洗衣精 家福EXPERT 綠色,36.0,19.0,34.0,23256.0,12.68,4.0,0.1904761904761904,0.3926767262493009,2.0615528128088303,4,21,0.1904761904761904,5.232212e-08,1.6927348e-05,3,1,1
11103050001,妙管家有酵洗衣精補充包-護色,41.0,29.0,31.0,36859.0,13.12,6.0,20.19047619047619,17.20636384934655,0.8522019831044281,21,21,1.0,1.5491943e-06,0.00062631187,2,43,8
11103051001,一匙靈極速淨EX洗衣精補充包,30.0,26.0,28.0,21840.0,10.56,6.0,6.523809523809524,7.556889304715191,1.1583552948833504,16,21,0.7619047619047619,5.664426e-07,0.0002877649,2,17,3
11103052001,一匙靈幽谷鈴蘭洗衣精瓶裝,40.0,34.0,32.0,43520.0,17.26,6.0,0.5714285714285714,1.0942024088643865,1.9148542155126764,5,21,0.238095238095238,8.8720164e-08,3.3854696e-05,3,2,1
11103054001,水晶肥皂液体補充包 (洗衣用),39.0,24.0,31.0,29016.0,13.14,6.0,1.9523809523809523,3.1543800307960375,1.615658064554068,11,21,0.5238095238095238,2.7753495e-07,3.3854696e-05,0,6,1
11103054002,水晶肥皂液体補充包 (洗衣用),39.0,24.0,31.0,29016.0,13.3,6.0,0.9523809523809524,2.0581126461880292,2.1610182784974308,7,21,0.3333333333333333,2.0246407e-07,3.3854696e-05,0,4,1
11103054003,水晶肥皂液体補充包 (洗衣用),39.0,24.0,31.0,29016.0,13.3,6.0,0.3333333333333333,0.9428090415820634,2.8284271247461903,3,21,0.1428571428571428,6.369649e-08,3.3854696e-05,3,2,1
11103058001,一匙靈幽谷鈴蘭洗衣精補充包,29.0,26.0,28.0,21112.0,9.86,6.0,4.095238095238095,5.596808290315897,1.3666624894957424,13,21,0.6190476190476191,3.8217863e-07,5.0782044e-05,0,12,2
11103062001,水晶肥皂抗菌洗衣用液體補充包,39.0,24.0,30.0,28080.0,12.2,6.0,0.7142857142857143,1.1605769149479943,1.624807680927192,7,21,0.3333333333333333,1.13743816e-07,3.3854696e-05,0,3,1
11103063001,日本PG BOLD 新3D無痕清新皂香洗衣球(水藍) BOLD洗衣球,39.0,30.0,14.0,16380.0,2.72,6.0,0.0952380952380952,0.4259177099999599,4.47213595499958,1,21,0.0476190476190476,2.9573375e-08,1.6927348e-05,1,1,1
11103065001,毛寶低泡沫小蘇打洗衣液體皂,32.0,32.0,31.0,31744.0,13.53,6.0,0.1428571428571428,0.4665694748158434,3.265986323710904,2,21,0.0952380952380952,1.8199003e-08,1.6927348e-05,3,1,1
11103067001,白蘭含熊寶貝大自然馨香洗衣精瓶裝,39.0,24.0,32.0,29952.0,11.3,4.0,0.8571428571428571,1.081696827771481,1.261979632400061,10,21,0.4761904761904761,1.5924138e-07,3.3854696e-05,0,3,1
11103068001,一匙靈歡馨蝶舞紫羅蘭香洗衣精,40.0,34.0,32.0,43520.0,16.69,6.0,0.5714285714285714,1.256276757930754,2.1984843263788196,4,21,0.1904761904761904,7.2796006e-08,3.3854696e-05,3,3,1
11103069001,白鴿抗菌洗衣精補充包,34.0,26.0,31.0,27404.0,13.12,6.0,1.8571428571428572,2.0995626366712954,1.1305337274383898,13,21,0.6190476190476191,2.456867e-07,0.00015234613,0,5,1
11103070001,白鴿防蹣洗衣精補充包,35.0,26.0,31.0,28210.0,12.83,6.0,17.761904761904763,9.63577047061408,0.5424964608120527,21,21,1.0,1.7107141e-06,0.0005755298,2,31,6
11103071001,Nac Nac 防蹣抗菌洗衣精組合包 Nac Nac 防蹣抗,40.0,35.0,28.0,39200.0,18.204,5.0,0.0952380952380952,0.2935435239509036,3.0822070014844885,2,21,0.0952380952380952,1.3649252e-08,1.6927348e-05,3,1,1
11103073001,Nac Nac抗過敏洗衣精組合包,40.0,35.0,28.0,39200.0,18.054,5.0,0.0952380952380952,0.2935435239509036,3.082207001484488,2,21,0.0952380952380952,2.0473879e-08,1.6927348e-05,3,1,1
11103074001,毛寶小蘇打洗衣液體皂(補充包),36.0,33.0,32.0,38016.0,12.0,6.0,1.0476190476190477,1.8892223261787973,1.803348584079761,7,21,0.3333333333333333,1.5014186e-07,1.6927348e-05,0,4,1
11103076001,白帥帥超效能抗菌洗衣精補充包,35.0,27.0,31.0,29295.0,10.76,6.0,3.5714285714285716,3.2450904833144425,0.908625335328044,16,21,0.7619047619047619,3.75354e-07,0.00015234613,2,8,2
11103077001,Tide Plus超濃縮柔軟洗衣精AF,49.0,32.0,28.0,43904.0,19.23,4.0,0.3809523809523809,0.7221786137191952,1.8957188610128877,5,21,0.238095238095238,8.189552e-08,1.6927348e-05,3,2,1
11103078001,白帥帥超效能抗菌洗衣精,44.0,23.0,29.0,29348.0,13.93,4.0,0.2857142857142857,0.628138378965377,2.1984843263788196,4,21,0.1904761904761904,8.189552e-08,1.6927348e-05,3,2,1
11103079001,小綠人小蘇打抗菌洗衣精 洗衣精柑橘,46.0,22.0,34.0,34408.0,15.4,4.0,0.1428571428571428,0.4665694748158434,3.2659863237109037,2,21,0.0952380952380952,2.7298501e-08,1.6927348e-05,3,1,1
11103079002,小綠人小蘇打抗菌洗衣精 洗衣精陽光,46.0,22.0,34.0,34408.0,15.3,4.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,2.2748752e-08,1.6927348e-05,1,1,1
11103080001,妙管家濃縮有酵洗衣精-護色,46.0,26.0,36.0,43056.0,17.36,4.0,2.5714285714285716,3.5532872583195485,1.381833933790935,13,21,0.6190476190476191,2.6161086e-07,8.463674e-05,0,8,2
11103082001,Nac Nac酵素洗衣精3包 酵素洗衣精3包,41.0,34.0,27.0,37638.0,16.8,5.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,4.549751e-09,1.6927348e-05,1,1,1
11103083001,一匙靈極速淨EX超濃縮洗衣精,38.0,32.0,31.0,37696.0,16.34,6.0,1.6666666666666667,2.4559613253766908,1.4735767952260144,10,21,0.4761904761904761,1.5241675e-07,8.463674e-05,0,5,1
11103084001,一匙靈歡馨蝶舞紫羅蘭香補充包,30.0,26.0,28.0,21840.0,9.8,6.0,1.2857142857142858,2.3328473740792166,1.8144368465060572,7,21,0.3333333333333333,1.5469162e-07,3.3854696e-05,0,5,1
11103085001,白帥帥小蘇打抗菌洗衣精補充包 白帥小蘇打補充,35.0,27.0,30.0,28350.0,10.77,6.0,0.4285714285714285,1.0497813183356477,2.449489742783178,4,21,0.1904761904761904,4.3222624e-08,3.3854696e-05,3,2,1
11103086002,毛寶天然植萃PM2.5洗衣精-補充包,37.0,33.0,33.0,40293.0,13.07,6.0,0.3333333333333333,1.284832148879242,3.854496446637726,2,21,0.0952380952380952,1.5924128e-08,1.6927348e-05,1,2,1
11103088001,妙管家濃縮有酵洗衣精-抗菌,46.0,26.0,36.0,43056.0,17.43,4.0,1.5238095238095235,2.7536823418668495,1.80710403685012,8,21,0.3809523809523809,1.8199017e-07,5.0782044e-05,0,6,2
11103089004,白帥帥馨香抗菌洗精,45.0,23.0,30.0,31050.0,14.04,4.0,0.238095238095238,0.6834619092574915,2.8705400188814645,3,21,0.1428571428571428,3.8672873e-08,1.6927348e-05,3,2,1
11103090001,妙管家有酵洗衣精補充包-中性,42.0,29.0,32.0,38976.0,12.8,6.0,26.047619047619047,14.099902703062446,0.5413125352181195,21,21,1.0,2.2976367e-06,0.0006770939,2,45,8
11103091001,家福熱帶花2合1衣物柔軟洗衣球 家福熱帶花2合1,40.0,20.0,24.0,19200.0,4.62,8.0,0.1428571428571428,0.3499271061118825,2.449489742783178,3,21,0.1428571428571428,2.2748752e-08,1.6927348e-05,3,1,1
11103092001,清淨海環保洗衣精補充包,38.0,30.0,30.0,34200.0,10.4,6.0,0.3333333333333333,1.284832148879242,3.854496446637726,2,21,0.0952380952380952,2.0473879e-08,1.6927348e-05,1,2,1
11103094001,清淨海環保洗衣精,40.0,28.0,28.0,31360.0,12.0,6.0,12.857142857142858,14.283809396808463,1.1109629530851028,13,21,0.6190476190476191,5.778172e-07,0.00013541878,0,32,6
11103095001,全效強淨柔軟洗衣精,44.0,26.0,33.0,37752.0,11.68,4.0,6.428571428571429,6.283549410745403,0.9774410194492849,16,21,0.7619047619047619,3.3668135e-07,6.770939e-05,2,15,4
11103096001,全效強淨洗衣精 (補充包),36.0,33.0,32.0,38016.0,11.82,6.0,6.476190476190476,6.3442440926067745,0.9796259260642812,16,21,0.7619047619047619,5.5279344e-07,0.0002877649,2,15,3
11103098001,全效抗菌洗衣精 (補充包),36.0,33.0,32.0,38016.0,11.87,6.0,6.523809523809524,4.2830679660512105,0.6565286663290176,18,21,0.8571428571428571,5.482439e-07,0.0002877649,2,13,3
11103099001,易洗樂抗菌防洗衣精,35.0,31.0,33.0,35805.0,13.75,6.0,0.1428571428571428,0.4665694748158434,3.265986323710904,2,21,0.0952380952380952,6.824626e-09,1.6927348e-05,3,1,1
11103100001,白鴿天然棉花籽護纖抗菌洗衣精,44.0,24.0,30.0,31680.0,15.45,4.0,0.4761904761904761,1.7076591501943912,3.5860842154082215,3,21,0.1428571428571428,6.1421616e-08,1.6927348e-05,1,3,1
11103102001,白鴿抗菌洗衣精,44.0,24.0,30.0,31680.0,15.45,4.0,0.3333333333333333,0.642416074439621,1.927248223318863,5,21,0.238095238095238,9.5544785e-08,5.0782044e-05,3,2,1
11103102002,白鴿抗菌洗衣精,44.0,24.0,30.0,31680.0,15.45,4.0,0.5714285714285714,1.7340134720031548,3.034523576005521,4,21,0.1904761904761904,7.5070886e-08,1.6927348e-05,3,3,1
11103105001,橘子工坊濃縮洗衣精深層淨味,27.0,9.0,20.0,5074.0,1.8,1.0,0.5714285714285714,1.7612611437054218,3.0822070014844885,2,21,0.0952380952380952,3.184825e-08,1.6927348e-05,3,3,3
11103106001,白蘭強效除蹣過敏洗衣精補充包,39.0,25.0,30.0,29250.0,10.59,6.0,2.238095238095238,2.524258720133061,1.127860279208389,14,21,0.6666666666666666,2.434119e-07,5.0782044e-05,2,6,1
11103108001,加倍潔洗衣液體小蘇打(抗菌)補充,38.0,28.0,28.0,29792.0,13.8,8.0,0.3809523809523809,1.0454523047666735,2.7443123000125187,3,21,0.1428571428571428,2.5023628e-08,1.6927348e-05,3,2,1
11103110001,白蘭蘆薈親膚洗衣補充包1.6kg,39.0,25.0,30.0,29250.0,10.56,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,3.8672873e-08,1.6927348e-05,1,1,1
11103111001,白蘭陽光馨香超濃縮洗衣精補包,39.0,25.0,30.0,29250.0,10.57,6.0,1.1428571428571428,1.4891900734392274,1.303041314259324,11,21,0.5238095238095238,2.8890926e-07,5.0782044e-05,0,4,1
11103112001,白蘭強效除蹣過敏洗衣精2.7KG,46.0,22.0,33.0,33396.0,12.15,4.0,0.6666666666666666,1.7548119783512648,2.6322179675268975,5,21,0.238095238095238,7.962064e-08,3.3854696e-05,3,3,1
11103113001,白蘭洗衣精蘆薈親膚2.7KG 白蘭洗衣精蘆薈,46.0,22.0,33.0,33396.0,12.16,4.0,0.2857142857142857,0.8806305718527109,3.0822070014844885,3,21,0.1428571428571428,5.4596995e-08,1.6927348e-05,3,2,1
11103114001,白鴿天然棉花籽護纖抗菌補充,34.0,26.0,30.0,26520.0,12.92,6.0,4.0476190476190474,4.180182161400904,1.032750886934341,17,21,0.8095238095238095,5.436939e-07,0.00030469225,2,10,2
11103115001,白蘭濃縮洗衣精陽光馨香2.7kg,46.0,22.0,33.0,33396.0,12.17,4.0,0.5238095238095238,1.051939144494025,2.0082474576704112,5,21,0.238095238095238,1.00094546e-07,1.6927348e-05,3,2,1
11103116001,白鴿天然肉桂防蹣抗菌補充包,34.0,26.0,30.0,26520.0,12.92,6.0,2.0,2.5634797778466227,1.2817398889233114,10,21,0.4761904761904761,4.595238e-07,0.00023698287,0,6,1
11103118001,白蘭茶樹除菌洗衣補充包1.6kg,39.0,24.0,29.0,27144.0,10.562,6.0,0.5714285714285714,0.7911070345636262,1.384437310486346,8,21,0.3809523809523809,1.0691919e-07,5.0782044e-05,0,2,1
11103123001,毛寶小蘇打液體皂-抗菌 小蘇打液體皂,32.0,32.0,31.0,31744.0,13.44,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,6.824626e-09,1.6927348e-05,1,1,1
11103127001,Prosi小蒼蘭蜜絲(香水洗衣凝露)瓶裝 香水洗衣瓶裝,54.0,31.0,32.0,53568.0,18.2,8.0,0.0952380952380952,0.2935435239509036,3.082207001484488,2,21,0.0952380952380952,1.5924128e-08,1.6927348e-05,3,1,1
11103128001,一匙靈淨柔超濃縮洗衣精1.8kg補充包,37.0,25.0,32.0,29600.0,11.82,6.0,0.3809523809523809,1.3265131692556302,3.48209706929603,2,21,0.0952380952380952,1.3649252e-08,1.6927348e-05,1,3,1
11103130001,小綠人小蘇打抗菌洗衣精補充包,40.0,29.0,32.0,37120.0,17.1,8.0,0.238095238095238,0.8676603408708855,3.6441734316577192,2,21,0.0952380952380952,5.0047245e-08,1.6927348e-05,1,2,1
11103130002,小綠人小蘇打抗菌洗衣精補充包,40.0,29.0,32.0,37120.0,17.1,8.0,0.5714285714285714,1.498298354528788,2.6220221204253793,4,21,0.1904761904761904,3.184825e-08,1.6927348e-05,3,3,1
11103132001,毛寶小蘇打液體皂補充包-抗菌,36.0,34.0,32.0,39168.0,11.94,6.0,0.7619047619047619,1.4769583256448402,1.938507802408853,6,21,0.2857142857142857,1.9336456e-07,5.0782044e-05,0,3,1
11103133001,橘子工坊天然制菌力洗衣精補充包,5.0,20.0,28.0,2800.0,1.5,1.0,2.857142857142857,3.313546715640914,1.15974135047432,17,21,0.8095238095238095,4.4360002e-07,3.3854696e-05,2,8,8
11103134001,一匙靈制菌超濃縮洗衣精,46.0,25.0,32.0,36800.0,13.6,4.0,9.285714285714286,10.22668245393419,1.101335033500605,19,21,0.9047619047619048,9.076725e-07,0.00016927348,2,23,6
11103135001,一匙靈亮彩超濃縮洗衣精,50.0,24.0,31.0,37200.0,12.8,4.0,3.2857142857142856,5.434833480980481,1.6540797550810158,13,21,0.6190476190476191,2.6843549e-07,0.000118491436,0,11,3
11103136001,一匙靈制菌超濃縮洗衣精補充包,36.0,25.0,32.0,28800.0,12.4,6.0,45.142857142857146,22.465392886638337,0.4976511082483175,21,21,1.0,3.730825e-06,0.00052474777,2,74,13
11103137001,一匙靈亮彩超濃縮洗衣精補充包,36.0,25.0,32.0,28800.0,12.36,6.0,23.0,45.04389393638588,1.958430171147212,17,21,0.8095238095238095,8.599003e-07,0.00052474777,2,81,14
11103139002,白雪愛天然洗衣精 萊姆洗衣精,41.0,28.0,27.0,30996.0,12.036,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,1.1374377e-08,1.6927348e-05,1,1,1
11103142001,清淨海櫻花7+洗衣精,43.0,28.0,30.0,36120.0,13.49,6.0,0.0476190476190476,0.2129588549999799,4.47213595499958,1,21,0.0476190476190476,2.9573375e-08,1.6927348e-05,1,1,1
11103147001,橘子工坊天然低敏親膚洗衣精補充包,5.0,20.0,28.0,2800.0,1.5,1.0,0.238095238095238,0.6098213559459855,2.561249694973139,3,21,0.1428571428571428,5.9146743e-08,1.6927348e-05,3,2,2
11103148001,清淨海櫻花7+洗衣精補充包 清淨海櫻花7+洗,45.0,34.0,30.0,45900.0,15.74,8.0,0.1428571428571428,0.4665694748158434,3.2659863237109037,2,21,0.0952380952380952,2.9573375e-08,1.6927348e-05,3,1,1
11103152001,一匙靈淨柔超濃縮洗衣精2.8kg瓶裝 一匙靈淨柔瓶,47.0,24.0,32.0,36096.0,12.8,4.0,0.5714285714285714,1.0497813183356477,1.8371173070873836,6,21,0.2857142857142857,9.326991e-08,3.3854696e-05,0,2,1
11103153001,日本花王植萃香氛洗衣精780G 植萃香氛晨露玫,33.0,22.0,26.0,18876.0,9.1,10.0,0.3809523809523809,1.290115922299435,3.386554296036017,3,21,0.1428571428571428,3.8672873e-08,1.6927348e-05,3,3,1
11103155001,皂福洗衣皂精 皂福洗衣皂精,41.0,26.0,32.0,34112.0,14.58,4.0,0.0952380952380952,0.2935435239509036,3.082207001484488,2,21,0.0952380952380952,5.687187e-08,1.6927348e-05,3,1,1
11103156001,皂福無香精洗衣皂精補充包,35.0,27.0,31.0,29295.0,12.74,6.0,1.5714285714285714,1.9166296949998196,1.2196734422726123,13,21,0.6190476190476191,2.3431237e-07,1.6927348e-05,0,5,1
11103157001,皂福洗衣皂精補充包,36.0,28.0,32.0,32256.0,12.83,6.0,0.2857142857142857,0.5471012044321931,1.914854215512676,5,21,0.238095238095238,1.3194284e-07,1.6927348e-05,3,1,1
11103158001,橘子工坊濃縮洗衣精補充包,5.0,20.0,28.0,2800.0,1.5,1.0,2.857142857142857,3.440455593940656,1.2041594578792294,11,21,0.5238095238095238,1.1146894e-07,3.3854696e-05,0,8,8
11103164001,ARIEL超濃縮抗菌抗洗衣精910G,40.0,29.0,22.0,25520.0,9.5,9.0,0.7619047619047619,1.3768411709334247,1.80710403685012,7,21,0.3333333333333333,1.2511822e-07,6.770939e-05,0,3,1
11103176001,家福超值抗菌濃縮洗衣精,45.0,26.0,35.0,40950.0,17.9,4.0,5.0,5.887840577551898,1.1775681155103794,15,21,0.7142857142857143,4.299508e-07,6.770939e-05,2,13,4
11103179001,橘子工坊五合一洗衣金球24顆,8.0,9.0,13.0,899.0,0.2,1.0,0.9523809523809524,1.361938061530961,1.4300349646075092,9,21,0.4285714285714285,2.1156357e-07,3.3854696e-05,0,3,3
11103182001,德國Dalli機能衣物洗衣精-1.1L Dalli機能洗衣精,29.0,20.0,28.0,16240.0,6.1,6.0,0.1904761904761904,0.6632565846278151,3.48209706929603,2,21,0.0952380952380952,9.099502e-09,1.6927348e-05,1,2,1
11103183001,快潔適抗菌防蹣洗衣精補充包 快潔適抗菌防蹣,39.0,27.0,31.0,32643.0,12.86,6.0,0.0476190476190476,0.2129588549999799,4.472135954999579,1,21,0.0476190476190476,1.5924128e-08,1.6927348e-05,1,1,1
11103187001,易洗樂抗菌防洗衣精補充包 易洗樂洗衣精補,31.0,30.0,28.0,26040.0,10.61,6.0,0.2857142857142857,1.27775312999988,4.47213595499958,1,21,0.0476190476190476,0.0,0.0,1,2,1
11103188001,全植媽媽洗衣液體皂,37.0,27.0,30.0,29970.0,12.3,6.0,0.1904761904761904,0.4994327848429292,2.622022120425379,3,21,0.1428571428571428,4.3222624e-08,1.6927348e-05,3,1,1
11103188002,全植媽媽洗衣液體皂 全植洗衣皂檀香,37.0,27.0,30.0,29970.0,12.3,6.0,0.1428571428571428,0.3499271061118825,2.449489742783178,3,21,0.1428571428571428,2.9573375e-08,1.6927348e-05,3,1,1
11103190001,日本PG BOLD 新3D無痕清新花園香洗衣球 BOLD洗衣球,39.0,30.0,14.0,16380.0,2.7,6.0,0.238095238095238,0.6098213559459856,2.5612496949731396,3,21,0.1428571428571428,6.369649e-08,1.6927348e-05,3,2,1
11103191001,台塑-防蹣抗菌濃縮洗衣精 台塑-防蹣抗菌,33.0,33.0,30.0,32670.0,12.872,8.0,0.1904761904761904,0.392676726249301,2.0615528128088303,4,21,0.1904761904761904,4.5497497e-08,1.6927348e-05,3,1,1
11103193001,新3D無痕療癒花香洗衣膠球3倍大補充包粉紅,35.0,26.0,31.0,28210.0,7.02,8.0,0.1428571428571428,0.3499271061118826,2.4494897427831783,3,21,0.1428571428571428,9.326991e-08,1.6927348e-05,3,1,1
11103195001,全效光鮮柔軟洗衣精-補充包,36.0,34.0,32.0,39168.0,11.91,6.0,1.1904761904761905,2.084387488403742,1.7508854902591433,7,21,0.3333333333333333,9.326992e-08,0.000118491436,0,4,1
11103196001,水晶肥皂洗衣用液體(清爽型),38.0,31.0,32.0,37696.0,16.21,6.0,0.6190476190476191,1.7855555485002546,2.8843589629619495,4,21,0.1904761904761904,6.597137e-08,1.6927348e-05,3,3,1
